AtomID,AtomName,AtomType,x[nm],y[nm],z[nm],charge[e],mass[AMU],sigma[nm],epsilon[kjmol]
1,c31,c3,0.101,-0.015,0.016,0.124700,12.01000,3.39771e-01,4.51035e-01
2,os2,os,0.053,-0.062,0.143,-0.433900,16.00000,3.15610e-01,3.03758e-01
3,c3,c,0.094,-0.188,0.177,0.632101,12.01000,3.31521e-01,4.13379e-01
4,o4,o,0.162,-0.260,0.105,-0.516000,16.00000,3.04812e-01,6.12119e-01
5,c35,c3,0.039,-0.234,0.311,-0.066300,12.01000,3.39771e-01,4.51035e-01
6,c16,c1,0.090,-0.142,0.422,0.209700,12.01000,3.47896e-01,6.67766e-01
7,n17,n1,0.132,-0.067,0.513,-0.337800,14.01000,3.27352e-01,4.59403e-01
8,h18,h1,0.064,0.087,0.000,0.056033,1.00800,2.42200e-01,8.70272e-02
9,h19,h1,0.064,-0.077,-0.066,0.056033,1.00800,2.42200e-01,8.70272e-02
10,h110,h1,0.211,-0.011,0.014,0.056033,1.00800,2.42200e-01,8.70272e-02
11,hc11,hc,-0.070,-0.235,0.308,0.109700,1.00800,2.60018e-01,8.70272e-02
12,hc12,hc,0.074,-0.336,0.330,0.109700,1.00800,2.60018e-01,8.70272e-02
