AtomID,AtomName,AtomType,x[nm],y[nm],z[nm],charge[e],mass[AMU],sigma[nm],epsilon[kjmol]
1,c21,c2,0.088,-0.004,0.001,-0.209000,12.01000,3.31521e-01,4.13379e-01
2,ce2,ce,0.019,-0.001,0.115,-0.137000,12.01000,3.31521e-01,4.13379e-01
3,ce3,ce,-0.125,-0.000,0.120,-0.137000,12.01000,3.31521e-01,4.13379e-01
4,c24,c2,-0.194,0.004,0.235,-0.209000,12.01000,3.31521e-01,4.13379e-01
5,ha5,ha,0.039,-0.008,-0.096,0.112500,1.00800,2.62548e-01,6.73624e-02
6,ha6,ha,0.197,-0.004,0.002,0.112500,1.00800,2.62548e-01,6.73624e-02
7,ha7,ha,0.073,0.003,0.210,0.121000,1.00800,2.62548e-01,6.73624e-02
8,ha8,ha,-0.179,-0.004,0.026,0.121000,1.00800,2.62548e-01,6.73624e-02
9,ha9,ha,-0.302,0.004,0.234,0.112500,1.00800,2.62548e-01,6.73624e-02
10,ha10,ha,-0.145,0.007,0.331,0.112500,1.00800,2.62548e-01,6.73624e-02
