AtomID,AtomName,AtomType,x[nm],y[nm],z[nm],charge[e],mass[AMU],sigma[nm],epsilon[kjmol]
1,cc1,cc,0.103,0.076,-0.000,-0.233300,12.01000,3.31521e-01,4.13379e-01
2,cc2,cc,-0.034,0.107,0.000,0.276200,12.01000,3.31521e-01,4.13379e-01
3,nd3,nd,-0.111,-0.003,0.000,-0.486800,14.01000,3.38417e-01,3.93714e-01
4,na4,na,-0.022,-0.104,0.000,0.026400,14.01000,3.20581e-01,8.54373e-01
5,cd5,cd,0.108,-0.062,-0.000,-0.229900,12.01000,3.31521e-01,4.13379e-01
6,c6,c,0.221,-0.151,-0.000,0.602500,12.01000,3.31521e-01,4.13379e-01
7,o7,o,0.211,-0.273,-0.000,-0.531100,16.00000,3.04812e-01,6.12119e-01
8,ha8,ha,0.186,0.145,-0.000,0.169000,1.00800,2.62548e-01,6.73624e-02
9,h49,h4,-0.082,0.204,0.000,0.049100,1.00800,2.53639e-01,6.73624e-02
10,hn10,hn,-0.056,-0.199,0.000,0.337700,1.00800,1.10650e-01,4.18400e-02
11,h411,h4,0.320,-0.103,-0.000,0.020200,1.00800,2.53639e-01,6.73624e-02
