AtomID,AtomName,AtomType,x[nm],y[nm],z[nm],charge[e],mass[AMU],sigma[nm],epsilon[kjmol]
1,c31,c3,0.151,0.075,-0.015,0.039000,12.01000,3.39771e-01,4.51035e-01
2,c32,c3,0.152,-0.075,0.013,0.039000,12.01000,3.39771e-01,4.51035e-01
3,ns3,ns,0.015,-0.111,-0.015,-0.523900,14.01000,3.26995e-01,4.91202e-01
4,c4,c,-0.067,-0.000,0.001,0.743500,12.01000,3.31521e-01,4.13379e-01
5,o5,o,-0.189,-0.000,0.000,-0.615500,16.00000,3.04812e-01,6.12119e-01
6,ns6,ns,0.015,0.110,0.016,-0.523900,14.01000,3.26995e-01,4.91202e-01
7,h17,h1,0.222,0.133,0.044,0.055700,1.00800,2.42200e-01,8.70272e-02
8,h18,h1,0.167,0.094,-0.122,0.055700,1.00800,2.42200e-01,8.70272e-02
9,h19,h1,0.171,-0.095,0.119,0.055700,1.00800,2.42200e-01,8.70272e-02
10,h110,h1,0.221,-0.132,-0.049,0.055700,1.00800,2.42200e-01,8.70272e-02
11,hn11,hn,-0.023,-0.204,-0.025,0.309500,1.00800,1.10650e-01,4.18400e-02
12,hn12,hn,-0.024,0.203,0.024,0.309500,1.00800,1.10650e-01,4.18400e-02
