AtomID,AtomName,AtomType,x[nm],y[nm],z[nm],charge[e],mass[AMU],sigma[nm],epsilon[kjmol]
1,oh1,oh,0.085,-0.023,0.028,-0.592800,16.00000,3.24287e-01,3.89112e-01
2,c32,c3,0.033,0.102,-0.015,0.103400,12.01000,3.39771e-01,4.51035e-01
3,c33,c3,0.111,0.218,0.049,0.073100,12.01000,3.39771e-01,4.51035e-01
4,os4,os,0.253,0.194,0.052,-0.425600,16.00000,3.15610e-01,3.03758e-01
5,c35,c3,0.321,0.211,-0.072,0.298900,12.01000,3.39771e-01,4.51035e-01
6,oh6,oh,0.284,0.107,-0.162,-0.615800,16.00000,3.24287e-01,3.89112e-01
7,c37,c3,0.301,0.353,-0.129,0.096100,12.01000,3.39771e-01,4.51035e-01
8,oh8,oh,0.365,0.366,-0.257,-0.574800,16.00000,3.24287e-01,3.89112e-01
9,c39,c3,0.152,0.388,-0.140,0.068100,12.01000,3.39771e-01,4.51035e-01
10,oh10,oh,0.101,0.316,-0.255,-0.623800,16.00000,3.24287e-01,3.89112e-01
11,c311,c3,0.080,0.358,-0.007,0.093100,12.01000,3.39771e-01,4.51035e-01
12,oh12,oh,-0.060,0.384,-0.014,-0.584800,16.00000,3.24287e-01,3.89112e-01
13,ho13,ho,0.181,-0.018,0.008,0.427000,1.00800,5.37925e-02,1.96648e-02
14,h114,h1,0.037,0.103,-0.124,0.048200,1.00800,2.42200e-01,8.70272e-02
15,h115,h1,-0.073,0.107,0.013,0.048200,1.00800,2.42200e-01,8.70272e-02
16,h116,h1,0.081,0.218,0.155,0.098700,1.00800,2.42200e-01,8.70272e-02
17,h217,h2,0.428,0.197,-0.052,0.124700,1.00800,2.24382e-01,8.70272e-02
18,ho18,ho,0.234,0.147,-0.235,0.422000,1.00800,5.37925e-02,1.96648e-02
19,h119,h1,0.348,0.425,-0.061,0.099700,1.00800,2.42200e-01,8.70272e-02
20,ho20,ho,0.306,0.325,-0.323,0.421000,1.00800,5.37925e-02,1.96648e-02
21,h121,h1,0.141,0.495,-0.164,0.071700,1.00800,2.42200e-01,8.70272e-02
22,ho22,ho,0.022,0.266,-0.231,0.424000,1.00800,5.37925e-02,1.96648e-02
23,h123,h1,0.120,0.430,0.066,0.094700,1.00800,2.42200e-01,8.70272e-02
24,ho24,ho,-0.098,0.354,-0.098,0.405000,1.00800,5.37925e-02,1.96648e-02
