AtomID,AtomName,AtomType,x[nm],y[nm],z[nm],charge[e],mass[AMU],sigma[nm],epsilon[kjmol]
1,c31,c3,0.107,-0.006,-0.006,-0.093100,12.01000,3.39771e-01,4.51035e-01
2,c32,c3,0.060,0.078,-0.123,-0.155400,12.01000,3.39771e-01,4.51035e-01
3,c3,c,0.106,0.022,-0.256,0.655100,12.01000,3.31521e-01,4.13379e-01
4,o4,o,0.030,-0.014,-0.344,-0.614100,16.00000,3.04812e-01,6.12119e-01
5,nt5,nt,0.241,0.016,-0.274,-0.678000,14.01000,3.35904e-01,3.56058e-01
6,hc6,hc,0.071,-0.109,-0.016,0.040700,1.00800,2.60018e-01,8.70272e-02
7,hc7,hc,0.069,0.034,0.088,0.040700,1.00800,2.60018e-01,8.70272e-02
8,hc8,hc,0.216,-0.009,-0.000,0.040700,1.00800,2.60018e-01,8.70272e-02
9,hc9,hc,-0.050,0.081,-0.124,0.072200,1.00800,2.60018e-01,8.70272e-02
10,hc10,hc,0.095,0.181,-0.113,0.072200,1.00800,2.60018e-01,8.70272e-02
11,hn11,hn,0.309,0.045,-0.205,0.309500,1.00800,1.10650e-01,4.18400e-02
12,hn12,hn,0.275,-0.022,-0.362,0.309500,1.00800,1.10650e-01,4.18400e-02
