AtomID,AtomName,AtomType,x[nm],y[nm],z[nm],charge[e],mass[AMU],sigma[nm],epsilon[kjmol]
1,c31,c3,0.107,0.007,0.005,-0.203100,12.01000,3.39771e-01,4.51035e-01
2,c2,c,0.054,0.063,0.135,0.521100,12.01000,3.31521e-01,4.13379e-01
3,o3,o,-0.016,0.165,0.137,-0.537100,16.00000,3.04812e-01,6.12119e-01
4,c34,c3,0.093,-0.008,0.264,0.053800,12.01000,3.39771e-01,4.51035e-01
5,n85,n8,0.044,-0.147,0.262,-0.889801,14.01000,3.65019e-01,1.35143e-01
6,hc6,hc,0.072,0.069,-0.078,0.065367,1.00800,2.60018e-01,8.70272e-02
7,hc7,hc,0.070,-0.095,-0.009,0.065367,1.00800,2.60018e-01,8.70272e-02
8,hc8,hc,0.216,0.008,0.007,0.065367,1.00800,2.60018e-01,8.70272e-02
9,h19,h1,0.201,-0.006,0.274,0.073700,1.00800,2.42200e-01,8.70272e-02
10,h110,h1,0.049,0.045,0.348,0.073700,1.00800,2.42200e-01,8.70272e-02
11,hn11,hn,0.066,-0.190,0.352,0.355800,1.00800,1.10650e-01,4.18400e-02
12,hn12,hn,-0.058,-0.145,0.257,0.355800,1.00800,1.10650e-01,4.18400e-02
