AtomID,AtomName,AtomType,x[nm],y[nm],z[nm],charge[e],mass[AMU],sigma[nm],epsilon[kjmol]
1,c31,c3,0.102,0.003,-0.008,-0.119400,12.01000,3.39771e-01,4.51035e-01
2,c22,c2,0.050,0.140,-0.029,0.561600,12.01000,3.31521e-01,4.13379e-01
3,n23,n2,-0.025,0.172,-0.129,-0.529200,14.01000,3.38417e-01,3.93714e-01
4,oh4,oh,-0.060,0.308,-0.125,-0.381500,16.00000,3.24287e-01,3.89112e-01
5,oh5,oh,0.085,0.229,0.066,-0.612600,16.00000,3.24287e-01,3.89112e-01
6,hc6,hc,0.069,-0.063,-0.089,0.066700,1.00800,2.60018e-01,8.70272e-02
7,hc7,hc,0.066,-0.037,0.087,0.066700,1.00800,2.60018e-01,8.70272e-02
8,hc8,hc,0.212,0.004,-0.007,0.066700,1.00800,2.60018e-01,8.70272e-02
9,ho9,ho,-0.115,0.316,-0.206,0.446000,1.00800,5.37925e-02,1.96648e-02
10,ho10,ho,0.045,0.314,0.041,0.435000,1.00800,5.37925e-02,1.96648e-02
