AtomID,AtomName,AtomType,x[nm],y[nm],z[nm],charge[e],mass[AMU],sigma[nm],epsilon[kjmol]
1,c31,c3,0.095,0.005,-0.003,-0.169100,12.01000,3.39771e-01,4.51035e-01
2,c2,c,0.046,-0.107,0.084,0.654098,12.01000,3.31521e-01,4.13379e-01
3,o3,o,-0.025,-0.088,0.182,-0.611100,16.00000,3.04812e-01,6.12119e-01
4,ns4,ns,0.083,-0.234,0.050,-0.581900,14.01000,3.26995e-01,4.91202e-01
5,c35,c3,0.165,-0.275,-0.061,0.086300,12.01000,3.39771e-01,4.51035e-01
6,hc6,hc,0.057,0.101,0.035,0.065367,1.00800,2.60018e-01,8.70272e-02
7,hc7,hc,0.057,-0.008,-0.105,0.065367,1.00800,2.60018e-01,8.70272e-02
8,hc8,hc,0.204,0.008,-0.003,0.065367,1.00800,2.60018e-01,8.70272e-02
9,hn9,hn,0.047,-0.306,0.113,0.319500,1.00800,1.10650e-01,4.18400e-02
10,h110,h1,0.253,-0.327,-0.022,0.035367,1.00800,2.42200e-01,8.70272e-02
11,h111,h1,0.107,-0.343,-0.124,0.035367,1.00800,2.42200e-01,8.70272e-02
12,h112,h1,0.198,-0.190,-0.121,0.035367,1.00800,2.42200e-01,8.70272e-02
