AtomID,AtomName,AtomType,x[nm],y[nm],z[nm],charge[e],mass[AMU],sigma[nm],epsilon[kjmol]
1,c31,c3,0.098,0.028,-0.001,0.157600,12.01000,3.39771e-01,4.51035e-01
2,n32,n3,0.045,0.064,0.130,-0.746598,14.01000,3.36510e-01,3.58987e-01
3,c33,c3,-0.101,0.070,0.128,0.157600,12.01000,3.39771e-01,4.51035e-01
4,c34,c3,0.096,-0.022,0.239,0.130800,12.01000,3.39771e-01,4.51035e-01
5,c35,c3,0.053,-0.169,0.241,0.092400,12.01000,3.39771e-01,4.51035e-01
6,oh6,oh,0.107,-0.244,0.133,-0.599800,16.00000,3.24287e-01,3.89112e-01
7,h17,h1,0.076,0.108,-0.074,0.031533,1.00800,2.42200e-01,8.70272e-02
8,h18,h1,0.055,-0.063,-0.042,0.031533,1.00800,2.42200e-01,8.70272e-02
9,h19,h1,0.207,0.018,0.002,0.031533,1.00800,2.42200e-01,8.70272e-02
10,h110,h1,-0.147,-0.028,0.111,0.031533,1.00800,2.42200e-01,8.70272e-02
11,h111,h1,-0.138,0.110,0.223,0.031533,1.00800,2.42200e-01,8.70272e-02
12,h112,h1,-0.136,0.138,0.050,0.031533,1.00800,2.42200e-01,8.70272e-02
13,h113,h1,0.206,-0.017,0.238,0.062700,1.00800,2.42200e-01,8.70272e-02
14,h114,h1,0.065,0.024,0.334,0.062700,1.00800,2.42200e-01,8.70272e-02
15,h115,h1,0.089,-0.216,0.334,0.048200,1.00800,2.42200e-01,8.70272e-02
16,h116,h1,-0.056,-0.180,0.241,0.048200,1.00800,2.42200e-01,8.70272e-02
17,ho17,ho,0.048,-0.230,0.057,0.397000,1.00800,5.37925e-02,1.96648e-02
