AtomID,AtomName,AtomType,x[nm],y[nm],z[nm],charge[e],mass[AMU],sigma[nm],epsilon[kjmol]
1,c31,c3,0.105,0.027,-0.001,0.087100,12.01000,3.39771e-01,4.51035e-01
2,n42,n4,0.052,-0.060,0.114,-0.593800,14.01000,2.49951e-01,1.62122e+01
3,c33,c3,0.105,-0.002,0.245,0.087100,12.01000,3.39771e-01,4.51035e-01
4,c34,c3,-0.100,-0.056,0.115,0.087100,12.01000,3.39771e-01,4.51035e-01
5,c35,c3,0.105,-0.206,0.102,0.106800,12.01000,3.39771e-01,4.51035e-01
6,c36,c3,0.061,-0.280,-0.026,0.117400,12.01000,3.39771e-01,4.51035e-01
7,oh7,oh,0.114,-0.215,-0.141,-0.625797,16.00000,3.24287e-01,3.89112e-01
8,hx8,hx,0.085,0.132,0.024,0.104033,1.00800,1.88746e-01,8.70272e-02
9,hx9,hx,0.052,0.002,-0.093,0.104033,1.00800,1.88746e-01,8.70272e-02
10,hx10,hx,0.213,0.011,-0.010,0.104033,1.00800,1.88746e-01,8.70272e-02
11,hx11,hx,0.068,0.100,0.255,0.104033,1.00800,1.88746e-01,8.70272e-02
12,hx12,hx,0.067,-0.064,0.327,0.104033,1.00800,1.88746e-01,8.70272e-02
13,hx13,hx,0.214,-0.004,0.242,0.104033,1.00800,1.88746e-01,8.70272e-02
14,hx14,hx,-0.137,-0.092,0.019,0.104033,1.00800,1.88746e-01,8.70272e-02
15,hx15,hx,-0.135,-0.119,0.197,0.104033,1.00800,1.88746e-01,8.70272e-02
16,hx16,hx,-0.131,0.048,0.130,0.104033,1.00800,1.88746e-01,8.70272e-02
17,hx17,hx,0.214,-0.199,0.106,0.105200,1.00800,1.88746e-01,8.70272e-02
18,hx18,hx,0.069,-0.260,0.191,0.105200,1.00800,1.88746e-01,8.70272e-02
19,h119,h1,0.100,-0.382,-0.024,0.069700,1.00800,2.42200e-01,8.70272e-02
20,h120,h1,-0.047,-0.286,-0.034,0.069700,1.00800,2.42200e-01,8.70272e-02
21,ho21,ho,0.048,-0.224,-0.213,0.448000,1.00800,5.37925e-02,1.96648e-02
