AtomID,AtomName,AtomType,x[nm],y[nm],z[nm],charge[e],mass[AMU],sigma[nm],epsilon[kjmol]
1,c31,c3,0.095,-0.003,0.003,-0.129100,12.01000,3.39771e-01,4.51035e-01
2,c32,c3,0.043,0.006,0.146,0.144100,12.01000,3.39771e-01,4.51035e-01
3,c33,c3,0.091,0.133,0.219,0.120800,12.01000,3.39771e-01,4.51035e-01
4,n84,n8,0.041,0.255,0.154,-0.922801,14.01000,3.65019e-01,1.35143e-01
5,oh5,oh,-0.099,0.003,0.143,-0.597800,16.00000,3.24287e-01,3.89112e-01
6,hc6,hc,0.057,0.080,-0.058,0.042367,1.00800,2.60018e-01,8.70272e-02
7,hc7,hc,0.059,-0.095,-0.045,0.042367,1.00800,2.60018e-01,8.70272e-02
8,hc8,hc,0.204,-0.001,0.000,0.042367,1.00800,2.60018e-01,8.70272e-02
9,h19,h1,0.077,-0.082,0.203,0.070700,1.00800,2.42200e-01,8.70272e-02
10,h110,h1,0.054,0.133,0.322,0.035700,1.00800,2.42200e-01,8.70272e-02
11,h111,h1,0.201,0.135,0.223,0.035700,1.00800,2.42200e-01,8.70272e-02
12,hn12,hn,0.078,0.336,0.204,0.351800,1.00800,1.10650e-01,4.18400e-02
13,hn13,hn,0.080,0.262,0.059,0.351800,1.00800,1.10650e-01,4.18400e-02
14,ho14,ho,-0.126,0.094,0.117,0.412000,1.00800,5.37925e-02,1.96648e-02
