AtomID,AtomName,AtomType,x[nm],y[nm],z[nm],charge[e],mass[AMU],sigma[nm],epsilon[kjmol]
1,oh1,oh,0.061,-0.016,0.000,-0.601800,16.00000,3.24287e-01,3.89112e-01
2,c32,c3,0.030,0.111,0.057,0.103400,12.01000,3.39771e-01,4.51035e-01
3,c33,c3,0.109,0.145,0.185,0.072100,12.01000,3.39771e-01,4.51035e-01
4,os4,os,0.217,0.055,0.210,-0.441600,16.00000,3.15610e-01,3.03758e-01
5,c35,c3,0.335,0.076,0.133,0.300900,12.01000,3.39771e-01,4.51035e-01
6,oh6,oh,0.318,0.029,0.001,-0.653800,16.00000,3.24287e-01,3.89112e-01
7,c37,c3,0.387,0.220,0.137,0.101100,12.01000,3.39771e-01,4.51035e-01
8,oh8,oh,0.497,0.237,0.048,-0.573800,16.00000,3.24287e-01,3.89112e-01
9,c39,c3,0.276,0.323,0.107,0.080100,12.01000,3.39771e-01,4.51035e-01
10,oh10,oh,0.241,0.338,-0.031,-0.604800,16.00000,3.24287e-01,3.89112e-01
11,c311,c3,0.153,0.293,0.195,0.097100,12.01000,3.39771e-01,4.51035e-01
12,oh12,oh,0.045,0.381,0.166,-0.585800,16.00000,3.24287e-01,3.89112e-01
13,ho13,ho,0.144,-0.050,0.039,0.411000,1.00800,5.37925e-02,1.96648e-02
14,h114,h1,0.047,0.185,-0.022,0.058200,1.00800,2.42200e-01,8.70272e-02
15,h115,h1,-0.078,0.114,0.077,0.058200,1.00800,2.42200e-01,8.70272e-02
16,h116,h1,0.038,0.129,0.268,0.084700,1.00800,2.42200e-01,8.70272e-02
17,h217,h2,0.412,0.010,0.175,0.090700,1.00800,2.24382e-01,8.70272e-02
18,ho18,ho,0.249,0.082,-0.043,0.452000,1.00800,5.37925e-02,1.96648e-02
19,h119,h1,0.424,0.240,0.238,0.097700,1.00800,2.42200e-01,8.70272e-02
20,ho20,ho,0.468,0.204,-0.040,0.423000,1.00800,5.37925e-02,1.96648e-02
21,h121,h1,0.315,0.423,0.133,0.101700,1.00800,2.42200e-01,8.70272e-02
22,ho22,ho,0.231,0.255,-0.078,0.425000,1.00800,5.37925e-02,1.96648e-02
23,h123,h1,0.183,0.312,0.299,0.085700,1.00800,2.42200e-01,8.70272e-02
24,ho24,ho,0.037,0.389,0.069,0.419000,1.00800,5.37925e-02,1.96648e-02
