AtomID,AtomName,AtomType,x[nm],y[nm],z[nm],charge[e],mass[AMU],sigma[nm],epsilon[kjmol]
1,c31,c3,0.104,-0.005,-0.000,-0.094100,12.01000,3.39771e-01,4.51035e-01
2,c32,c3,0.053,0.075,-0.120,0.123500,12.01000,3.39771e-01,4.51035e-01
3,c33,c3,0.105,0.016,-0.253,0.083400,12.01000,3.39771e-01,4.51035e-01
4,oh4,oh,0.056,-0.117,-0.274,-0.600800,16.00000,3.24287e-01,3.89112e-01
5,n85,n8,-0.094,0.077,-0.117,-0.889801,14.01000,3.65019e-01,1.35143e-01
6,hc6,hc,0.068,-0.108,-0.001,0.040367,1.00800,2.60018e-01,8.70272e-02
7,hc7,hc,0.070,0.040,0.094,0.040367,1.00800,2.60018e-01,8.70272e-02
8,hc8,hc,0.213,-0.007,0.001,0.040367,1.00800,2.60018e-01,8.70272e-02
9,h19,h1,0.089,0.178,-0.111,0.063700,1.00800,2.42200e-01,8.70272e-02
10,h110,h1,0.071,0.077,-0.338,0.048200,1.00800,2.42200e-01,8.70272e-02
11,h111,h1,0.214,0.014,-0.255,0.048200,1.00800,2.42200e-01,8.70272e-02
12,ho12,ho,0.092,-0.172,-0.203,0.399000,1.00800,5.37925e-02,1.96648e-02
13,hn13,hn,-0.128,0.130,-0.197,0.348800,1.00800,1.10650e-01,4.18400e-02
14,hn14,hn,-0.126,-0.019,-0.135,0.348800,1.00800,1.10650e-01,4.18400e-02
