AtomID,AtomName,AtomType,x[nm],y[nm],z[nm],charge[e],mass[AMU],sigma[nm],epsilon[kjmol]
1,c31,c3,0.093,-0.001,-0.003,0.096400,12.01000,3.39771e-01,4.51035e-01
2,c2,c,0.039,0.142,-0.006,0.610100,12.01000,3.31521e-01,4.13379e-01
3,o3,o,-0.039,0.193,-0.086,-0.546000,16.00000,3.04812e-01,6.12119e-01
4,oh4,oh,0.085,0.216,0.097,-0.609100,16.00000,3.24287e-01,3.89112e-01
5,os5,os,0.056,-0.082,-0.114,-0.240100,16.00000,3.15610e-01,3.03758e-01
6,n86,n8,0.102,-0.020,-0.238,-0.668300,14.01000,3.65019e-01,1.35143e-01
7,h17,h1,0.055,-0.050,0.087,0.096700,1.00800,2.42200e-01,8.70272e-02
8,h18,h1,0.202,0.002,0.003,0.096700,1.00800,2.42200e-01,8.70272e-02
9,ho9,ho,0.044,0.304,0.079,0.448000,1.00800,5.37925e-02,1.96648e-02
10,hn10,hn,0.202,-0.041,-0.239,0.357800,1.00800,1.10650e-01,4.18400e-02
11,hn11,hn,0.059,-0.081,-0.308,0.357800,1.00800,1.10650e-01,4.18400e-02
