AtomID,AtomName,AtomType,x[nm],y[nm],z[nm],charge[e],mass[AMU],sigma[nm],epsilon[kjmol]
1,c31,c3,0.093,0.003,0.007,0.089100,12.01000,3.39771e-01,4.51035e-01
2,n42,n4,0.042,0.021,-0.135,-0.600800,14.01000,2.49951e-01,1.62122e+01
3,c33,c3,0.093,-0.094,-0.222,0.089100,12.01000,3.39771e-01,4.51035e-01
4,c34,c3,-0.110,0.021,-0.135,0.089100,12.01000,3.39771e-01,4.51035e-01
5,c35,c3,0.093,0.153,-0.191,0.089100,12.01000,3.39771e-01,4.51035e-01
6,hx6,hx,0.055,-0.092,0.045,0.103700,1.00800,1.88746e-01,8.70272e-02
7,hx7,hx,0.055,0.086,0.068,0.103700,1.00800,1.88746e-01,8.70272e-02
8,hx8,hx,0.202,0.003,0.005,0.103700,1.00800,1.88746e-01,8.70272e-02
9,hx9,hx,0.055,-0.188,-0.180,0.103700,1.00800,1.88746e-01,8.70272e-02
10,hx10,hx,0.055,-0.079,-0.324,0.103700,1.00800,1.88746e-01,8.70272e-02
11,hx11,hx,0.202,-0.092,-0.221,0.103700,1.00800,1.88746e-01,8.70272e-02
12,hx12,hx,-0.145,0.104,-0.073,0.103700,1.00800,1.88746e-01,8.70272e-02
13,hx13,hx,-0.145,0.034,-0.238,0.103700,1.00800,1.88746e-01,8.70272e-02
14,hx14,hx,-0.145,-0.075,-0.095,0.103700,1.00800,1.88746e-01,8.70272e-02
15,hx15,hx,0.055,0.234,-0.128,0.103700,1.00800,1.88746e-01,8.70272e-02
16,hx16,hx,0.202,0.151,-0.190,0.103700,1.00800,1.88746e-01,8.70272e-02
17,hx17,hx,0.055,0.164,-0.293,0.103700,1.00800,1.88746e-01,8.70272e-02
