AtomID,AtomName,AtomType,x[nm],y[nm],z[nm],charge[e],mass[AMU],sigma[nm],epsilon[kjmol]
1,ca1,ca,0.191,-0.001,-0.000,-0.171000,12.01000,3.31521e-01,4.13379e-01
2,ca2,ca,0.123,0.120,-0.000,-0.087000,12.01000,3.31521e-01,4.13379e-01
3,ca3,ca,-0.017,0.119,0.000,-0.221300,12.01000,3.31521e-01,4.13379e-01
4,na4,na,-0.089,0.001,0.000,0.252600,14.01000,3.20581e-01,8.54373e-01
5,ca5,ca,-0.019,-0.119,0.000,-0.221300,12.01000,3.31521e-01,4.13379e-01
6,ca6,ca,0.121,-0.121,-0.000,-0.087000,12.01000,3.31521e-01,4.13379e-01
7,o7,o,-0.215,0.002,0.001,-0.289000,16.00000,3.04812e-01,6.12119e-01
8,ha8,ha,0.300,-0.002,-0.001,0.148000,1.00800,2.62548e-01,6.73624e-02
9,ha9,ha,0.177,0.214,-0.000,0.153000,1.00800,2.62548e-01,6.73624e-02
10,h410,h4,-0.079,0.207,0.000,0.185000,1.00800,2.53639e-01,6.73624e-02
11,h411,h4,-0.083,-0.206,0.001,0.185000,1.00800,2.53639e-01,6.73624e-02
12,ha12,ha,0.173,-0.216,-0.001,0.153000,1.00800,2.62548e-01,6.73624e-02
