"AtomID","AtomName","AtomType","x[nm]","y[nm]","z[nm]","charge[e]","mass[AMU]","sigma[nm]","epsilon[kJ/mol]"
"1","CT21","CT2",0.20630000000000004,0.1464,-0.0034000000000000002,-0.11,12.011,0.358141284692,0.2343
"2","HA22","HA2",0.16140000000000002,0.1926,-0.0939,0.09,1.008,0.238760856462,0.14226
"3","HA23","HA2",0.16820000000000002,0.2005,0.0859,0.09,1.008,0.238760856462,0.14226
"4","S4","S",0.38820000000000005,0.1524,-0.0104,-0.23,32.06,0.356359487256,1.8828
"5","HS5","HS",0.3977,0.2847,-0.010000000000000002,0.16,1.008,0.080180884633,0.4184
"6","HA36","HA3",0.17110000000000003,0.0411,0.0026,0.,1.008,0.238760856462,0.10042
