AtomID,AtomName,AtomType,x[nm],y[nm],z[nm],charge[e],mass[AMU],sigma[nm],epsilon[kjmol]
1,c31,c3,0.093,0.007,-0.007,-0.061300,12.01000,3.39771e-01,4.51035e-01
2,c32,c3,0.045,0.147,0.032,0.132400,12.01000,3.39771e-01,4.51035e-01
3,oh3,oh,0.093,0.246,-0.058,-0.586800,16.00000,3.24287e-01,3.89112e-01
4,c14,c1,0.043,-0.031,-0.140,0.211700,12.01000,3.47896e-01,6.67766e-01
5,n15,n1,0.006,-0.063,-0.245,-0.363800,14.01000,3.27352e-01,4.59403e-01
6,hc6,hc,0.059,-0.065,0.068,0.076700,1.00800,2.60018e-01,8.70272e-02
7,hc7,hc,0.203,0.005,-0.007,0.076700,1.00800,2.60018e-01,8.70272e-02
8,h18,h1,-0.065,0.151,0.032,0.057700,1.00800,2.42200e-01,8.70272e-02
9,h19,h1,0.079,0.172,0.132,0.057700,1.00800,2.42200e-01,8.70272e-02
10,ho10,ho,0.190,0.242,-0.060,0.399000,1.00800,5.37925e-02,1.96648e-02
