AtomID,AtomName,AtomType,x[nm],y[nm],z[nm],charge[e],mass[AMU],sigma[nm],epsilon[kjmol]
1,c31,c3,0.108,0.011,-0.007,-0.107100,12.01000,3.39771e-01,4.51035e-01
2,c32,c3,0.061,-0.132,-0.031,-0.104400,12.01000,3.39771e-01,4.51035e-01
3,c33,c3,0.106,-0.228,0.079,-0.116400,12.01000,3.39771e-01,4.51035e-01
4,c34,c3,0.058,-0.191,0.219,0.102800,12.01000,3.39771e-01,4.51035e-01
5,nz5,nz,-0.091,-0.188,0.222,-0.839598,14.01000,2.76678e-01,4.79068e+00
6,hc6,hc,0.069,0.052,0.087,0.048033,1.00800,2.60018e-01,8.70272e-02
7,hc7,hc,0.075,0.076,-0.088,0.048033,1.00800,2.60018e-01,8.70272e-02
8,hc8,hc,0.218,0.015,-0.002,0.048033,1.00800,2.60018e-01,8.70272e-02
9,hc9,hc,-0.048,-0.133,-0.041,0.062200,1.00800,2.60018e-01,8.70272e-02
10,hc10,hc,0.100,-0.167,-0.127,0.062200,1.00800,2.60018e-01,8.70272e-02
11,hc11,hc,0.071,-0.329,0.054,0.091200,1.00800,2.60018e-01,8.70272e-02
12,hc12,hc,0.216,-0.233,0.080,0.091200,1.00800,2.60018e-01,8.70272e-02
13,hx13,hx,0.090,-0.265,0.293,0.113700,1.00800,1.88746e-01,8.70272e-02
14,hx14,hx,0.093,-0.092,0.251,0.113700,1.00800,1.88746e-01,8.70272e-02
15,hn15,hn,-0.130,-0.280,0.200,0.462133,1.00800,1.10650e-01,4.18400e-02
16,hn16,hn,-0.125,-0.161,0.315,0.462133,1.00800,1.10650e-01,4.18400e-02
17,hn17,hn,-0.129,-0.120,0.155,0.462133,1.00800,1.10650e-01,4.18400e-02
