"AtomID","AtomName","AtomType","x[nm]","y[nm]","z[nm]","charge[e]","mass[AMU]","sigma[nm]","epsilon[kJ/mol]"
"1","CT31","CT3",-0.022000000000000002,-0.14150000000000001,-0.0442,-0.3,12.011,0.363486677001,0.32635
"2","CD2","CD",0.0236,-0.0024000000000000002,-0.009600000000000001,0.75,12.011,0.356359487256,0.29288
"3","HA33","HA3",0.06670000000000001,-0.20299999999999999,-0.0701,0.09,1.008,0.238760856462,0.10042
"4","HA34","HA3",-0.09090000000000001,-0.1383,-0.1311,0.09,1.008,0.238760856462,0.10042
"5","HA35","HA3",-0.0741,-0.18700000000000003,0.0426,0.09,1.008,0.238760856462,0.10042
"6","OB6","OB",0.13799999999999998,0.038400000000000004,-0.0092,-0.55,15.9994,0.302905564168,0.50208
"7","OH17","OH1",-0.08040000000000001,0.08030000000000001,0.0237,-0.61,15.9994,0.315378146222,0.63639
"8","H8","H",-0.0432,0.16590000000000002,0.0441,0.44,1.008,0.040001352445,0.19246
