AtomID,AtomName,AtomType,x[nm],y[nm],z[nm],charge[e],mass[AMU],sigma[nm],epsilon[kjmol]
1,c31,c3,0.103,0.007,0.006,-0.090766,12.01000,3.39771e-01,4.51035e-01
2,c32,c3,0.051,-0.089,0.113,-0.069700,12.01000,3.39771e-01,4.51035e-01
3,c33,c3,0.103,-0.048,0.251,-0.090766,12.01000,3.39771e-01,4.51035e-01
4,c34,c3,-0.101,-0.091,0.113,-0.090766,12.01000,3.39771e-01,4.51035e-01
5,hc5,hc,0.069,0.109,0.024,0.033033,1.00800,2.60018e-01,8.70272e-02
6,hc6,hc,0.068,-0.024,-0.093,0.033033,1.00800,2.60018e-01,8.70272e-02
7,hc7,hc,0.213,0.007,0.004,0.033033,1.00800,2.60018e-01,8.70272e-02
8,hc8,hc,0.088,-0.189,0.091,0.044700,1.00800,2.60018e-01,8.70272e-02
9,hc9,hc,0.069,0.053,0.278,0.033033,1.00800,2.60018e-01,8.70272e-02
10,hc10,hc,0.068,-0.117,0.328,0.033033,1.00800,2.60018e-01,8.70272e-02
11,hc11,hc,0.213,-0.048,0.253,0.033033,1.00800,2.60018e-01,8.70272e-02
12,hc12,hc,-0.140,-0.123,0.015,0.033033,1.00800,2.60018e-01,8.70272e-02
13,hc13,hc,-0.140,-0.161,0.188,0.033033,1.00800,2.60018e-01,8.70272e-02
14,hc14,hc,-0.143,0.008,0.135,0.033033,1.00800,2.60018e-01,8.70272e-02
