AtomID,AtomName,AtomType,x[nm],y[nm],z[nm],charge[e],mass[AMU],sigma[nm],epsilon[kjmol]
1,c31,c3,0.105,0.009,-0.005,-0.094100,12.01000,3.39771e-01,4.51035e-01
2,c32,c3,0.055,0.137,0.060,0.138500,12.01000,3.39771e-01,4.51035e-01
3,c3,c,0.103,0.260,-0.018,0.584100,12.01000,3.31521e-01,4.13379e-01
4,o4,o,0.033,0.345,-0.069,-0.560000,16.00000,3.04812e-01,6.12119e-01
5,oh5,oh,0.238,0.270,-0.023,-0.603100,16.00000,3.24287e-01,3.89112e-01
6,n86,n8,-0.093,0.133,0.064,-0.893801,14.01000,3.65019e-01,1.35143e-01
7,hc7,hc,0.070,0.001,-0.109,0.054367,1.00800,2.60018e-01,8.70272e-02
8,hc8,hc,0.069,-0.080,0.049,0.054367,1.00800,2.60018e-01,8.70272e-02
9,hc9,hc,0.214,0.005,-0.006,0.054367,1.00800,2.60018e-01,8.70272e-02
10,h110,h1,0.092,0.145,0.163,0.091700,1.00800,2.42200e-01,8.70272e-02
11,ho11,ho,0.256,0.351,-0.074,0.444000,1.00800,5.37925e-02,1.96648e-02
12,hn12,hn,-0.126,0.222,0.103,0.364800,1.00800,1.10650e-01,4.18400e-02
13,hn13,hn,-0.128,0.134,-0.032,0.364800,1.00800,1.10650e-01,4.18400e-02
