AtomID,AtomName,AtomType,x[nm],y[nm],z[nm],charge[e],mass[AMU],sigma[nm],epsilon[kjmol]
1,o1,o,0.099,0.006,0.001,-0.573700,16.00000,3.04812e-01,6.12119e-01
2,nh2,nh,0.227,0.003,0.001,0.616100,14.01000,3.18995e-01,8.99560e-01
3,n23,n2,0.300,-0.088,0.053,-0.574300,14.01000,3.38417e-01,3.93714e-01
4,c34,c3,0.221,-0.194,0.116,0.089100,12.01000,3.39771e-01,4.51035e-01
5,c35,c3,0.300,0.112,-0.070,0.204100,12.01000,3.39771e-01,4.51035e-01
6,oh6,oh,0.283,0.128,-0.212,-0.563800,16.00000,3.24287e-01,3.89112e-01
7,h17,h1,0.159,-0.155,0.197,0.057700,1.00800,2.42200e-01,8.70272e-02
8,h18,h1,0.159,-0.246,0.043,0.057700,1.00800,2.42200e-01,8.70272e-02
9,h19,h1,0.290,-0.267,0.159,0.057700,1.00800,2.42200e-01,8.70272e-02
10,h210,h2,0.272,0.206,-0.022,0.098200,1.00800,2.24382e-01,8.70272e-02
11,h211,h2,0.408,0.097,-0.053,0.098200,1.00800,2.24382e-01,8.70272e-02
12,ho12,ho,0.286,0.038,-0.250,0.433000,1.00800,5.37925e-02,1.96648e-02
