AtomID,AtomName,AtomType,x[nm],y[nm],z[nm],charge[e],mass[AMU],sigma[nm],epsilon[kjmol]
1,cc1,cc,0.071,-0.100,0.000,-0.294600,12.01000,3.31521e-01,4.13379e-01
2,cd2,cd,0.111,0.028,0.000,-0.189200,12.01000,3.31521e-01,4.13379e-01
3,c3,c,-0.009,0.114,-0.000,0.656700,12.01000,3.31521e-01,4.13379e-01
4,o4,o,-0.004,0.236,-0.001,-0.452100,16.00000,3.04812e-01,6.12119e-01
5,nd5,nd,-0.119,0.034,-0.000,-0.629100,14.01000,3.38417e-01,3.93714e-01
6,cc6,cc,-0.072,-0.086,-0.000,0.649900,12.01000,3.31521e-01,4.13379e-01
7,oh7,oh,-0.150,-0.194,-0.001,-0.525600,16.00000,3.24287e-01,3.89112e-01
8,ha8,ha,0.131,-0.189,0.000,0.167000,1.00800,2.62548e-01,6.73624e-02
9,ha9,ha,0.211,0.068,0.000,0.181000,1.00800,2.62548e-01,6.73624e-02
10,ho10,ho,-0.102,-0.278,-0.001,0.436000,1.00800,5.37925e-02,1.96648e-02
