AtomID,AtomName,AtomType,x[nm],y[nm],z[nm],charge[e],mass[AMU],sigma[nm],epsilon[kjmol]
1,c31,c3,-0.031,0.117,0.013,0.083800,12.01000,3.39771e-01,4.51035e-01
2,c32,c3,-0.117,-0.005,-0.017,0.089400,12.01000,3.39771e-01,4.51035e-01
3,os3,os,-0.029,-0.115,0.002,-0.427400,16.00000,3.15610e-01,3.03758e-01
4,c24,c2,0.092,-0.057,-0.007,0.755900,12.01000,3.31521e-01,4.13379e-01
5,n25,n2,0.108,0.071,-0.007,-0.696900,14.01000,3.38417e-01,3.93714e-01
6,oh6,oh,0.193,-0.144,-0.017,-0.535600,16.00000,3.24287e-01,3.89112e-01
7,h17,h1,-0.055,0.200,-0.054,0.069700,1.00800,2.42200e-01,8.70272e-02
8,h18,h1,-0.044,0.150,0.116,0.069700,1.00800,2.42200e-01,8.70272e-02
9,h19,h1,-0.203,-0.012,0.050,0.068700,1.00800,2.42200e-01,8.70272e-02
10,h110,h1,-0.152,-0.005,-0.121,0.068700,1.00800,2.42200e-01,8.70272e-02
11,ho11,ho,0.275,-0.092,-0.027,0.454000,1.00800,5.37925e-02,1.96648e-02
