AtomID,AtomName,AtomType,x[nm],y[nm],z[nm],charge[e],mass[AMU],sigma[nm],epsilon[kjmol]
1,c31,c3,0.107,0.003,0.005,-0.095100,12.01000,3.39771e-01,4.51035e-01
2,c32,c3,0.059,0.141,0.048,-0.080400,12.01000,3.39771e-01,4.51035e-01
3,c33,c3,0.105,0.252,-0.048,0.123500,12.01000,3.39771e-01,4.51035e-01
4,c34,c3,0.054,0.232,-0.192,0.084400,12.01000,3.39771e-01,4.51035e-01
5,oh5,oh,-0.089,0.232,-0.197,-0.601800,16.00000,3.24287e-01,3.89112e-01
6,n86,n8,0.057,0.381,0.004,-0.888799,14.01000,3.65019e-01,1.35143e-01
7,hc7,hc,0.067,-0.025,-0.093,0.036033,1.00800,2.60018e-01,8.70272e-02
8,hc8,hc,0.073,-0.073,0.077,0.036033,1.00800,2.60018e-01,8.70272e-02
9,hc9,hc,0.216,-0.000,0.001,0.036033,1.00800,2.60018e-01,8.70272e-02
10,hc10,hc,-0.051,0.140,0.057,0.045700,1.00800,2.60018e-01,8.70272e-02
11,hc11,hc,0.097,0.161,0.149,0.045700,1.00800,2.60018e-01,8.70272e-02
12,h112,h1,0.214,0.254,-0.049,0.064700,1.00800,2.42200e-01,8.70272e-02
13,h113,h1,0.089,0.312,-0.257,0.049200,1.00800,2.42200e-01,8.70272e-02
14,h114,h1,0.090,0.138,-0.235,0.049200,1.00800,2.42200e-01,8.70272e-02
15,ho15,ho,-0.121,0.158,-0.143,0.399000,1.00800,5.37925e-02,1.96648e-02
16,hn16,hn,0.089,0.455,-0.058,0.348300,1.00800,1.10650e-01,4.18400e-02
17,hn17,hn,-0.045,0.383,-0.004,0.348300,1.00800,1.10650e-01,4.18400e-02
