AtomID,AtomName,AtomType,x[nm],y[nm],z[nm],charge[e],mass[AMU],sigma[nm],epsilon[kjmol]
1,c31,c3,0.028,0.005,-0.023,-0.177100,12.01000,3.39771e-01,4.51035e-01
2,c2,c,-0.002,0.140,0.033,0.645100,12.01000,3.31521e-01,4.13379e-01
3,o3,o,-0.066,0.222,-0.033,-0.600100,16.00000,3.04812e-01,6.12119e-01
4,ns4,ns,0.056,0.181,0.150,-0.569900,14.01000,3.26995e-01,4.91202e-01
5,c35,c3,0.159,0.123,0.242,0.025700,12.01000,3.39771e-01,4.51035e-01
6,c36,c3,0.169,-0.031,0.246,0.325900,12.01000,3.39771e-01,4.51035e-01
7,oh7,oh,0.242,-0.076,0.359,-0.592800,16.00000,3.24287e-01,3.89112e-01
8,os8,os,0.225,-0.088,0.129,-0.441600,16.00000,3.15610e-01,3.03758e-01
9,c39,c3,0.343,-0.029,0.071,0.067100,12.01000,3.39771e-01,4.51035e-01
10,c310,c3,0.359,-0.077,-0.075,0.144400,12.01000,3.39771e-01,4.51035e-01
11,oh11,oh,0.489,-0.044,-0.123,-0.593800,16.00000,3.24287e-01,3.89112e-01
12,c312,c3,0.353,0.126,0.079,0.067100,12.01000,3.39771e-01,4.51035e-01
13,oh13,oh,0.291,0.195,-0.030,-0.594800,16.00000,3.24287e-01,3.89112e-01
14,c314,c3,0.301,0.176,0.214,0.083100,12.01000,3.39771e-01,4.51035e-01
15,oh15,oh,0.305,0.318,0.224,-0.582800,16.00000,3.24287e-01,3.89112e-01
16,hc16,hc,-0.013,-0.014,-0.122,0.074700,1.00800,2.60018e-01,8.70272e-02
17,hc17,hc,0.001,-0.076,0.044,0.074700,1.00800,2.60018e-01,8.70272e-02
18,hc18,hc,0.134,0.008,-0.042,0.074700,1.00800,2.60018e-01,8.70272e-02
19,hn19,hn,0.029,0.277,0.172,0.323500,1.00800,1.10650e-01,4.18400e-02
20,h120,h1,0.130,0.160,0.341,0.085700,1.00800,2.42200e-01,8.70272e-02
21,h221,h2,0.067,-0.070,0.259,0.126700,1.00800,2.24382e-01,8.70272e-02
22,ho22,ho,0.335,-0.079,0.332,0.405000,1.00800,5.37925e-02,1.96648e-02
23,h123,h1,0.426,-0.070,0.129,0.061700,1.00800,2.42200e-01,8.70272e-02
24,h124,h1,0.343,-0.185,-0.083,0.062700,1.00800,2.42200e-01,8.70272e-02
25,h125,h1,0.288,-0.033,-0.145,0.062700,1.00800,2.42200e-01,8.70272e-02
26,ho26,ho,0.489,0.053,-0.134,0.417000,1.00800,5.37925e-02,1.96648e-02
27,h127,h1,0.458,0.154,0.069,0.108700,1.00800,2.42200e-01,8.70272e-02
28,ho28,ho,0.199,0.217,-0.009,0.413000,1.00800,5.37925e-02,1.96648e-02
29,h129,h1,0.369,0.139,0.291,0.078700,1.00800,2.42200e-01,8.70272e-02
30,ho30,ho,0.258,0.356,0.148,0.425000,1.00800,5.37925e-02,1.96648e-02
