AtomID,AtomName,AtomType,x[nm],y[nm],z[nm],charge[e],mass[AMU],sigma[nm],epsilon[kjmol]
1,c31,c3,0.037,0.144,0.004,-0.080400,12.01000,3.39771e-01,4.51035e-01
2,c32,c3,0.140,0.033,-0.003,-0.111400,12.01000,3.39771e-01,4.51035e-01
3,c33,c3,0.093,-0.111,-0.002,0.126800,12.01000,3.39771e-01,4.51035e-01
4,n24,n2,-0.051,-0.138,-0.001,-0.689900,14.01000,3.38417e-01,3.93714e-01
5,c25,c2,-0.134,-0.041,0.001,0.604600,12.01000,3.31521e-01,4.13379e-01
6,c36,c3,-0.108,0.105,0.003,-0.143700,12.01000,3.39771e-01,4.51035e-01
7,oh7,oh,-0.265,-0.069,0.001,-0.599600,16.00000,3.24287e-01,3.89112e-01
8,hc8,hc,0.056,0.204,0.094,0.049200,1.00800,2.60018e-01,8.70272e-02
9,hc9,hc,0.056,0.214,-0.080,0.049200,1.00800,2.60018e-01,8.70272e-02
10,hc10,hc,0.201,0.049,-0.093,0.049200,1.00800,2.60018e-01,8.70272e-02
11,hc11,hc,0.211,0.047,0.080,0.049200,1.00800,2.60018e-01,8.70272e-02
12,h112,h1,0.135,-0.161,-0.090,0.058700,1.00800,2.42200e-01,8.70272e-02
13,h113,h1,0.138,-0.162,0.084,0.058700,1.00800,2.42200e-01,8.70272e-02
14,hc14,hc,-0.157,0.145,0.092,0.072200,1.00800,2.60018e-01,8.70272e-02
15,hc15,hc,-0.158,0.149,-0.085,0.072200,1.00800,2.60018e-01,8.70272e-02
16,ho16,ho,-0.276,-0.165,0.001,0.435000,1.00800,5.37925e-02,1.96648e-02
