AtomID,AtomName,AtomType,x[nm],y[nm],z[nm],charge[e],mass[AMU],sigma[nm],epsilon[kjmol]
1,c31,c3,0.094,0.003,0.002,0.089100,12.01000,3.39771e-01,4.51035e-01
2,n42,n4,0.043,0.112,-0.091,-0.600800,14.01000,2.49951e-01,1.62122e+01
3,c33,c3,0.094,0.087,-0.232,0.089100,12.01000,3.39771e-01,4.51035e-01
4,c34,c3,-0.109,0.112,-0.091,0.089100,12.01000,3.39771e-01,4.51035e-01
5,c35,c3,0.094,0.247,-0.042,0.089100,12.01000,3.39771e-01,4.51035e-01
6,hx6,hx,0.057,-0.093,-0.034,0.103700,1.00800,1.88746e-01,8.70272e-02
7,hx7,hx,0.057,0.023,0.103,0.103700,1.00800,1.88746e-01,8.70272e-02
8,hx8,hx,0.204,0.004,0.001,0.103700,1.00800,1.88746e-01,8.70272e-02
9,hx9,hx,0.057,-0.010,-0.265,0.103700,1.00800,1.88746e-01,8.70272e-02
10,hx10,hx,0.057,0.167,-0.297,0.103700,1.00800,1.88746e-01,8.70272e-02
11,hx11,hx,0.204,0.087,-0.230,0.103700,1.00800,1.88746e-01,8.70272e-02
12,hx12,hx,-0.143,0.131,0.012,0.103700,1.00800,1.88746e-01,8.70272e-02
13,hx13,hx,-0.143,0.192,-0.158,0.103700,1.00800,1.88746e-01,8.70272e-02
14,hx14,hx,-0.143,0.015,-0.126,0.103700,1.00800,1.88746e-01,8.70272e-02
15,hx15,hx,0.057,0.264,0.060,0.103700,1.00800,1.88746e-01,8.70272e-02
16,hx16,hx,0.204,0.246,-0.043,0.103700,1.00800,1.88746e-01,8.70272e-02
17,hx17,hx,0.057,0.325,-0.110,0.103700,1.00800,1.88746e-01,8.70272e-02
