AtomID,AtomName,AtomType,x[nm],y[nm],z[nm],charge[e],mass[AMU],sigma[nm],epsilon[kjmol]
1,c31,c3,0.098,0.001,0.005,0.187100,12.01000,3.39771e-01,4.51035e-01
2,nh2,nh,0.051,0.034,-0.127,-0.563698,14.01000,3.18995e-01,8.99560e-01
3,c33,c3,-0.032,-0.061,-0.198,0.187100,12.01000,3.39771e-01,4.51035e-01
4,n24,n2,0.086,0.150,-0.177,0.151600,14.01000,3.38417e-01,3.93714e-01
5,o5,o,0.041,0.170,-0.290,-0.256300,16.00000,3.04812e-01,6.12119e-01
6,h16,h1,0.064,-0.098,0.038,0.049033,1.00800,2.42200e-01,8.70272e-02
7,h17,h1,0.063,0.073,0.079,0.049033,1.00800,2.42200e-01,8.70272e-02
8,h18,h1,0.208,-0.002,0.008,0.049033,1.00800,2.42200e-01,8.70272e-02
9,h19,h1,-0.131,-0.018,-0.221,0.049033,1.00800,2.42200e-01,8.70272e-02
10,h110,h1,0.015,-0.093,-0.292,0.049033,1.00800,2.42200e-01,8.70272e-02
11,h111,h1,-0.050,-0.152,-0.140,0.049033,1.00800,2.42200e-01,8.70272e-02
