AtomID,AtomName,AtomType,x[nm],y[nm],z[nm],charge[e],mass[AMU],sigma[nm],epsilon[kjmol]
1,ca1,ca,-0.026,0.120,0.002,-0.303800,12.01000,3.31521e-01,4.13379e-01
2,ca2,ca,0.113,0.115,0.001,0.425200,12.01000,3.31521e-01,4.13379e-01
3,nb3,nb,0.184,0.000,-0.001,-0.687000,14.01000,3.38417e-01,3.93714e-01
4,ca4,ca,0.113,-0.115,0.000,0.425200,12.01000,3.31521e-01,4.13379e-01
5,ca5,ca,-0.025,-0.121,0.003,-0.303800,12.01000,3.31521e-01,4.13379e-01
6,ca6,ca,-0.094,-0.001,0.003,0.158100,12.01000,3.31521e-01,4.13379e-01
7,oh7,oh,-0.230,0.004,0.002,-0.490100,16.00000,3.24287e-01,3.89112e-01
8,ha8,ha,-0.078,0.214,0.002,0.152000,1.00800,2.62548e-01,6.73624e-02
9,h49,h4,0.172,0.206,0.002,0.024100,1.00800,2.53639e-01,6.73624e-02
10,h410,h4,0.173,-0.206,-0.002,0.024100,1.00800,2.53639e-01,6.73624e-02
11,ha11,ha,-0.075,-0.217,0.005,0.152000,1.00800,2.62548e-01,6.73624e-02
12,ho12,ho,-0.265,-0.087,-0.002,0.424000,1.00800,5.37925e-02,1.96648e-02
