AtomID,AtomName,AtomType,x[nm],y[nm],z[nm],charge[e],mass[AMU],sigma[nm],epsilon[kjmol]
1,ca1,ca,-0.021,0.126,0.001,-0.443600,12.01000,3.31521e-01,4.13379e-01
2,ca2,ca,0.116,0.115,0.001,0.459200,12.01000,3.31521e-01,4.13379e-01
3,nb3,nb,0.181,-0.002,0.001,-0.717000,14.01000,3.38417e-01,3.93714e-01
4,ca4,ca,0.104,-0.112,0.001,0.657900,12.01000,3.31521e-01,4.13379e-01
5,nb5,nb,-0.030,-0.114,0.000,-0.699000,14.01000,3.38417e-01,3.93714e-01
6,ca6,ca,-0.089,0.006,0.001,0.650600,12.01000,3.31521e-01,4.13379e-01
7,oh7,oh,-0.225,0.002,-0.000,-0.583300,16.00000,3.24287e-01,3.89112e-01
8,ha8,ha,-0.070,0.222,0.002,0.155000,1.00800,2.62548e-01,6.73624e-02
9,h49,h4,0.179,0.204,0.001,0.031100,1.00800,2.53639e-01,6.73624e-02
10,h510,h5,0.155,-0.208,0.001,0.060100,1.00800,2.44730e-01,6.73624e-02
11,ho11,ho,-0.259,0.093,-0.002,0.429000,1.00800,5.37925e-02,1.96648e-02
