AtomID,AtomName,AtomType,x[nm],y[nm],z[nm],charge[e],mass[AMU],sigma[nm],epsilon[kjmol]
1,c1,c,0.097,0.011,0.003,0.651700,12.01000,3.31521e-01,4.13379e-01
2,o2,o,0.044,-0.098,0.013,-0.543000,16.00000,3.04812e-01,6.12119e-01
3,ca3,ca,0.027,0.141,0.002,-0.072600,12.01000,3.31521e-01,4.13379e-01
4,ca4,ca,0.065,0.245,-0.085,-0.128000,12.01000,3.31521e-01,4.13379e-01
5,ca5,ca,-0.008,0.365,-0.087,0.137600,12.01000,3.31521e-01,4.13379e-01
6,ca6,ca,-0.118,0.382,-0.002,-0.060900,12.01000,3.31521e-01,4.13379e-01
7,ca7,ca,-0.154,0.278,0.084,0.137600,12.01000,3.31521e-01,4.13379e-01
8,ca8,ca,-0.084,0.158,0.086,-0.128000,12.01000,3.31521e-01,4.13379e-01
9,oh9,oh,-0.262,0.292,0.167,-0.484600,16.00000,3.24287e-01,3.89112e-01
10,oh10,oh,-0.195,0.495,0.004,-0.518100,16.00000,3.24287e-01,3.89112e-01
11,oh11,oh,0.036,0.459,-0.175,-0.484600,16.00000,3.24287e-01,3.89112e-01
12,oh12,oh,0.231,0.025,-0.002,-0.603100,16.00000,3.24287e-01,3.89112e-01
13,ha13,ha,0.149,0.231,-0.152,0.179000,1.00800,2.62548e-01,6.73624e-02
14,ha14,ha,-0.115,0.079,0.154,0.179000,1.00800,2.62548e-01,6.73624e-02
15,ho15,ho,-0.297,0.381,0.150,0.435000,1.00800,5.37925e-02,1.96648e-02
16,ho16,ho,-0.166,0.561,-0.060,0.419000,1.00800,5.37925e-02,1.96648e-02
17,ho17,ho,-0.016,0.540,-0.169,0.435000,1.00800,5.37925e-02,1.96648e-02
18,ho18,ho,0.266,-0.066,0.005,0.449000,1.00800,5.37925e-02,1.96648e-02
