AtomID,AtomName,AtomType,x[nm],y[nm],z[nm],charge[e],mass[AMU],sigma[nm],epsilon[kjmol]
1,c31,c3,-0.073,0.121,0.024,0.114800,12.01000,3.39771e-01,4.51035e-01
2,c32,c3,0.072,0.116,-0.027,0.089400,12.01000,3.39771e-01,4.51035e-01
3,os3,os,0.138,-0.003,0.017,-0.412600,16.00000,3.15610e-01,3.03758e-01
4,c34,c3,0.067,-0.119,-0.027,0.089400,12.01000,3.39771e-01,4.51035e-01
5,c35,c3,-0.078,-0.118,0.024,0.114800,12.01000,3.39771e-01,4.51035e-01
6,n76,n7,-0.151,0.003,-0.019,-0.793200,14.01000,3.50765e-01,2.18405e-01
7,h17,h1,-0.074,0.126,0.133,0.062700,1.00800,2.42200e-01,8.70272e-02
8,h18,h1,-0.122,0.211,-0.014,0.062700,1.00800,2.42200e-01,8.70272e-02
9,h19,h1,0.076,0.121,-0.136,0.049700,1.00800,2.42200e-01,8.70272e-02
10,h110,h1,0.128,0.202,0.013,0.049700,1.00800,2.42200e-01,8.70272e-02
11,h111,h1,0.120,-0.207,0.011,0.049700,1.00800,2.42200e-01,8.70272e-02
12,h112,h1,0.070,-0.123,-0.137,0.049700,1.00800,2.42200e-01,8.70272e-02
13,h113,h1,-0.079,-0.123,0.133,0.062700,1.00800,2.42200e-01,8.70272e-02
14,h114,h1,-0.131,-0.207,-0.013,0.062700,1.00800,2.42200e-01,8.70272e-02
15,hn15,hn,-0.155,0.003,-0.121,0.347800,1.00800,1.10650e-01,4.18400e-02
