AtomID,AtomName,AtomType,x[nm],y[nm],z[nm],charge[e],mass[AMU],sigma[nm],epsilon[kjmol]
1,ca1,ca,0.138,-0.022,0.000,-0.130000,12.01000,3.31521e-01,4.13379e-01
2,ca2,ca,0.087,0.108,0.000,-0.130000,12.01000,3.31521e-01,4.13379e-01
3,ca3,ca,-0.050,0.130,0.002,-0.130000,12.01000,3.31521e-01,4.13379e-01
4,ca4,ca,-0.138,0.021,-0.000,-0.130000,12.01000,3.31521e-01,4.13379e-01
5,ca5,ca,-0.088,-0.109,-0.001,-0.130000,12.01000,3.31521e-01,4.13379e-01
6,ca6,ca,0.050,-0.130,0.000,-0.130000,12.01000,3.31521e-01,4.13379e-01
7,ha7,ha,0.245,-0.039,0.001,0.130000,1.00800,2.62548e-01,6.73624e-02
8,ha8,ha,0.156,0.193,-0.001,0.130000,1.00800,2.62548e-01,6.73624e-02
9,ha9,ha,-0.090,0.231,0.005,0.130000,1.00800,2.62548e-01,6.73624e-02
10,ha10,ha,-0.245,0.038,-0.001,0.130000,1.00800,2.62548e-01,6.73624e-02
11,ha11,ha,-0.156,-0.194,-0.002,0.130000,1.00800,2.62548e-01,6.73624e-02
12,ha12,ha,0.089,-0.232,0.001,0.130000,1.00800,2.62548e-01,6.73624e-02
