"AtomID","AtomName","AtomType","x[nm]","y[nm]","z[nm]","charge[e]","mass[AMU]","sigma","epsilon"
1,"C1","CA",-1.2518045267489715,-0.8366039094650205,-1.1220000000000003,0.,12.011,0.339771,0.451035
2,"C2","CA",-0.15780452674897139,1.3823960905349795,-1.1110000000000002,0.,12.011,0.339771,0.451035
3,"C3","CA",-0.15280452674897127,0.2693960905349795,-1.109,0.,12.011,0.339771,0.451035
4,"C4","CA",0.9341954732510287,0.2823960905349796,-1.1100000000000003,0.,12.011,0.339771,0.451035
5,"C5","CA",0.9431954732510286,-0.8326039094650205,-1.113,0.,12.011,0.339771,0.451035
6,"C6","CA",0.9391954732510286,1.3913960905349794,-1.101,0.,12.011,0.339771,0.451035
7,"C7","CA",-0.15480452674897127,-0.8406039094650205,-1.113,0.,12.011,0.339771,0.451035
8,"C8","CA",-1.2498045267489712,1.3793960905349794,-1.1060000000000003,0.,12.011,0.339771,0.451035
9,"C9","CA",-1.2418045267489712,0.2773960905349795,-1.113,0.,12.011,0.339771,0.451035
10,"C10","CA",0.05419547325102858,0.9103960905349795,-0.14800000000000013,0.,12.011,0.339771,0.451035
11,"C11","CA",-1.0428045267489714,-1.3126039094650204,-0.14300000000000024,0.,12.011,0.339771,0.451035
12,"C12","CA",0.05119547325102869,-0.2006039094650205,-0.15300000000000002,0.,12.011,0.339771,0.451035
13,"C13","CA",1.1461954732510284,-1.3156039094650205,-0.15500000000000025,0.,12.011,0.339771,0.451035
14,"C14","CA",1.1581954732510285,-0.19960390946502038,-0.14600000000000035,0.,12.011,0.339771,0.451035
15,"C15","CA",0.05419547325102858,-1.3056039094650205,-0.15300000000000002,0.,12.011,0.339771,0.451035
16,"C16","CA",1.1421954732510284,0.9063960905349795,-0.14800000000000013,0.,12.011,0.339771,0.451035
17,"C17","CA",-1.0398045267489713,-0.20560390946502038,-0.15000000000000036,0.,12.011,0.339771,0.451035
18,"C18","CA",-1.0328045267489714,0.9073960905349794,-0.15000000000000036,0.,12.011,0.339771,0.451035
19,"C19","CA",-0.23980452674897146,0.6733960905349794,-0.26700000000000035,0.,12.011,0.339771,0.451035
20,"C20","CA",-0.24780452674897147,-1.5396039094650205,-0.2650000000000001,0.,12.011,0.339771,0.451035
21,"C21","CA",0.8501954732510286,-0.42360390946502036,-0.262,0.,12.011,0.339771,0.451035
22,"C22","CA",0.8531954732510287,-1.5486039094650206,-0.26900000000000013,0.,12.011,0.339771,0.451035
23,"C23","CA",-0.24780452674897147,-0.4366039094650205,-0.2610000000000001,0.,12.011,0.339771,0.451035
24,"C24","CA",-1.3338045267489713,-1.5496039094650205,-0.2610000000000001,0.,12.011,0.339771,0.451035
25,"C25","CA",0.8481954732510288,0.6753960905349796,-0.266,0.,12.011,0.339771,0.451035
26,"C26","CA",-1.3438045267489713,-0.43560390946502037,-0.25900000000000034,0.,12.011,0.339771,0.451035
27,"C27","CA",-1.3458045267489713,0.6803960905349795,-0.254,0.,12.011,0.339771,0.451035
28,"C28","CA",-0.34980452674897133,-1.6526039094650204,-1.0950000000000002,0.,12.011,0.339771,0.451035
29,"C29","CA",0.7501954732510285,-0.5356039094650205,-1.0950000000000002,0.,12.011,0.339771,0.451035
30,"C30","CA",-0.34480452674897144,-0.5476039094650205,-1.105,0.,12.011,0.339771,0.451035
31,"C31","CA",-0.34280452674897144,0.5583960905349796,-1.0990000000000002,0.,12.011,0.339771,0.451035
32,"C32","CA",0.7581954732510285,-1.6476039094650206,-1.0910000000000002,0.,12.011,0.339771,0.451035
33,"C33","CA",0.7491954732510286,0.5693960905349797,-1.088,0.,12.011,0.339771,0.451035
34,"C34","CA",-1.4358045267489714,-1.6536039094650206,-1.0990000000000002,0.,12.011,0.339771,0.451035
35,"C35","CA",-1.4378045267489714,-0.5446039094650204,-1.0940000000000003,0.,12.011,0.339771,0.451035
36,"C36","CA",-1.4438045267489714,0.5693960905349797,-1.0910000000000002,0.,12.011,0.339771,0.451035
37,"C37","CA",-0.7518045267489714,1.6413960905349794,-0.9670000000000001,0.,12.011,0.339771,0.451035
38,"C38","CA",0.3461954732510286,0.5213960905349797,-0.976,0.,12.011,0.339771,0.451035
39,"C39","CA",0.3421954732510286,-0.5856039094650205,-0.9690000000000003,0.,12.011,0.339771,0.451035
40,"C40","CA",1.4401954732510285,0.5223960905349796,-0.9630000000000001,0.,12.011,0.339771,0.451035
41,"C41","CA",0.3501954732510286,1.6313960905349796,-0.964,0.,12.011,0.339771,0.451035
42,"C42","CA",1.4391954732510286,1.6333960905349794,-0.9620000000000002,0.,12.011,0.339771,0.451035
43,"C43","CA",-0.7548045267489714,-0.5796039094650205,-0.9650000000000003,0.,12.011,0.339771,0.451035
44,"C44","CA",1.4411954732510288,-0.5876039094650205,-0.9620000000000002,0.,12.011,0.339771,0.451035
45,"C45","CA",-0.7488045267489714,0.5213960905349797,-0.9620000000000002,0.,12.011,0.339771,0.451035
