AtomID,AtomName,AtomType,x[nm],y[nm],z[nm],charge[e],mass[AMU],sigma,epsilon
1,Cd1,Cd,-0.645,-1.365,-2.718,1.18,112.414,0.198,0.139614
2,Cd2,Cd,-0.645,-1.365,-2.017,1.18,112.414,0.198,0.139614
3,Cd3,Cd,-0.645,-1.365,-1.315,1.18,112.414,0.198,0.139614
4,Cd4,Cd,-0.645,-1.365,-0.613,1.18,112.414,0.198,0.139614
5,Cd5,Cd,-0.86,-0.993,-2.718,1.18,112.414,0.198,0.139614
6,Cd6,Cd,-0.86,-0.993,-2.017,1.18,112.414,0.198,0.139614
7,Cd7,Cd,-0.86,-0.993,-1.315,1.18,112.414,0.198,0.139614
8,Cd8,Cd,-0.86,-0.993,-0.613,1.18,112.414,0.198,0.139614
9,Cd9,Cd,-0.215,-1.365,-2.718,1.18,112.414,0.198,0.139614
10,Cd10,Cd,-0.215,-1.365,-2.017,1.18,112.414,0.198,0.139614
11,Cd11,Cd,-0.215,-1.365,-1.315,1.18,112.414,0.198,0.139614
12,Cd12,Cd,-0.215,-1.365,-0.613,1.18,112.414,0.198,0.139614
13,Cd13,Cd,-0.43,-0.993,-2.718,1.18,112.414,0.198,0.139614
14,Cd14,Cd,-0.43,-0.993,-2.017,1.18,112.414,0.198,0.139614
15,Cd15,Cd,-0.43,-0.993,-1.315,1.18,112.414,0.198,0.139614
16,Cd16,Cd,-0.43,-0.993,-0.613,1.18,112.414,0.198,0.139614
17,Cd17,Cd,-0.645,-0.62,-2.718,1.18,112.414,0.198,0.139614
18,Cd18,Cd,-0.645,-0.62,-2.017,1.18,112.414,0.198,0.139614
19,Cd19,Cd,-0.645,-0.62,-1.315,1.18,112.414,0.198,0.139614
20,Cd20,Cd,-0.645,-0.62,-0.613,1.18,112.414,0.198,0.139614
21,Cd21,Cd,-0.86,-0.248,-2.718,1.18,112.414,0.198,0.139614
22,Cd22,Cd,-0.86,-0.248,-2.017,1.18,112.414,0.198,0.139614
23,Cd23,Cd,-0.86,-0.248,-1.315,1.18,112.414,0.198,0.139614
24,Cd24,Cd,-0.86,-0.248,-0.613,1.18,112.414,0.198,0.139614
25,Cd25,Cd,0.215,-1.365,-2.718,1.18,112.414,0.198,0.139614
26,Cd26,Cd,0.215,-1.365,-2.017,1.18,112.414,0.198,0.139614
27,Cd27,Cd,0.215,-1.365,-1.315,1.18,112.414,0.198,0.139614
28,Cd28,Cd,0.215,-1.365,-0.613,1.18,112.414,0.198,0.139614
29,Cd29,Cd,4.44E-16,-0.993,-2.718,1.18,112.414,0.198,0.139614
30,Cd30,Cd,4.44E-16,-0.993,-2.017,1.18,112.414,0.198,0.139614
31,Cd31,Cd,4.44E-16,-0.993,-1.315,1.18,112.414,0.198,0.139614
32,Cd32,Cd,4.44E-16,-0.993,-0.613,1.18,112.414,0.198,0.139614
33,Cd33,Cd,-0.215,-0.62,-2.718,1.18,112.414,0.198,0.139614
34,Cd34,Cd,-0.215,-0.62,-2.017,1.18,112.414,0.198,0.139614
35,Cd35,Cd,-0.215,-0.62,-1.315,1.18,112.414,0.198,0.139614
36,Cd36,Cd,-0.215,-0.62,-0.613,1.18,112.414,0.198,0.139614
37,Cd37,Cd,-0.43,-0.248,-2.718,1.18,112.414,0.198,0.139614
38,Cd38,Cd,-0.43,-0.248,-2.017,1.18,112.414,0.198,0.139614
39,Cd39,Cd,-0.43,-0.248,-1.315,1.18,112.414,0.198,0.139614
40,Cd40,Cd,-0.43,-0.248,-0.613,1.18,112.414,0.198,0.139614
41,Cd41,Cd,-0.645,0.124,-2.718,1.18,112.414,0.198,0.139614
42,Cd42,Cd,-0.645,0.124,-2.017,1.18,112.414,0.198,0.139614
43,Cd43,Cd,-0.645,0.124,-1.315,1.18,112.414,0.198,0.139614
44,Cd44,Cd,-0.645,0.124,-0.613,1.18,112.414,0.198,0.139614
45,Cd45,Cd,-0.86,0.496,-2.718,1.18,112.414,0.198,0.139614
46,Cd46,Cd,-0.86,0.496,-2.017,1.18,112.414,0.198,0.139614
47,Cd47,Cd,-0.86,0.496,-1.315,1.18,112.414,0.198,0.139614
48,Cd48,Cd,-0.86,0.496,-0.613,1.18,112.414,0.198,0.139614
49,Cd49,Cd,0.645,-1.365,-2.718,1.18,112.414,0.198,0.139614
50,Cd50,Cd,0.645,-1.365,-2.017,1.18,112.414,0.198,0.139614
51,Cd51,Cd,0.645,-1.365,-1.315,1.18,112.414,0.198,0.139614
52,Cd52,Cd,0.645,-1.365,-0.613,1.18,112.414,0.198,0.139614
53,Cd53,Cd,0.43,-0.993,-2.718,1.18,112.414,0.198,0.139614
54,Cd54,Cd,0.43,-0.993,-2.017,1.18,112.414,0.198,0.139614
55,Cd55,Cd,0.43,-0.993,-1.315,1.18,112.414,0.198,0.139614
56,Cd56,Cd,0.43,-0.993,-0.613,1.18,112.414,0.198,0.139614
57,Cd57,Cd,0.215,-0.62,-2.718,1.18,112.414,0.198,0.139614
58,Cd58,Cd,0.215,-0.62,-2.017,1.18,112.414,0.198,0.139614
59,Cd59,Cd,0.215,-0.62,-1.315,1.18,112.414,0.198,0.139614
60,Cd60,Cd,0.215,-0.62,-0.613,1.18,112.414,0.198,0.139614
61,Cd61,Cd,4.44E-16,-0.248,-2.718,1.18,112.414,0.198,0.139614
62,Cd62,Cd,4.44E-16,-0.248,-2.017,1.18,112.414,0.198,0.139614
63,Cd63,Cd,4.44E-16,-0.248,-1.315,1.18,112.414,0.198,0.139614
64,Cd64,Cd,4.44E-16,-0.248,-0.613,1.18,112.414,0.198,0.139614
65,Cd65,Cd,-0.215,0.124,-2.718,1.18,112.414,0.198,0.139614
66,Cd66,Cd,-0.215,0.124,-2.017,1.18,112.414,0.198,0.139614
67,Cd67,Cd,-0.215,0.124,-1.315,1.18,112.414,0.198,0.139614
68,Cd68,Cd,-0.215,0.124,-0.613,1.18,112.414,0.198,0.139614
69,Cd69,Cd,-0.43,0.496,-2.718,1.18,112.414,0.198,0.139614
70,Cd70,Cd,-0.43,0.496,-2.017,1.18,112.414,0.198,0.139614
71,Cd71,Cd,-0.43,0.496,-1.315,1.18,112.414,0.198,0.139614
72,Cd72,Cd,-0.43,0.496,-0.613,1.18,112.414,0.198,0.139614
73,Cd73,Cd,-0.645,0.869,-2.718,1.18,112.414,0.198,0.139614
74,Cd74,Cd,-0.645,0.869,-2.017,1.18,112.414,0.198,0.139614
75,Cd75,Cd,-0.645,0.869,-1.315,1.18,112.414,0.198,0.139614
76,Cd76,Cd,-0.645,0.869,-0.613,1.18,112.414,0.198,0.139614
77,Cd77,Cd,-0.86,1.241,-2.718,1.18,112.414,0.198,0.139614
78,Cd78,Cd,-0.86,1.241,-2.017,1.18,112.414,0.198,0.139614
79,Cd79,Cd,-0.86,1.241,-1.315,1.18,112.414,0.198,0.139614
80,Cd80,Cd,-0.86,1.241,-0.613,1.18,112.414,0.198,0.139614
81,Cd81,Cd,0.86,-0.993,-2.718,1.18,112.414,0.198,0.139614
82,Cd82,Cd,0.86,-0.993,-2.017,1.18,112.414,0.198,0.139614
83,Cd83,Cd,0.86,-0.993,-1.315,1.18,112.414,0.198,0.139614
84,Cd84,Cd,0.86,-0.993,-0.613,1.18,112.414,0.198,0.139614
85,Cd85,Cd,0.645,-0.62,-2.718,1.18,112.414,0.198,0.139614
86,Cd86,Cd,0.645,-0.62,-2.017,1.18,112.414,0.198,0.139614
87,Cd87,Cd,0.645,-0.62,-1.315,1.18,112.414,0.198,0.139614
88,Cd88,Cd,0.645,-0.62,-0.613,1.18,112.414,0.198,0.139614
89,Cd89,Cd,0.43,-0.248,-2.718,1.18,112.414,0.198,0.139614
90,Cd90,Cd,0.43,-0.248,-2.017,1.18,112.414,0.198,0.139614
91,Cd91,Cd,0.43,-0.248,-1.315,1.18,112.414,0.198,0.139614
92,Cd92,Cd,0.43,-0.248,-0.613,1.18,112.414,0.198,0.139614
93,Cd93,Cd,0.215,0.124,-2.718,1.18,112.414,0.198,0.139614
94,Cd94,Cd,0.215,0.124,-2.017,1.18,112.414,0.198,0.139614
95,Cd95,Cd,0.215,0.124,-1.315,1.18,112.414,0.198,0.139614
96,Cd96,Cd,0.215,0.124,-0.613,1.18,112.414,0.198,0.139614
97,Cd97,Cd,4.44E-16,0.496,-2.718,1.18,112.414,0.198,0.139614
98,Cd98,Cd,4.44E-16,0.496,-2.017,1.18,112.414,0.198,0.139614
99,Cd99,Cd,4.44E-16,0.496,-1.315,1.18,112.414,0.198,0.139614
100,Cd100,Cd,4.44E-16,0.496,-0.613,1.18,112.414,0.198,0.139614
101,Cd101,Cd,-0.215,0.869,-2.718,1.18,112.414,0.198,0.139614
102,Cd102,Cd,-0.215,0.869,-2.017,1.18,112.414,0.198,0.139614
103,Cd103,Cd,-0.215,0.869,-1.315,1.18,112.414,0.198,0.139614
104,Cd104,Cd,-0.215,0.869,-0.613,1.18,112.414,0.198,0.139614
105,Cd105,Cd,-0.43,1.241,-2.718,1.18,112.414,0.198,0.139614
106,Cd106,Cd,-0.43,1.241,-2.017,1.18,112.414,0.198,0.139614
107,Cd107,Cd,-0.43,1.241,-1.315,1.18,112.414,0.198,0.139614
108,Cd108,Cd,-0.43,1.241,-0.613,1.18,112.414,0.198,0.139614
109,Cd109,Cd,0.86,-0.248,-2.718,1.18,112.414,0.198,0.139614
110,Cd110,Cd,0.86,-0.248,-2.017,1.18,112.414,0.198,0.139614
111,Cd111,Cd,0.86,-0.248,-1.315,1.18,112.414,0.198,0.139614
112,Cd112,Cd,0.86,-0.248,-0.613,1.18,112.414,0.198,0.139614
113,Cd113,Cd,0.645,0.124,-2.718,1.18,112.414,0.198,0.139614
114,Cd114,Cd,0.645,0.124,-2.017,1.18,112.414,0.198,0.139614
115,Cd115,Cd,0.645,0.124,-1.315,1.18,112.414,0.198,0.139614
116,Cd116,Cd,0.645,0.124,-0.613,1.18,112.414,0.198,0.139614
117,Cd117,Cd,0.43,0.496,-2.718,1.18,112.414,0.198,0.139614
118,Cd118,Cd,0.43,0.496,-2.017,1.18,112.414,0.198,0.139614
119,Cd119,Cd,0.43,0.496,-1.315,1.18,112.414,0.198,0.139614
120,Cd120,Cd,0.43,0.496,-0.613,1.18,112.414,0.198,0.139614
121,Cd121,Cd,0.215,0.869,-2.718,1.18,112.414,0.198,0.139614
