"AtomID","AtomName","AtomType","x[nm]","y[nm]","z[nm]","charge[e]","mass[AMU]","sigma","epsilon"
1,"N1","NB",-0.6427742857142855,-0.69695,0.1849028571428568,-0.794,14.007,0.325,0.71128
2,"N2","NB",-0.13977428571428563,-0.9319499999999998,0.17090285714285702,-0.794,14.007,0.325,0.71128
3,"N3","NB",0.6092257142857145,0.7190500000000002,0.3139028571428568,-0.794,14.007,0.325,0.71128
4,"N4","NB",0.6222257142857144,0.7110500000000002,0.7939028571428568,-0.794,14.007,0.325,0.71128
5,"N5","NB",-0.40677428571428553,-0.8529499999999999,0.8169028571428569,-0.794,14.007,0.325,0.71128
6,"N6","NB",-0.4097742857142854,-0.85995,-0.4380971428571432,-0.794,14.007,0.325,0.71128
7,"N7","NB",0.6212257142857145,0.6910500000000002,-0.4520971428571432,-0.794,14.007,0.325,0.71128
8,"N8","NB",0.6092257142857145,0.7180500000000003,-1.1620971428571432,-0.794,14.007,0.325,0.71128
9,"N9","NB",0.8652257142857147,-0.2419500000000001,-1.155097142857143,-0.794,14.007,0.325,0.71128
10,"N10","NB",-0.7627742857142854,0.4920500000000003,0.807902857142857,-0.794,14.007,0.325,0.71128
11,"C1","CD",-0.5317742857142855,-0.59595,0.1859028571428567,0.,12.011,0.339967,0.45773
12,"C2","CD",-0.1387742857142853,-0.7829499999999998,0.18290285714285703,0.,12.011,0.339967,0.45773
13,"C3","CD",0.5222257142857143,0.5970500000000003,0.3089028571428569,0.,12.011,0.339967,0.45773
14,"C4","CD",0.5242257142857145,0.5980500000000002,0.7989028571428567,0.,12.011,0.339967,0.45773
15,"C5","CD",-0.3477742857142856,-0.71695,0.8029028571428567,0.,12.011,0.339967,0.45773
16,"C6","CD",-0.3507742857142855,-0.72295,-0.43109714285714307,0.,12.011,0.339967,0.45773
17,"C7","CD",0.5142257142857143,0.5900500000000002,-0.4340971428571432,0.,12.011,0.339967,0.45773
18,"C8","CD",0.5162257142857145,0.60005,-1.168097142857143,0.,12.011,0.339967,0.45773
