AtomID,AtomName,AtomType,x[nm],y[nm],z[nm],charge[e],mass[AMU],sigma[nm],epsilon[kjmol]
1,IPT1,IPT,-1.4715000000000633,-1.4715000000000613,-2.9429999999999996,0.00000,195.084,2.53460685311e-01,3.263520e+01
2,IPT2,IPT,-1.4715000000000633,-1.2755000000000614,-2.747,0.00000,195.084,2.53460685311e-01,3.263520e+01
3,IPT3,IPT,-1.2755000000000634,-1.4715000000000613,-2.747,0.00000,195.084,2.53460685311e-01,3.263520e+01
4,IPT4,IPT,-1.2755000000000634,-1.2755000000000614,-2.9429999999999996,0.00000,195.084,2.53460685311e-01,3.263520e+01
5,IPT5,IPT,-1.4715000000000633,-1.0795000000000612,-2.9429999999999996,0.00000,195.084,2.53460685311e-01,3.263520e+01
6,IPT6,IPT,-1.4715000000000633,-0.8825000000000613,-2.747,0.00000,195.084,2.53460685311e-01,3.263520e+01
7,IPT7,IPT,-1.2755000000000634,-1.0795000000000612,-2.747,0.00000,195.084,2.53460685311e-01,3.263520e+01
8,IPT8,IPT,-1.2755000000000634,-0.8825000000000613,-2.9429999999999996,0.00000,195.084,2.53460685311e-01,3.263520e+01
9,IPT9,IPT,-1.4715000000000633,-0.6865000000000613,-2.9429999999999996,0.00000,195.084,2.53460685311e-01,3.263520e+01
10,IPT10,IPT,-1.4715000000000633,-0.49050000000006133,-2.747,0.00000,195.084,2.53460685311e-01,3.263520e+01
11,IPT11,IPT,-1.2755000000000634,-0.6865000000000613,-2.747,0.00000,195.084,2.53460685311e-01,3.263520e+01
12,IPT12,IPT,-1.2755000000000634,-0.49050000000006133,-2.9429999999999996,0.00000,195.084,2.53460685311e-01,3.263520e+01
13,IPT13,IPT,-1.4715000000000633,-0.29450000000006127,-2.9429999999999996,0.00000,195.084,2.53460685311e-01,3.263520e+01
14,IPT14,IPT,-1.4715000000000633,-0.09850000000006132,-2.747,0.00000,195.084,2.53460685311e-01,3.263520e+01
15,IPT15,IPT,-1.2755000000000634,-0.29450000000006127,-2.747,0.00000,195.084,2.53460685311e-01,3.263520e+01
16,IPT16,IPT,-1.2755000000000634,-0.09850000000006132,-2.9429999999999996,0.00000,195.084,2.53460685311e-01,3.263520e+01
17,IPT17,IPT,-1.4715000000000633,0.09849999999993875,-2.9429999999999996,0.00000,195.084,2.53460685311e-01,3.263520e+01
18,IPT18,IPT,-1.4715000000000633,0.2944999999999387,-2.747,0.00000,195.084,2.53460685311e-01,3.263520e+01
19,IPT19,IPT,-1.2755000000000634,0.09849999999993875,-2.747,0.00000,195.084,2.53460685311e-01,3.263520e+01
20,IPT20,IPT,-1.2755000000000634,0.2944999999999387,-2.9429999999999996,0.00000,195.084,2.53460685311e-01,3.263520e+01
21,IPT21,IPT,-1.4715000000000633,0.49049999999993865,-2.9429999999999996,0.00000,195.084,2.53460685311e-01,3.263520e+01
22,IPT22,IPT,-1.4715000000000633,0.6864999999999386,-2.747,0.00000,195.084,2.53460685311e-01,3.263520e+01
23,IPT23,IPT,-1.2755000000000634,0.49049999999993865,-2.747,0.00000,195.084,2.53460685311e-01,3.263520e+01
24,IPT24,IPT,-1.2755000000000634,0.6864999999999386,-2.9429999999999996,0.00000,195.084,2.53460685311e-01,3.263520e+01
25,IPT25,IPT,-1.4715000000000633,0.8824999999999388,-2.9429999999999996,0.00000,195.084,2.53460685311e-01,3.263520e+01
26,IPT26,IPT,-1.4715000000000633,1.0794999999999388,-2.747,0.00000,195.084,2.53460685311e-01,3.263520e+01
27,IPT27,IPT,-1.2755000000000634,0.8824999999999388,-2.747,0.00000,195.084,2.53460685311e-01,3.263520e+01
28,IPT28,IPT,-1.2755000000000634,1.0794999999999388,-2.9429999999999996,0.00000,195.084,2.53460685311e-01,3.263520e+01
29,IPT29,IPT,-1.4715000000000633,1.2754999999999386,-2.9429999999999996,0.00000,195.084,2.53460685311e-01,3.263520e+01
30,IPT30,IPT,-1.4715000000000633,1.4714999999999387,-2.747,0.00000,195.084,2.53460685311e-01,3.263520e+01
31,IPT31,IPT,-1.2755000000000634,1.2754999999999386,-2.747,0.00000,195.084,2.53460685311e-01,3.263520e+01
32,IPT32,IPT,-1.2755000000000634,1.4714999999999387,-2.9429999999999996,0.00000,195.084,2.53460685311e-01,3.263520e+01
33,IPT33,IPT,-1.0795000000000634,-1.4715000000000613,-2.9429999999999996,0.00000,195.084,2.53460685311e-01,3.263520e+01
34,IPT34,IPT,-1.0795000000000634,-1.2755000000000614,-2.747,0.00000,195.084,2.53460685311e-01,3.263520e+01
35,IPT35,IPT,-0.8825000000000633,-1.4715000000000613,-2.747,0.00000,195.084,2.53460685311e-01,3.263520e+01
36,IPT36,IPT,-0.8825000000000633,-1.2755000000000614,-2.9429999999999996,0.00000,195.084,2.53460685311e-01,3.263520e+01
37,IPT37,IPT,-1.0795000000000634,-1.0795000000000612,-2.9429999999999996,0.00000,195.084,2.53460685311e-01,3.263520e+01
38,IPT38,IPT,-1.0795000000000634,-0.8825000000000613,-2.747,0.00000,195.084,2.53460685311e-01,3.263520e+01
39,IPT39,IPT,-0.8825000000000633,-1.0795000000000612,-2.747,0.00000,195.084,2.53460685311e-01,3.263520e+01
40,IPT40,IPT,-0.8825000000000633,-0.8825000000000613,-2.9429999999999996,0.00000,195.084,2.53460685311e-01,3.263520e+01
41,IPT41,IPT,-1.0795000000000634,-0.6865000000000613,-2.9429999999999996,0.00000,195.084,2.53460685311e-01,3.263520e+01
42,IPT42,IPT,-1.0795000000000634,-0.49050000000006133,-2.747,0.00000,195.084,2.53460685311e-01,3.263520e+01
43,IPT43,IPT,-0.8825000000000633,-0.6865000000000613,-2.747,0.00000,195.084,2.53460685311e-01,3.263520e+01
44,IPT44,IPT,-0.8825000000000633,-0.49050000000006133,-2.9429999999999996,0.00000,195.084,2.53460685311e-01,3.263520e+01
45,IPT45,IPT,-1.0795000000000634,-0.29450000000006127,-2.9429999999999996,0.00000,195.084,2.53460685311e-01,3.263520e+01
46,IPT46,IPT,-1.0795000000000634,-0.09850000000006132,-2.747,0.00000,195.084,2.53460685311e-01,3.263520e+01
47,IPT47,IPT,-0.8825000000000633,-0.29450000000006127,-2.747,0.00000,195.084,2.53460685311e-01,3.263520e+01
48,IPT48,IPT,-0.8825000000000633,-0.09850000000006132,-2.9429999999999996,0.00000,195.084,2.53460685311e-01,3.263520e+01
49,IPT49,IPT,-1.0795000000000634,0.09849999999993875,-2.9429999999999996,0.00000,195.084,2.53460685311e-01,3.263520e+01
50,IPT50,IPT,-1.0795000000000634,0.2944999999999387,-2.747,0.00000,195.084,2.53460685311e-01,3.263520e+01
