"AtomID","AtomName","AtomType","x[nm]","y[nm]","z[nm]","charge[e]","mass[AMU]","sigma","epsilon"
1,"Ti1","TiA",1.1896428571428574,0.9710688378978529,-0.2699999999999996,2.24828,47.867,0.199,13.79
2,"Ti2","TiA",1.1896428571428574,1.2670688378978527,-0.2699999999999996,2.24828,47.867,0.199,13.79
3,"Ti3","TiA",0.7306428571428578,0.676068837897853,-0.2699999999999996,2.24828,47.867,0.199,13.79
4,"Ti4","TiA",1.1896428571428574,0.676068837897853,-0.2699999999999996,2.24828,47.867,0.199,13.79
5,"Ti5","TiA",0.7306428571428578,0.9710688378978529,-0.2699999999999996,2.24828,47.867,0.199,13.79
6,"Ti6","TiA",-1.1073571428571423,-1.0989311621021471,-2.5669999999999997,2.24828,47.867,0.199,13.79
7,"Ti7","TiA",-1.5663571428571423,0.9710688378978529,-0.2699999999999996,2.24828,47.867,0.199,13.79
8,"Ti8","TiA",0.7306428571428578,0.38006883789785273,-0.2699999999999996,2.24827,47.867,0.199,13.79
9,"Ti9","TiA",-1.1073571428571423,-0.8029311621021472,-2.5669999999999997,2.24828,47.867,0.199,13.79
10,"Ti10","TiA",-1.1073571428571423,0.9710688378978529,-0.2699999999999996,2.24828,47.867,0.199,13.79
11,"Ti11","TiA",0.27064285714285763,0.38006883789785273,-0.2699999999999996,2.24828,47.867,0.199,13.79
12,"Ti12","TiA",1.1896428571428574,-1.3949311621021472,-0.2699999999999996,2.24828,47.867,0.199,13.79
13,"Ti13","TiA",-1.1073571428571423,0.676068837897853,-0.2699999999999996,2.24828,47.867,0.199,13.79
14,"Ti14","TiA",-1.5663571428571423,-0.5079311621021472,-2.5669999999999997,2.24828,47.867,0.199,13.79
15,"Ti15","TiA",-1.1073571428571423,-0.5079311621021472,-2.5669999999999997,2.24828,47.867,0.199,13.79
16,"Ti16","TiA",-1.1073571428571423,1.2670688378978527,-0.2699999999999996,2.24828,47.867,0.199,13.79
17,"Ti17","TiA",-1.5663571428571423,-0.8029311621021472,-2.5669999999999997,2.24828,47.867,0.199,13.79
18,"Ti18","TiA",-1.1073571428571423,-1.3949311621021472,-0.2699999999999996,2.24828,47.867,0.199,13.79
19,"Ti19","TiA",-1.5663571428571423,-1.0989311621021471,-2.5669999999999997,2.24828,47.867,0.199,13.79
20,"Ti20","TiA",0.7306428571428578,1.2670688378978527,-0.2699999999999996,2.24828,47.867,0.199,13.79
21,"Ti21","TiA",-0.18835714285714245,0.38006883789785273,-0.2699999999999996,2.24828,47.867,0.199,13.79
22,"Ti22","TiA",-0.18835714285714245,-0.8029311621021472,-0.2699999999999996,2.24828,47.867,0.199,13.79
23,"Ti23","TiA",-1.5663571428571423,-1.3949311621021472,-2.5669999999999997,2.24828,47.867,0.199,13.79
24,"Ti24","TiA",-1.1073571428571423,-0.21193116210214713,-2.5669999999999997,2.24827,47.867,0.199,13.79
25,"Ti25","TiA",-1.1073571428571423,-1.0989311621021471,-0.2699999999999996,2.24828,47.867,0.199,13.79
26,"Ti26","TiA",-0.18835714285714245,0.08406883789785291,-0.2699999999999996,2.24828,47.867,0.199,13.79
27,"Ti27","TiA",-0.18835714285714245,-0.5079311621021472,-0.2699999999999996,2.24828,47.867,0.199,13.79
28,"Ti28","TiA",1.1896428571428574,0.08406883789785291,-2.5669999999999997,2.24828,47.867,0.199,13.79
29,"Ti29","TiA",-1.5663571428571423,1.2670688378978527,-2.5669999999999997,2.24828,47.867,0.199,13.79
30,"Ti30","TiA",-0.18835714285714245,0.08406883789785291,-2.5669999999999997,2.24828,47.867,0.199,13.79
31,"Ti31","TiA",1.1896428571428574,0.676068837897853,-2.5669999999999997,2.24828,47.867,0.199,13.79
32,"Ti32","TiA",1.1896428571428574,0.38006883789785273,-2.5669999999999997,2.24828,47.867,0.199,13.79
33,"Ti33","TiA",1.1896428571428574,-1.0989311621021471,-0.2699999999999996,2.24828,47.867,0.199,13.79
34,"Ti34","TiA",-0.18835714285714245,-0.21193116210214713,-2.5669999999999997,2.24828,47.867,0.199,13.79
35,"Ti35","TiA",-0.18835714285714245,-0.21193116210214713,-0.2699999999999996,2.24828,47.867,0.199,13.79
36,"Ti36","TiA",-1.5663571428571423,1.2670688378978527,-0.2699999999999996,2.24828,47.867,0.199,13.79
37,"Ti37","TiA",-1.5663571428571423,0.676068837897853,-0.2699999999999996,2.24828,47.867,0.199,13.79
38,"Ti38","TiA",0.27064285714285763,0.676068837897853,-0.2699999999999996,2.24828,47.867,0.199,13.79
39,"Ti39","TiA",1.6496428571428579,-0.21193116210214713,-2.5669999999999997,2.24828,47.867,0.199,13.79
40,"Ti40","TiA",0.27064285714285763,0.08406883789785291,-0.2699999999999996,2.24827,47.867,0.199,13.79
41,"Ti41","TiA",-0.18835714285714245,0.38006883789785273,-2.5669999999999997,2.24828,47.867,0.199,13.79
42,"Ti42","TiA",-1.1073571428571423,-1.3949311621021472,-2.5669999999999997,2.24828,47.867,0.199,13.79
43,"Ti43","TiA",1.1896428571428574,0.38006883789785273,-0.2699999999999996,2.24828,47.867,0.199,13.79
44,"Ti44","TiA",-0.18835714285714245,0.676068837897853,-0.2699999999999996,2.24828,47.867,0.199,13.79
45,"Ti45","TiA",-0.6473571428571423,-1.3949311621021472,-2.5669999999999997,2.24828,47.867,0.199,13.79
46,"Ti46","TiA",-0.6473571428571423,-1.0989311621021471,-0.2699999999999996,2.24828,47.867,0.199,13.79
47,"Ti47","TiA",-0.18835714285714245,-1.0989311621021471,-0.2699999999999996,2.24828,47.867,0.199,13.79
48,"Ti48","TiA",-0.6473571428571423,1.2670688378978527,-2.5669999999999997,2.24828,47.867,0.199,13.79
49,"Ti49","TiA",-1.1073571428571423,-0.8029311621021472,-0.2699999999999996,2.24828,47.867,0.199,13.79
50,"Ti50","TiA",-0.6473571428571423,-0.8029311621021472,-0.2699999999999996,2.24828,47.867,0.199,13.79
51,"Ti51","TiA",0.7306428571428578,-1.3949311621021472,-0.2699999999999996,2.24828,47.867,0.199,13.79
52,"Ti52","TiA",1.1896428571428574,-0.21193116210214713,-2.5669999999999997,2.24828,47.867,0.199,13.79
53,"Ti53","TiA",1.1896428571428574,0.9710688378978529,-2.5669999999999997,2.24828,47.867,0.199,13.79
54,"Ti54","TiA",0.7306428571428578,0.08406883789785291,-0.2699999999999996,2.24828,47.867,0.199,13.79
55,"Ti55","TiA",-1.1073571428571423,0.38006883789785273,-0.2699999999999996,2.24827,47.867,0.199,13.79
56,"Ti56","TiA",-1.5663571428571423,0.9710688378978529,-2.5669999999999997,2.24828,47.867,0.199,13.79
57,"Ti57","TiA",-1.1073571428571423,0.08406883789785291,-2.5669999999999997,2.24828,47.867,0.199,13.79
58,"Ti58","TiA",-0.6473571428571423,-1.0989311621021471,-2.5669999999999997,2.24828,47.867,0.199,13.79
59,"Ti59","TiA",1.1896428571428574,-0.8029311621021472,-0.2699999999999996,2.24828,47.867,0.199,13.79
60,"Ti60","TiA",-0.18835714285714245,-0.5079311621021472,-2.5669999999999997,2.24828,47.867,0.199,13.79
61,"Ti61","TiA",-0.18835714285714245,0.676068837897853,-2.5669999999999997,2.24828,47.867,0.199,13.79
62,"Ti62","TiA",-0.6473571428571423,0.9710688378978529,-2.5669999999999997,2.24828,47.867,0.199,13.79
63,"Ti63","TiA",0.27064285714285763,-1.0989311621021471,-2.5669999999999997,2.24828,47.867,0.199,13.79
64,"Ti64","TiA",-0.6473571428571423,0.676068837897853,-0.2699999999999996,2.24828,47.867,0.199,13.79
65,"Ti65","TiA",0.27064285714285763,-1.0989311621021471,-0.2699999999999996,2.24828,47.867,0.199,13.79
66,"Ti66","TiA",0.27064285714285763,-1.3949311621021472,-2.5669999999999997,2.24828,47.867,0.199,13.79
67,"Ti67","TiA",-1.5663571428571423,-0.5079311621021472,-0.2699999999999996,2.24828,47.867,0.199,13.79
68,"Ti68","TiA",0.7306428571428578,-1.0989311621021471,-2.5669999999999997,2.24828,47.867,0.199,13.79
69,"Ti69","TiA",-1.5663571428571423,-1.3949311621021472,-0.2699999999999996,2.24828,47.867,0.199,13.79
70,"Ti70","TiA",-1.5663571428571423,0.08406883789785291,-2.5669999999999997,2.24828,47.867,0.199,13.79
