AtomID,AtomName,AtomType,x[nm],y[nm],z[nm],charge[e],mass[AMU],sigma[nm],epsilon[kjmol]
1,IAU1,IAU,-1.5293447852432251,-1.531460889780824,-2.703,0.00000,196.966,2.62904211723e-01,2.213336e+01
2,IAU2,IAU,-1.5293447852432251,-1.327460889780824,-2.4989999999999997,0.00000,196.966,2.62904211723e-01,2.213336e+01
3,IAU3,IAU,-1.325344785243225,-1.531460889780824,-2.4989999999999997,0.00000,196.966,2.62904211723e-01,2.213336e+01
4,IAU4,IAU,-1.325344785243225,-1.327460889780824,-2.703,0.00000,196.966,2.62904211723e-01,2.213336e+01
5,IAU5,IAU,-1.5293447852432251,-1.1234608897808238,-2.703,0.00000,196.966,2.62904211723e-01,2.213336e+01
6,IAU6,IAU,-1.5293447852432251,-0.9204608897808239,-2.4989999999999997,0.00000,196.966,2.62904211723e-01,2.213336e+01
7,IAU7,IAU,-1.325344785243225,-1.1234608897808238,-2.4989999999999997,0.00000,196.966,2.62904211723e-01,2.213336e+01
8,IAU8,IAU,-1.325344785243225,-0.9204608897808239,-2.703,0.00000,196.966,2.62904211723e-01,2.213336e+01
9,IAU9,IAU,-1.5293447852432251,-0.7164608897808239,-2.703,0.00000,196.966,2.62904211723e-01,2.213336e+01
10,IAU10,IAU,-1.5293447852432251,-0.5124608897808239,-2.4989999999999997,0.00000,196.966,2.62904211723e-01,2.213336e+01
11,IAU11,IAU,-1.325344785243225,-0.7164608897808239,-2.4989999999999997,0.00000,196.966,2.62904211723e-01,2.213336e+01
12,IAU12,IAU,-1.325344785243225,-0.5124608897808239,-2.703,0.00000,196.966,2.62904211723e-01,2.213336e+01
13,IAU13,IAU,-1.5293447852432251,-0.30846088978082387,-2.703,0.00000,196.966,2.62904211723e-01,2.213336e+01
14,IAU14,IAU,-1.5293447852432251,-0.1044608897808239,-2.4989999999999997,0.00000,196.966,2.62904211723e-01,2.213336e+01
15,IAU15,IAU,-1.325344785243225,-0.30846088978082387,-2.4989999999999997,0.00000,196.966,2.62904211723e-01,2.213336e+01
16,IAU16,IAU,-1.325344785243225,-0.1044608897808239,-2.703,0.00000,196.966,2.62904211723e-01,2.213336e+01
17,IAU17,IAU,-1.5293447852432251,0.09953911021917605,-2.703,0.00000,196.966,2.62904211723e-01,2.213336e+01
18,IAU18,IAU,-1.5293447852432251,0.303539110219176,-2.4989999999999997,0.00000,196.966,2.62904211723e-01,2.213336e+01
19,IAU19,IAU,-1.325344785243225,0.09953911021917605,-2.4989999999999997,0.00000,196.966,2.62904211723e-01,2.213336e+01
20,IAU20,IAU,-1.325344785243225,0.303539110219176,-2.703,0.00000,196.966,2.62904211723e-01,2.213336e+01
21,IAU21,IAU,-1.5293447852432251,0.5075391102191762,-2.703,0.00000,196.966,2.62904211723e-01,2.213336e+01
22,IAU22,IAU,-1.5293447852432251,0.7115391102191759,-2.4989999999999997,0.00000,196.966,2.62904211723e-01,2.213336e+01
23,IAU23,IAU,-1.325344785243225,0.5075391102191762,-2.4989999999999997,0.00000,196.966,2.62904211723e-01,2.213336e+01
24,IAU24,IAU,-1.325344785243225,0.7115391102191759,-2.703,0.00000,196.966,2.62904211723e-01,2.213336e+01
25,IAU25,IAU,-1.5293447852432251,0.9155391102191761,-2.703,0.00000,196.966,2.62904211723e-01,2.213336e+01
26,IAU26,IAU,-1.5293447852432251,1.118539110219176,-2.4989999999999997,0.00000,196.966,2.62904211723e-01,2.213336e+01
27,IAU27,IAU,-1.325344785243225,0.9155391102191761,-2.4989999999999997,0.00000,196.966,2.62904211723e-01,2.213336e+01
28,IAU28,IAU,-1.325344785243225,1.118539110219176,-2.703,0.00000,196.966,2.62904211723e-01,2.213336e+01
29,IAU29,IAU,-1.5293447852432251,1.3225391102191761,-2.703,0.00000,196.966,2.62904211723e-01,2.213336e+01
30,IAU30,IAU,-1.5293447852432251,1.5265391102191759,-2.4989999999999997,0.00000,196.966,2.62904211723e-01,2.213336e+01
31,IAU31,IAU,-1.325344785243225,1.3225391102191761,-2.4989999999999997,0.00000,196.966,2.62904211723e-01,2.213336e+01
32,IAU32,IAU,-1.325344785243225,1.5265391102191759,-2.703,0.00000,196.966,2.62904211723e-01,2.213336e+01
33,IAU33,IAU,-1.121344785243225,-1.531460889780824,-2.703,0.00000,196.966,2.62904211723e-01,2.213336e+01
34,IAU34,IAU,-1.121344785243225,-1.327460889780824,-2.4989999999999997,0.00000,196.966,2.62904211723e-01,2.213336e+01
35,IAU35,IAU,-0.917344785243225,-1.531460889780824,-2.4989999999999997,0.00000,196.966,2.62904211723e-01,2.213336e+01
36,IAU36,IAU,-0.917344785243225,-1.327460889780824,-2.703,0.00000,196.966,2.62904211723e-01,2.213336e+01
37,IAU37,IAU,-1.121344785243225,-1.1234608897808238,-2.703,0.00000,196.966,2.62904211723e-01,2.213336e+01
38,IAU38,IAU,-1.121344785243225,-0.9204608897808239,-2.4989999999999997,0.00000,196.966,2.62904211723e-01,2.213336e+01
39,IAU39,IAU,-0.917344785243225,-1.1234608897808238,-2.4989999999999997,0.00000,196.966,2.62904211723e-01,2.213336e+01
40,IAU40,IAU,-0.917344785243225,-0.9204608897808239,-2.703,0.00000,196.966,2.62904211723e-01,2.213336e+01
41,IAU41,IAU,-1.121344785243225,-0.7164608897808239,-2.703,0.00000,196.966,2.62904211723e-01,2.213336e+01
42,IAU42,IAU,-1.121344785243225,-0.5124608897808239,-2.4989999999999997,0.00000,196.966,2.62904211723e-01,2.213336e+01
43,IAU43,IAU,-0.917344785243225,-0.7164608897808239,-2.4989999999999997,0.00000,196.966,2.62904211723e-01,2.213336e+01
44,IAU44,IAU,-0.917344785243225,-0.5124608897808239,-2.703,0.00000,196.966,2.62904211723e-01,2.213336e+01
45,IAU45,IAU,-1.121344785243225,-0.30846088978082387,-2.703,0.00000,196.966,2.62904211723e-01,2.213336e+01
46,IAU46,IAU,-1.121344785243225,-0.1044608897808239,-2.4989999999999997,0.00000,196.966,2.62904211723e-01,2.213336e+01
47,IAU47,IAU,-0.917344785243225,-0.30846088978082387,-2.4989999999999997,0.00000,196.966,2.62904211723e-01,2.213336e+01
48,IAU48,IAU,-0.917344785243225,-0.1044608897808239,-2.703,0.00000,196.966,2.62904211723e-01,2.213336e+01
49,IAU49,IAU,-1.121344785243225,0.09953911021917605,-2.703,0.00000,196.966,2.62904211723e-01,2.213336e+01
50,IAU50,IAU,-1.121344785243225,0.303539110219176,-2.4989999999999997,0.00000,196.966,2.62904211723e-01,2.213336e+01
51,IAU51,IAU,-0.917344785243225,0.09953911021917605,-2.4989999999999997,0.00000,196.966,2.62904211723e-01,2.213336e+01
52,IAU52,IAU,-0.917344785243225,0.303539110219176,-2.703,0.00000,196.966,2.62904211723e-01,2.213336e+01
53,IAU53,IAU,-1.121344785243225,0.5075391102191762,-2.703,0.00000,196.966,2.62904211723e-01,2.213336e+01
54,IAU54,IAU,-1.121344785243225,0.7115391102191759,-2.4989999999999997,0.00000,196.966,2.62904211723e-01,2.213336e+01
55,IAU55,IAU,-0.917344785243225,0.5075391102191762,-2.4989999999999997,0.00000,196.966,2.62904211723e-01,2.213336e+01
56,IAU56,IAU,-0.917344785243225,0.7115391102191759,-2.703,0.00000,196.966,2.62904211723e-01,2.213336e+01
57,IAU57,IAU,-1.121344785243225,0.9155391102191761,-2.703,0.00000,196.966,2.62904211723e-01,2.213336e+01
58,IAU58,IAU,-1.121344785243225,1.118539110219176,-2.4989999999999997,0.00000,196.966,2.62904211723e-01,2.213336e+01
59,IAU59,IAU,-0.917344785243225,0.9155391102191761,-2.4989999999999997,0.00000,196.966,2.62904211723e-01,2.213336e+01
60,IAU60,IAU,-0.917344785243225,1.118539110219176,-2.703,0.00000,196.966,2.62904211723e-01,2.213336e+01
61,IAU61,IAU,-1.121344785243225,1.3225391102191761,-2.703,0.00000,196.966,2.62904211723e-01,2.213336e+01
62,IAU62,IAU,-1.121344785243225,1.5265391102191759,-2.4989999999999997,0.00000,196.966,2.62904211723e-01,2.213336e+01
63,IAU63,IAU,-0.917344785243225,1.3225391102191761,-2.4989999999999997,0.00000,196.966,2.62904211723e-01,2.213336e+01
64,IAU64,IAU,-0.917344785243225,1.5265391102191759,-2.703,0.00000,196.966,2.62904211723e-01,2.213336e+01
65,IAU65,IAU,-0.7133447852432251,-1.531460889780824,-2.703,0.00000,196.966,2.62904211723e-01,2.213336e+01
66,IAU66,IAU,-0.7133447852432251,-1.327460889780824,-2.4989999999999997,0.00000,196.966,2.62904211723e-01,2.213336e+01
67,IAU67,IAU,-0.509344785243225,-1.531460889780824,-2.4989999999999997,0.00000,196.966,2.62904211723e-01,2.213336e+01
68,IAU68,IAU,-0.509344785243225,-1.327460889780824,-2.703,0.00000,196.966,2.62904211723e-01,2.213336e+01
69,IAU69,IAU,-0.7133447852432251,-1.1234608897808238,-2.703,0.00000,196.966,2.62904211723e-01,2.213336e+01
70,IAU70,IAU,-0.7133447852432251,-0.9204608897808239,-2.4989999999999997,0.00000,196.966,2.62904211723e-01,2.213336e+01
71,IAU71,IAU,-0.509344785243225,-1.1234608897808238,-2.4989999999999997,0.00000,196.966,2.62904211723e-01,2.213336e+01
72,IAU72,IAU,-0.509344785243225,-0.9204608897808239,-2.703,0.00000,196.966,2.62904211723e-01,2.213336e+01
73,IAU73,IAU,-0.7133447852432251,-0.7164608897808239,-2.703,0.00000,196.966,2.62904211723e-01,2.213336e+01
74,IAU74,IAU,-0.7133447852432251,-0.5124608897808239,-2.4989999999999997,0.00000,196.966,2.62904211723e-01,2.213336e+01
75,IAU75,IAU,-0.509344785243225,-0.7164608897808239,-2.4989999999999997,0.00000,196.966,2.62904211723e-01,2.213336e+01
76,IAU76,IAU,-0.509344785243225,-0.5124608897808239,-2.703,0.00000,196.966,2.62904211723e-01,2.213336e+01
77,IAU77,IAU,-0.7133447852432251,-0.30846088978082387,-2.703,0.00000,196.966,2.62904211723e-01,2.213336e+01
78,IAU78,IAU,-0.7133447852432251,-0.1044608897808239,-2.4989999999999997,0.00000,196.966,2.62904211723e-01,2.213336e+01
79,IAU79,IAU,-0.509344785243225,-0.30846088978082387,-2.4989999999999997,0.00000,196.966,2.62904211723e-01,2.213336e+01
80,IAU80,IAU,-0.509344785243225,-0.1044608897808239,-2.703,0.00000,196.966,2.62904211723e-01,2.213336e+01
81,IAU81,IAU,-0.7133447852432251,0.09953911021917605,-2.703,0.00000,196.966,2.62904211723e-01,2.213336e+01
82,IAU82,IAU,-0.7133447852432251,0.303539110219176,-2.4989999999999997,0.00000,196.966,2.62904211723e-01,2.213336e+01
83,IAU83,IAU,-0.509344785243225,0.09953911021917605,-2.4989999999999997,0.00000,196.966,2.62904211723e-01,2.213336e+01
84,IAU84,IAU,-0.509344785243225,0.303539110219176,-2.703,0.00000,196.966,2.62904211723e-01,2.213336e+01
85,IAU85,IAU,-0.7133447852432251,0.5075391102191762,-2.703,0.00000,196.966,2.62904211723e-01,2.213336e+01
86,IAU86,IAU,-0.7133447852432251,0.7115391102191759,-2.4989999999999997,0.00000,196.966,2.62904211723e-01,2.213336e+01
87,IAU87,IAU,-0.509344785243225,0.5075391102191762,-2.4989999999999997,0.00000,196.966,2.62904211723e-01,2.213336e+01
88,IAU88,IAU,-0.509344785243225,0.7115391102191759,-2.703,0.00000,196.966,2.62904211723e-01,2.213336e+01
89,IAU89,IAU,-0.7133447852432251,0.9155391102191761,-2.703,0.00000,196.966,2.62904211723e-01,2.213336e+01
90,IAU90,IAU,-0.7133447852432251,1.118539110219176,-2.4989999999999997,0.00000,196.966,2.62904211723e-01,2.213336e+01
91,IAU91,IAU,-0.509344785243225,0.9155391102191761,-2.4989999999999997,0.00000,196.966,2.62904211723e-01,2.213336e+01
92,IAU92,IAU,-0.509344785243225,1.118539110219176,-2.703,0.00000,196.966,2.62904211723e-01,2.213336e+01
93,IAU93,IAU,-0.7133447852432251,1.3225391102191761,-2.703,0.00000,196.966,2.62904211723e-01,2.213336e+01
94,IAU94,IAU,-0.7133447852432251,1.5265391102191759,-2.4989999999999997,0.00000,196.966,2.62904211723e-01,2.213336e+01
95,IAU95,IAU,-0.509344785243225,1.3225391102191761,-2.4989999999999997,0.00000,196.966,2.62904211723e-01,2.213336e+01
96,IAU96,IAU,-0.509344785243225,1.5265391102191759,-2.703,0.00000,196.966,2.62904211723e-01,2.213336e+01
97,IAU97,IAU,-0.30634478524322506,-1.531460889780824,-2.703,0.00000,196.966,2.62904211723e-01,2.213336e+01
98,IAU98,IAU,-0.30634478524322506,-1.327460889780824,-2.4989999999999997,0.00000,196.966,2.62904211723e-01,2.213336e+01
99,IAU99,IAU,-0.1023447852432251,-1.531460889780824,-2.4989999999999997,0.00000,196.966,2.62904211723e-01,2.213336e+01
100,IAU100,IAU,-0.1023447852432251,-1.327460889780824,-2.703,0.00000,196.966,2.62904211723e-01,2.213336e+01
101,IAU101,IAU,-0.30634478524322506,-1.1234608897808238,-2.703,0.00000,196.966,2.62904211723e-01,2.213336e+01
102,IAU102,IAU,-0.30634478524322506,-0.9204608897808239,-2.4989999999999997,0.00000,196.966,2.62904211723e-01,2.213336e+01
103,IAU103,IAU,-0.1023447852432251,-1.1234608897808238,-2.4989999999999997,0.00000,196.966,2.62904211723e-01,2.213336e+01
104,IAU104,IAU,-0.1023447852432251,-0.9204608897808239,-2.703,0.00000,196.966,2.62904211723e-01,2.213336e+01
105,IAU105,IAU,-0.30634478524322506,-0.7164608897808239,-2.703,0.00000,196.966,2.62904211723e-01,2.213336e+01
106,IAU106,IAU,-0.30634478524322506,-0.5124608897808239,-2.4989999999999997,0.00000,196.966,2.62904211723e-01,2.213336e+01
107,IAU107,IAU,-0.1023447852432251,-0.7164608897808239,-2.4989999999999997,0.00000,196.966,2.62904211723e-01,2.213336e+01
108,IAU108,IAU,-0.1023447852432251,-0.5124608897808239,-2.703,0.00000,196.966,2.62904211723e-01,2.213336e+01
109,IAU109,IAU,-0.30634478524322506,-0.30846088978082387,-2.703,0.00000,196.966,2.62904211723e-01,2.213336e+01
110,IAU110,IAU,-0.30634478524322506,-0.1044608897808239,-2.4989999999999997,0.00000,196.966,2.62904211723e-01,2.213336e+01
111,IAU111,IAU,-0.1023447852432251,-0.30846088978082387,-2.4989999999999997,0.00000,196.966,2.62904211723e-01,2.213336e+01
112,IAU112,IAU,-0.1023447852432251,-0.1044608897808239,-2.703,0.00000,196.966,2.62904211723e-01,2.213336e+01
113,IAU113,IAU,-0.30634478524322506,0.09953911021917605,-2.703,0.00000,196.966,2.62904211723e-01,2.213336e+01
114,IAU114,IAU,-0.30634478524322506,0.303539110219176,-2.4989999999999997,0.00000,196.966,2.62904211723e-01,2.213336e+01
115,IAU115,IAU,-0.1023447852432251,0.09953911021917605,-2.4989999999999997,0.00000,196.966,2.62904211723e-01,2.213336e+01
116,IAU116,IAU,-0.1023447852432251,0.303539110219176,-2.703,0.00000,196.966,2.62904211723e-01,2.213336e+01
117,IAU117,IAU,-0.30634478524322506,0.5075391102191762,-2.703,0.00000,196.966,2.62904211723e-01,2.213336e+01
118,IAU118,IAU,-0.30634478524322506,0.7115391102191759,-2.4989999999999997,0.00000,196.966,2.62904211723e-01,2.213336e+01
119,IAU119,IAU,-0.1023447852432251,0.5075391102191762,-2.4989999999999997,0.00000,196.966,2.62904211723e-01,2.213336e+01
120,IAU120,IAU,-0.1023447852432251,0.7115391102191759,-2.703,0.00000,196.966,2.62904211723e-01,2.213336e+01
121,IAU121,IAU,-0.30634478524322506,0.9155391102191761,-2.703,0.00000,196.966,2.62904211723e-01,2.213336e+01
122,IAU122,IAU,-0.30634478524322506,1.118539110219176,-2.4989999999999997,0.00000,196.966,2.62904211723e-01,2.213336e+01
123,IAU123,IAU,-0.1023447852432251,0.9155391102191761,-2.4989999999999997,0.00000,196.966,2.62904211723e-01,2.213336e+01
124,IAU124,IAU,-0.1023447852432251,1.118539110219176,-2.703,0.00000,196.966,2.62904211723e-01,2.213336e+01
125,IAU125,IAU,-0.30634478524322506,1.3225391102191761,-2.703,0.00000,196.966,2.62904211723e-01,2.213336e+01
126,IAU126,IAU,-0.30634478524322506,1.5265391102191759,-2.4989999999999997,0.00000,196.966,2.62904211723e-01,2.213336e+01
127,IAU127,IAU,-0.1023447852432251,1.3225391102191761,-2.4989999999999997,0.00000,196.966,2.62904211723e-01,2.213336e+01
128,IAU128,IAU,-0.1023447852432251,1.5265391102191759,-2.703,0.00000,196.966,2.62904211723e-01,2.213336e+01
129,IAU129,IAU,0.10165521475677486,-1.531460889780824,-2.703,0.00000,196.966,2.62904211723e-01,2.213336e+01
130,IAU130,IAU,0.10165521475677486,-1.327460889780824,-2.4989999999999997,0.00000,196.966,2.62904211723e-01,2.213336e+01
131,IAU131,IAU,0.30565521475677504,-1.531460889780824,-2.4989999999999997,0.00000,196.966,2.62904211723e-01,2.213336e+01
132,IAU132,IAU,0.30565521475677504,-1.327460889780824,-2.703,0.00000,196.966,2.62904211723e-01,2.213336e+01
133,IAU133,IAU,0.10165521475677486,-1.1234608897808238,-2.703,0.00000,196.966,2.62904211723e-01,2.213336e+01
134,IAU134,IAU,0.10165521475677486,-0.9204608897808239,-2.4989999999999997,0.00000,196.966,2.62904211723e-01,2.213336e+01
135,IAU135,IAU,0.30565521475677504,-1.1234608897808238,-2.4989999999999997,0.00000,196.966,2.62904211723e-01,2.213336e+01
136,IAU136,IAU,0.30565521475677504,-0.9204608897808239,-2.703,0.00000,196.966,2.62904211723e-01,2.213336e+01
137,IAU137,IAU,0.10165521475677486,-0.7164608897808239,-2.703,0.00000,196.966,2.62904211723e-01,2.213336e+01
138,IAU138,IAU,0.10165521475677486,-0.5124608897808239,-2.4989999999999997,0.00000,196.966,2.62904211723e-01,2.213336e+01
139,IAU139,IAU,0.30565521475677504,-0.7164608897808239,-2.4989999999999997,0.00000,196.966,2.62904211723e-01,2.213336e+01
140,IAU140,IAU,0.30565521475677504,-0.5124608897808239,-2.703,0.00000,196.966,2.62904211723e-01,2.213336e+01
141,IAU141,IAU,0.10165521475677486,-0.30846088978082387,-2.703,0.00000,196.966,2.62904211723e-01,2.213336e+01
142,IAU142,IAU,0.10165521475677486,-0.1044608897808239,-2.4989999999999997,0.00000,196.966,2.62904211723e-01,2.213336e+01
143,IAU143,IAU,0.30565521475677504,-0.30846088978082387,-2.4989999999999997,0.00000,196.966,2.62904211723e-01,2.213336e+01
144,IAU144,IAU,0.30565521475677504,-0.1044608897808239,-2.703,0.00000,196.966,2.62904211723e-01,2.213336e+01
145,IAU145,IAU,0.10165521475677486,0.09953911021917605,-2.703,0.00000,196.966,2.62904211723e-01,2.213336e+01
146,IAU146,IAU,0.10165521475677486,0.303539110219176,-2.4989999999999997,0.00000,196.966,2.62904211723e-01,2.213336e+01
147,IAU147,IAU,0.30565521475677504,0.09953911021917605,-2.4989999999999997,0.00000,196.966,2.62904211723e-01,2.213336e+01
148,IAU148,IAU,0.30565521475677504,0.303539110219176,-2.703,0.00000,196.966,2.62904211723e-01,2.213336e+01
149,IAU149,IAU,0.10165521475677486,0.5075391102191762,-2.703,0.00000,196.966,2.62904211723e-01,2.213336e+01
150,IAU150,IAU,0.10165521475677486,0.7115391102191759,-2.4989999999999997,0.00000,196.966,2.62904211723e-01,2.213336e+01
151,IAU151,IAU,0.30565521475677504,0.5075391102191762,-2.4989999999999997,0.00000,196.966,2.62904211723e-01,2.213336e+01
152,IAU152,IAU,0.30565521475677504,0.7115391102191759,-2.703,0.00000,196.966,2.62904211723e-01,2.213336e+01
153,IAU153,IAU,0.10165521475677486,0.9155391102191761,-2.703,0.00000,196.966,2.62904211723e-01,2.213336e+01
154,IAU154,IAU,0.10165521475677486,1.118539110219176,-2.4989999999999997,0.00000,196.966,2.62904211723e-01,2.213336e+01
155,IAU155,IAU,0.30565521475677504,0.9155391102191761,-2.4989999999999997,0.00000,196.966,2.62904211723e-01,2.213336e+01
156,IAU156,IAU,0.30565521475677504,1.118539110219176,-2.703,0.00000,196.966,2.62904211723e-01,2.213336e+01
157,IAU157,IAU,0.10165521475677486,1.3225391102191761,-2.703,0.00000,196.966,2.62904211723e-01,2.213336e+01
158,IAU158,IAU,0.10165521475677486,1.5265391102191759,-2.4989999999999997,0.00000,196.966,2.62904211723e-01,2.213336e+01
159,IAU159,IAU,0.30565521475677504,1.3225391102191761,-2.4989999999999997,0.00000,196.966,2.62904211723e-01,2.213336e+01
160,IAU160,IAU,0.30565521475677504,1.5265391102191759,-2.703,0.00000,196.966,2.62904211723e-01,2.213336e+01
161,IAU161,IAU,0.509655214756775,-1.531460889780824,-2.703,0.00000,196.966,2.62904211723e-01,2.213336e+01
162,IAU162,IAU,0.509655214756775,-1.327460889780824,-2.4989999999999997,0.00000,196.966,2.62904211723e-01,2.213336e+01
163,IAU163,IAU,0.713655214756775,-1.531460889780824,-2.4989999999999997,0.00000,196.966,2.62904211723e-01,2.213336e+01
164,IAU164,IAU,0.713655214756775,-1.327460889780824,-2.703,0.00000,196.966,2.62904211723e-01,2.213336e+01
165,IAU165,IAU,0.509655214756775,-1.1234608897808238,-2.703,0.00000,196.966,2.62904211723e-01,2.213336e+01
166,IAU166,IAU,0.509655214756775,-0.9204608897808239,-2.4989999999999997,0.00000,196.966,2.62904211723e-01,2.213336e+01
167,IAU167,IAU,0.713655214756775,-1.1234608897808238,-2.4989999999999997,0.00000,196.966,2.62904211723e-01,2.213336e+01
168,IAU168,IAU,0.713655214756775,-0.9204608897808239,-2.703,0.00000,196.966,2.62904211723e-01,2.213336e+01
169,IAU169,IAU,0.509655214756775,-0.7164608897808239,-2.703,0.00000,196.966,2.62904211723e-01,2.213336e+01
170,IAU170,IAU,0.509655214756775,-0.5124608897808239,-2.4989999999999997,0.00000,196.966,2.62904211723e-01,2.213336e+01
171,IAU171,IAU,0.713655214756775,-0.7164608897808239,-2.4989999999999997,0.00000,196.966,2.62904211723e-01,2.213336e+01
172,IAU172,IAU,0.713655214756775,-0.5124608897808239,-2.703,0.00000,196.966,2.62904211723e-01,2.213336e+01
173,IAU173,IAU,0.509655214756775,-0.30846088978082387,-2.703,0.00000,196.966,2.62904211723e-01,2.213336e+01
174,IAU174,IAU,0.509655214756775,-0.1044608897808239,-2.4989999999999997,0.00000,196.966,2.62904211723e-01,2.213336e+01
175,IAU175,IAU,0.713655214756775,-0.30846088978082387,-2.4989999999999997,0.00000,196.966,2.62904211723e-01,2.213336e+01
176,IAU176,IAU,0.713655214756775,-0.1044608897808239,-2.703,0.00000,196.966,2.62904211723e-01,2.213336e+01
177,IAU177,IAU,0.509655214756775,0.09953911021917605,-2.703,0.00000,196.966,2.62904211723e-01,2.213336e+01
178,IAU178,IAU,0.509655214756775,0.303539110219176,-2.4989999999999997,0.00000,196.966,2.62904211723e-01,2.213336e+01
179,IAU179,IAU,0.713655214756775,0.09953911021917605,-2.4989999999999997,0.00000,196.966,2.62904211723e-01,2.213336e+01
180,IAU180,IAU,0.713655214756775,0.303539110219176,-2.703,0.00000,196.966,2.62904211723e-01,2.213336e+01
181,IAU181,IAU,0.509655214756775,0.5075391102191762,-2.703,0.00000,196.966,2.62904211723e-01,2.213336e+01
182,IAU182,IAU,0.509655214756775,0.7115391102191759,-2.4989999999999997,0.00000,196.966,2.62904211723e-01,2.213336e+01
183,IAU183,IAU,0.713655214756775,0.5075391102191762,-2.4989999999999997,0.00000,196.966,2.62904211723e-01,2.213336e+01
184,IAU184,IAU,0.713655214756775,0.7115391102191759,-2.703,0.00000,196.966,2.62904211723e-01,2.213336e+01
185,IAU185,IAU,0.509655214756775,0.9155391102191761,-2.703,0.00000,196.966,2.62904211723e-01,2.213336e+01
186,IAU186,IAU,0.509655214756775,1.118539110219176,-2.4989999999999997,0.00000,196.966,2.62904211723e-01,2.213336e+01
187,IAU187,IAU,0.713655214756775,0.9155391102191761,-2.4989999999999997,0.00000,196.966,2.62904211723e-01,2.213336e+01
188,IAU188,IAU,0.713655214756775,1.118539110219176,-2.703,0.00000,196.966,2.62904211723e-01,2.213336e+01
189,IAU189,IAU,0.509655214756775,1.3225391102191761,-2.703,0.00000,196.966,2.62904211723e-01,2.213336e+01
190,IAU190,IAU,0.509655214756775,1.5265391102191759,-2.4989999999999997,0.00000,196.966,2.62904211723e-01,2.213336e+01
191,IAU191,IAU,0.713655214756775,1.3225391102191761,-2.4989999999999997,0.00000,196.966,2.62904211723e-01,2.213336e+01
192,IAU192,IAU,0.713655214756775,1.5265391102191759,-2.703,0.00000,196.966,2.62904211723e-01,2.213336e+01
193,IAU193,IAU,0.9176552147567751,-1.531460889780824,-2.703,0.00000,196.966,2.62904211723e-01,2.213336e+01
194,IAU194,IAU,0.9176552147567751,-1.327460889780824,-2.4989999999999997,0.00000,196.966,2.62904211723e-01,2.213336e+01
195,IAU195,IAU,1.1216552147567749,-1.531460889780824,-2.4989999999999997,0.00000,196.966,2.62904211723e-01,2.213336e+01
196,IAU196,IAU,1.1216552147567749,-1.327460889780824,-2.703,0.00000,196.966,2.62904211723e-01,2.213336e+01
197,IAU197,IAU,0.9176552147567751,-1.1234608897808238,-2.703,0.00000,196.966,2.62904211723e-01,2.213336e+01
198,IAU198,IAU,0.9176552147567751,-0.9204608897808239,-2.4989999999999997,0.00000,196.966,2.62904211723e-01,2.213336e+01
199,IAU199,IAU,1.1216552147567749,-1.1234608897808238,-2.4989999999999997,0.00000,196.966,2.62904211723e-01,2.213336e+01
200,IAU200,IAU,1.1216552147567749,-0.9204608897808239,-2.703,0.00000,196.966,2.62904211723e-01,2.213336e+01
201,IAU201,IAU,0.9176552147567751,-0.7164608897808239,-2.703,0.00000,196.966,2.62904211723e-01,2.213336e+01
202,IAU202,IAU,0.9176552147567751,-0.5124608897808239,-2.4989999999999997,0.00000,196.966,2.62904211723e-01,2.213336e+01
203,IAU203,IAU,1.1216552147567749,-0.7164608897808239,-2.4989999999999997,0.00000,196.966,2.62904211723e-01,2.213336e+01
204,IAU204,IAU,1.1216552147567749,-0.5124608897808239,-2.703,0.00000,196.966,2.62904211723e-01,2.213336e+01
