"AtomID","AtomName","AtomType","x[nm]","y[nm]","z[nm]","charge[e]","mass[AMU]","sigma","epsilon"
1,"C1","CD",0.7233166109253069,0.209921962095875,-0.8909409141583053,0.,12.011,0.339967,0.45773
2,"C2","CD",0.48731661092530665,0.5679219620958751,-0.8949409141583053,0.,12.011,0.339967,0.45773
3,"C3","CD",0.6303166109253064,0.4009219620958753,-1.2639409141583053,0.,12.011,0.339967,0.45773
4,"C4","CD",0.7563166109253068,-0.00807803790412498,-1.2609409141583052,0.,12.011,0.339967,0.45773
5,"C5","CD",0.6303166109253064,0.40592196209587517,-0.5229409141583052,0.,12.011,0.339967,0.45773
6,"C6","CD",0.3053166109253067,0.6849219620958751,-0.5259409141583054,0.,12.011,0.339967,0.45773
7,"C7","CD",0.6363166109253067,-0.4140780379041249,-1.2599409141583053,0.,12.011,0.339967,0.45773
8,"C8","CD",0.7303166109253065,-0.21807803790412494,-0.8909409141583053,0.,12.011,0.339967,0.45773
9,"C9","CD",0.2993166109253065,0.6749219620958753,-1.2639409141583053,0.,12.011,0.339967,0.45773
10,"C10","CD",0.7253166109253066,0.2039219620958752,-1.6309409141583053,0.,12.011,0.339967,0.45773
11,"C11","CD",0.48831661092530654,0.5719219620958751,-0.15394091415830524,0.,12.011,0.339967,0.45773
12,"C12","CD",0.7523166109253068,-0.0010780379041248622,-0.5199409141583053,0.,12.011,0.339967,0.45773
13,"C13","CD",0.7313166109253069,-0.22307803790412484,-1.6279409141583052,0.,12.011,0.339967,0.45773
14,"C14","CD",0.48231661092530675,0.5599219620958751,-1.6299409141583054,0.,12.011,0.339967,0.45773
15,"C15","CD",0.09831661092530686,0.7509219620958754,-0.15594091415830524,0.,12.011,0.339967,0.45773
16,"C16","CD",0.7193166109253069,0.21092196209587533,-0.14994091415830524,0.,12.011,0.339967,0.45773
17,"C17","CD",0.09431661092530685,0.7369219620958751,-0.8939409141583053,0.,12.011,0.339967,0.45773
18,"C18","CD",-0.11868338907469322,0.741921962095875,-0.5249409141583052,0.,12.011,0.339967,0.45773
19,"C19","CD",-0.5126833890746934,-0.5790780379041249,-1.2589409141583054,0.,12.011,0.339967,0.45773
20,"C20","CD",-0.6586833890746933,-0.4210780379041248,-0.8909409141583053,0.,12.011,0.339967,0.45773
21,"C21","CD",0.49131661092530665,-0.5790780379041249,-1.6259409141583054,0.,12.011,0.339967,0.45773
22,"C22","CD",0.7253166109253066,0.20692196209587532,1.5650590858416948,0.,12.011,0.339967,0.45773
23,"C23","CD",0.5013166109253069,-0.5910780379041249,0.5830590858416946,0.,12.011,0.339967,0.45773
24,"C24","CD",0.49431661092530677,-0.5760780379041248,-0.8899409141583053,0.,12.011,0.339967,0.45773
25,"C25","CD",0.3063166109253066,-0.6890780379041248,-1.2599409141583053,0.,12.011,0.339967,0.45773
26,"C26","CD",0.7273166109253069,-0.22507803790412506,1.5670590858416946,0.,12.011,0.339967,0.45773
27,"C27","CD",-0.3236833890746933,-0.6940780379041249,1.5700590858416947,0.,12.011,0.339967,0.45773
28,"C28","CD",0.48831661092530654,0.5739219620958753,0.33805908584169453,0.,12.011,0.339967,0.45773
29,"C29","CD",0.3173166109253067,-0.7120780379041249,0.9550590858416945,0.,12.011,0.339967,0.45773
30,"C30","CD",0.3023166109253066,0.6869219620958753,0.7090590858416945,0.,12.011,0.339967,0.45773
31,"C31","CD",0.7473166109253069,-0.0070780379041246455,1.1980590858416948,0.,12.011,0.339967,0.45773
32,"C32","CD",0.08831661092530663,0.729921962095875,-1.6289409141583053,0.,12.011,0.339967,0.45773
33,"C33","CD",-0.49568338907469345,-0.5710780379041249,1.2010590858416945,0.,12.011,0.339967,0.45773
34,"C34","CD",0.10131661092530653,-0.7570780379041249,1.8150590858416948,0.,12.011,0.339967,0.45773
35,"C35","CD",-0.5206833890746934,0.5759219620958751,0.9520590858416949,0.,12.011,0.339967,0.45773
36,"C36","CD",-0.3376833890746933,0.6809219620958751,-1.3849409141583053,0.,12.011,0.339967,0.45773
37,"C37","CD",-0.7486833890746933,0.21592196209587522,0.9530590858416947,0.,12.011,0.339967,0.45773
38,"C38","CD",-0.11068338907469322,-0.7570780379041249,1.2010590858416945,0.,12.011,0.339967,0.45773
39,"C39","CD",-0.6706833890746933,0.41192196209587495,-1.3789409141583053,0.,12.011,0.339967,0.45773
40,"C40","CD",0.6373166109253066,-0.4250780379041248,1.1990590858416947,0.,12.011,0.339967,0.45773
41,"C41","CD",-0.3276833890746933,0.6799219620958752,-0.15694091415830536,0.,12.011,0.339967,0.45773
42,"C42","CD",-0.7466833890746933,-0.22107803790412506,-1.2609409141583052,0.,12.011,0.339967,0.45773
43,"C43","CD",-0.3286833890746934,-0.6960780379041249,-0.8899409141583053,0.,12.011,0.339967,0.45773
44,"C44","CD",0.2973166109253067,0.6809219620958751,1.1990590858416947,0.,12.011,0.339967,0.45773
45,"C45","CD",-0.3406833890746934,0.685921962095875,1.8140590858416945,0.,12.011,0.339967,0.45773
46,"C46","CD",-0.6566833890746933,-0.4220780379041249,-0.14794091415830524,0.,12.011,0.339967,0.45773
47,"C47","CD",-0.7826833890746934,-0.002078037904124752,-1.6269409141583053,0.,12.011,0.339967,0.45773
48,"C48","CD",-0.5076833890746932,-0.5750780379041249,-1.7499409141583053,0.,12.011,0.339967,0.45773
49,"C49","CD",-0.6456833890746934,-0.4110780379041248,0.34205908584169453,0.,12.011,0.339967,0.45773
50,"C50","CD",0.7243166109253067,-0.22007803790412472,0.09305908584169464,0.,12.011,0.339967,0.45773
51,"C51","CD",-0.11868338907469322,-0.7510780379041249,-1.5039409141583053,0.,12.011,0.339967,0.45773
52,"C52","CD",0.3123166109253068,-0.7070780379041248,1.4470590858416945,0.,12.011,0.339967,0.45773
53,"C53","CD",0.47931661092530664,0.5599219620958751,1.5680590858416945,0.,12.011,0.339967,0.45773
54,"C54","CD",-0.6606833890746933,0.4049219620958753,0.09005908584169475,0.,12.011,0.339967,0.45773
55,"C55","CD",0.10731661092530675,-0.7650780379041249,0.5820590858416947,0.,12.011,0.339967,0.45773
56,"C56","CD",0.6363166109253067,-0.4140780379041249,-0.27694091415830524,0.,12.011,0.339967,0.45773
57,"C57","CD",0.7153166109253069,0.209921962095875,0.34005908584169475,0.,12.011,0.339967,0.45773
58,"C58","CD",0.09431661092530685,0.7449219620958751,0.33505908584169486,0.,12.011,0.339967,0.45773
59,"C59","CD",-0.6746833890746933,0.41492196209587506,1.8150590858416948,0.,12.011,0.339967,0.45773
60,"C60","CD",-0.12768338907469312,0.7449219620958751,0.9520590858416949,0.,12.011,0.339967,0.45773
61,"C61","CD",-0.7756833890746933,-0.0070780379041246455,0.09505908584169465,0.,12.011,0.339967,0.45773
62,"C62","CD",-0.7486833890746933,-0.22407803790412473,-0.5209409141583052,0.,12.011,0.339967,0.45773
63,"C63","CD",-0.6736833890746934,0.4179219620958752,1.3230590858416948,0.,12.011,0.339967,0.45773
64,"C64","CD",0.31631661092530683,-0.7080780379041249,0.21105908584169475,0.,12.011,0.339967,0.45773
65,"C65","CD",0.10031661092530664,-0.7510780379041249,-0.6469409141583053,0.,12.011,0.339967,0.45773
66,"C66","CD",-0.5186833890746934,0.5709219620958752,-1.0109409141583052,0.,12.011,0.339967,0.45773
67,"C67","CD",0.3113166109253065,-0.6970780379041248,-0.27794091415830535,0.,12.011,0.339967,0.45773
68,"C68","CD",-0.3286833890746934,-0.6990780379041248,-0.39694091415830535,0.,12.011,0.339967,0.45773
69,"C69","CD",-0.12768338907469312,0.737921962095875,1.4440590858416948,0.,12.011,0.339967,0.45773
70,"C70","CD",-0.7776833890746933,-0.002078037904124752,0.5880590858416945,0.,12.011,0.339967,0.45773
71,"C71","CD",-0.7446833890746933,-0.21707803790412505,1.6910590858416947,0.,12.011,0.339967,0.45773
72,"C72","CD",-0.6576833890746934,0.40392196209587494,-0.39594091415830523,0.,12.011,0.339967,0.45773
73,"C73","CD",-0.7366833890746933,-0.21507803790412483,1.2000590858416946,0.,12.011,0.339967,0.45773
74,"C74","CD",0.7243166109253067,-0.22107803790412506,0.5840590858416945,0.,12.011,0.339967,0.45773
75,"C75","CD",-0.7466833890746933,0.205921962095875,-0.7669409141583052,0.,12.011,0.339967,0.45773
76,"C76","CD",0.6273166109253068,0.40792196209587495,0.9540590858416946,0.,12.011,0.339967,0.45773
77,"C77","CD",-0.5186833890746934,0.5749219620958752,0.4590590858416945,0.,12.011,0.339967,0.45773
78,"C78","CD",-0.3236833890746933,-0.6950780379041248,0.09405908584169476,0.,12.011,0.339967,0.45773
79,"C79","CD",-0.49868338907469334,-0.5770780379041249,0.7110590858416947,0.,12.011,0.339967,0.45773
80,"N1","NA",0.8633166109253065,0.26192196209587504,-0.8879409141583053,-0.88,14.007,0.325,0.71128
81,"N2","NA",0.5743166109253068,0.6889219620958751,-0.8999409141583053,-0.88,14.007,0.325,0.71128
82,"N3","NA",0.7473166109253069,0.49292196209587535,-1.2669409141583055,-0.88,14.007,0.325,0.71128
83,"N4","NA",0.9043166109253065,0.004921962095874921,-1.2569409141583052,-0.88,14.007,0.325,0.71128
84,"N5","NA",0.7503166109253065,0.49392196209587524,-0.5179409141583053,-0.88,14.007,0.325,0.71128
85,"N6","NA",0.35331661092530675,0.8259219620958751,-0.5299409141583054,-0.88,14.007,0.325,0.71128
86,"N7","NA",0.7673166109253065,-0.48507803790412485,-1.2599409141583053,-0.88,14.007,0.325,0.71128
87,"N8","NA",0.8763166109253069,-0.24907803790412486,-0.8939409141583053,-0.88,14.007,0.325,0.71128
88,"N9","NA",0.34631661092530663,0.8159219620958753,-1.2719409141583053,-0.88,14.007,0.325,0.71128
89,"N10","NA",0.8643166109253069,0.25792196209587503,-1.6279409141583052,-0.88,14.007,0.325,0.71128
90,"N11","NA",0.5803166109253066,0.689921962095875,-0.15094091415830535,-0.88,14.007,0.325,0.71128
91,"N12","NA",0.9003166109253065,0.011921962095875038,-0.5119409141583053,-0.88,14.007,0.325,0.71128
92,"N13","NA",0.8763166109253069,-0.26107803790412487,-1.6239409141583052,-0.88,14.007,0.325,0.71128
93,"N14","NA",0.5703166109253068,0.6799219620958752,-1.6229409141583053,-0.88,14.007,0.325,0.71128
94,"N15","NA",0.11231661092530665,0.8999219620958749,-0.15294091415830535,-0.88,14.007,0.325,0.71128
95,"N16","NA",0.8623166109253066,0.25392196209587503,-0.14294091415830534,-0.88,14.007,0.325,0.71128
96,"N17","NA",0.10731661092530675,0.8859219620958751,-0.8979409141583053,-0.88,14.007,0.325,0.71128
97,"N18","NA",-0.14368338907469314,0.8889219620958753,-0.5349409141583052,-0.88,14.007,0.325,0.71128
98,"N19","NA",-0.6036833890746933,-0.6970780379041248,-1.2579409141583053,-0.88,14.007,0.325,0.71128
99,"N20","NA",-0.7766833890746934,-0.5120780379041248,-0.8939409141583053,-0.88,14.007,0.325,0.71128
100,"N21","NA",0.5923166109253066,-0.6880780379041249,-1.6129409141583053,-0.88,14.007,0.325,0.71128
101,"N22","NA",0.8643166109253069,0.26192196209587504,1.5620590858416947,-0.88,14.007,0.325,0.71128
102,"N23","NA",0.6063166109253069,-0.6970780379041248,0.5820590858416947,-0.88,14.007,0.325,0.71128
103,"N24","NA",0.5953166109253067,-0.6860780379041249,-0.8899409141583053,-0.88,14.007,0.325,0.71128
104,"N25","NA",0.3683166109253069,-0.8250780379041249,-1.2619409141583053,-0.88,14.007,0.325,0.71128
