"AtomID","AtomName","AtomType","x[nm]","y[nm]","z[nm]","charge[e]","mass[AMU]","sigma","epsilon"
1,"C1","CC",-0.1010133333333334,-0.7725644444444446,-0.7839214814814817,0.,12.011,0.339967,0.45773
2,"C2","CC",0.5079866666666666,-0.5805644444444447,-0.6639214814814818,0.,12.011,0.339967,0.45773
3,"C3","CC",-0.10201333333333329,-0.7665644444444446,-1.5239214814814817,0.,12.011,0.339967,0.45773
4,"C4","CC",-0.6320133333333335,-0.4095644444444446,0.5680785185185182,0.,12.011,0.339967,0.45773
5,"C5","CC",-0.1140133333333333,0.7914355555555552,-0.7859214814814817,0.,12.011,0.339967,0.45773
6,"C6","CE",-0.12201333333333331,-0.9285644444444445,-0.7869214814814818,0.856,12.011,0.339967,0.359824
7,"C7","CE",0.6149866666666663,-0.6955644444444447,-0.6689214814814817,0.856,12.011,0.339967,0.359824
8,"C8","CE",-0.1140133333333333,-0.9235644444444446,-1.5249214814814818,0.856,12.011,0.339967,0.359824
9,"C9","CE",-0.7560133333333334,-0.5085644444444446,0.5710785185185183,0.856,12.011,0.339967,0.359824
10,"C10","CE",-0.13801333333333332,0.9454355555555556,-0.7919214814814817,0.856,12.011,0.339967,0.359824
11,"C11","CA",0.041986666666666395,-0.7575644444444445,-0.7849214814814818,0.,12.011,0.339967,0.359824
12,"C12","CA",0.43798666666666675,-0.6065644444444447,-0.7849214814814818,0.,12.011,0.339967,0.359824
13,"C13","CA",-0.16601333333333335,-0.7375644444444447,-0.9069214814814817,0.,12.011,0.339967,0.359824
14,"C14","CA",-0.16801333333333357,-0.7385644444444446,-1.4009214814814817,0.,12.011,0.339967,0.359824
15,"C15","CA",0.44298666666666664,-0.6135644444444446,-0.5409214814814818,0.,12.011,0.339967,0.359824
16,"C16","CA",-0.16401333333333357,-0.7345644444444446,-0.6619214814814818,0.,12.011,0.339967,0.359824
17,"C17","CA",0.039986666666666615,-0.7525644444444446,-1.5239214814814817,0.,12.011,0.339967,0.359824
18,"C18","CA",0.5859866666666664,-0.45956444444444466,-0.6629214814814817,0.,12.011,0.339967,0.359824
19,"C19","CA",-0.16801333333333357,-0.7355644444444447,-1.6469214814814817,0.,12.011,0.339967,0.359824
20,"C20","CA",-0.5280133333333334,-0.5075644444444445,0.5680785185185182,0.,12.011,0.339967,0.359824
21,"C21","CA",-0.6560133333333333,-0.34056444444444467,0.44507851851851843,0.,12.011,0.339967,0.359824
22,"C22","CA",-0.6540133333333333,-0.33756444444444456,0.6900785185185181,0.,12.011,0.339967,0.359824
23,"C23","CA",-0.042013333333333236,0.7794355555555552,-0.6629214814814817,0.,12.011,0.339967,0.359824
24,"C24","CA",-0.24601333333333342,0.7364355555555555,-0.7849214814814818,0.,12.011,0.339967,0.359824
25,"C25","CA",-0.042013333333333236,0.7784355555555553,-0.9079214814814817,0.,12.011,0.339967,0.359824
26,"C26","CA",0.3149866666666665,-0.6775644444444446,-0.7849214814814818,0.,12.011,0.339967,0.359824
27,"C27","CA",0.11498666666666635,-0.7495644444444445,-0.6619214814814818,0.,12.011,0.339967,0.359824
28,"C28","CA",0.11198666666666668,-0.7475644444444445,-0.9079214814814817,0.,12.011,0.339967,0.359824
29,"C29","CA",-0.09801333333333329,-0.7505644444444446,-1.0309214814814815,0.,12.011,0.339967,0.359824
30,"C30","CA",-0.09901333333333362,-0.7505644444444446,-1.2779214814814817,0.,12.011,0.339967,0.359824
31,"C31","CA",0.31798666666666664,-0.6825644444444445,-0.5399214814814817,0.,12.011,0.339967,0.359824
32,"C32","CA",0.11098666666666679,-0.7405644444444446,-1.4009214814814817,0.,12.011,0.339967,0.359824
33,"C33","CA",0.4909866666666667,-0.5605644444444446,-0.9089214814814817,0.,12.011,0.339967,0.359824
34,"C34","CA",-0.29901333333333335,-0.6875644444444446,-0.9069214814814817,0.,12.011,0.339967,0.359824
35,"C35","CA",-0.0960133333333335,-0.7515644444444445,-0.5379214814814817,0.,12.011,0.339967,0.359824
36,"C36","CA",-0.30201333333333347,-0.6895644444444446,-1.4009214814814817,0.,12.011,0.339967,0.359824
37,"C37","CA",0.25098666666666647,-0.7085644444444446,-0.6629214814814817,0.,12.011,0.339967,0.359824
38,"C38","CA",0.4909866666666667,-0.5625644444444446,-0.41692148148148167,0.,12.011,0.339967,0.359824
39,"C39","CA",-0.29701333333333335,-0.6845644444444445,-0.6619214814814818,0.,12.011,0.339967,0.359824
40,"C40","CA",0.6249866666666666,-0.3985644444444445,-0.7849214814814818,0.,12.011,0.339967,0.359824
41,"C41","CA",0.11198666666666668,-0.7425644444444446,-1.6459214814814818,0.,12.011,0.339967,0.359824
42,"C42","CA",-0.30001333333333347,-0.6835644444444446,-1.6469214814814817,0.,12.011,0.339967,0.359824
43,"C43","CA",0.6229866666666664,-0.3975644444444446,-0.5399214814814817,0.,12.011,0.339967,0.359824
44,"C44","CA",-0.09801333333333329,-0.7445644444444446,-1.7699214814814817,0.,12.011,0.339967,0.359824
45,"C45","CA",-0.6160133333333335,-0.3985644444444445,0.3210785185185183,0.,12.011,0.339967,0.359824
46,"C46","CA",-0.4730133333333335,-0.5545644444444446,0.44507851851851843,0.,12.011,0.339967,0.359824
