AtomID,AtomName,AtomType,x[nm],y[nm],z[nm],charge[e],mass[AMU],sigma[nm],epsilon[kjmol]
1,ICA_S1,ICA_S,-0.6975902978333923,-1.4029151944978013,-4.613,1.50000,40.0800,2.98451070577e-01,1.171520e+00
2,ICA_S2,ICA_S,-1.1095902978333922,-1.4029151944978013,-3.7800000000000002,1.50000,40.0800,2.98451070577e-01,1.171520e+00
3,ICA_S3,ICA_S,-1.5215902978333922,-1.4029151944978013,-2.946,1.50000,40.0800,2.98451070577e-01,1.171520e+00
4,ICA_S4,ICA_S,-0.8905902978333923,-1.7799151944978013,-4.323,1.50000,40.0800,2.98451070577e-01,1.171520e+00
5,ICA_S5,ICA_S,-1.302590297833392,-1.7799151944978013,-3.49,1.50000,40.0800,2.98451070577e-01,1.171520e+00
6,ICA_S6,ICA_S,-1.7145902978333922,-1.7799151944978013,-2.656,1.50000,40.0800,2.98451070577e-01,1.171520e+00
7,ICA_S7,ICA_S,-1.5085902978333923,-1.4129151944978013,-4.882000000000001,1.50000,40.0800,2.98451070577e-01,1.171520e+00
8,ICA_S8,ICA_S,-0.6965902978333922,-1.4129151944978013,-4.049,1.50000,40.0800,2.98451070577e-01,1.171520e+00
9,ICA_S9,ICA_S,-1.1085902978333921,-1.4129151944978013,-3.2150000000000003,1.50000,40.0800,2.98451070577e-01,1.171520e+00
10,ICA_S10,ICA_S,-0.6065902978333921,-1.2379151944978015,-4.325,1.50000,40.0800,2.98451070577e-01,1.171520e+00
11,ICA_S11,ICA_S,-1.0185902978333923,-1.2379151944978015,-3.4920000000000004,1.50000,40.0800,2.98451070577e-01,1.171520e+00
12,ICA_S12,ICA_S,-1.4305902978333922,-1.2379151944978015,-2.6580000000000004,1.50000,40.0800,2.98451070577e-01,1.171520e+00
13,ICA_S13,ICA_S,-0.9855902978333922,-1.2379151944978015,-4.617,1.50000,40.0800,2.98451070577e-01,1.171520e+00
14,ICA_S14,ICA_S,-1.3975902978333923,-1.2379151944978015,-3.7830000000000004,1.50000,40.0800,2.98451070577e-01,1.171520e+00
15,ICA_S15,ICA_S,-1.8095902978333922,-1.2379151944978015,-2.95,1.50000,40.0800,2.98451070577e-01,1.171520e+00
16,ICA_S16,ICA_S,-0.6025902978333921,-1.2379151944978015,-4.881,1.50000,40.0800,2.98451070577e-01,1.171520e+00
17,ICA_S17,ICA_S,-1.0015902978333924,-1.2379151944978015,-4.048,1.50000,40.0800,2.98451070577e-01,1.171520e+00
18,ICA_S18,ICA_S,-1.4135902978333923,-1.2379151944978015,-3.2140000000000004,1.50000,40.0800,2.98451070577e-01,1.171520e+00
