"AtomID","AtomName","AtomType","x[nm]","y[nm]","z[nm]","charge[e]","mass[AMU]","sigma","epsilon"
1,"C1","C3",-1.4483236607142858,-1.3981026785714283,-0.11699999999999999,-0.315544,12.01,0.339967,0.45773
2,"C2","CA",-1.1473236607142858,-1.4041026785714283,-0.1429999999999998,-0.126039,12.01,0.339967,0.359824
3,"C3","CA",-1.0083236607142858,-1.4101026785714283,-0.16999999999999993,-0.123004,12.01,0.339967,0.359824
4,"C4","CA",-0.7183236607142858,-1.4131026785714285,-0.18900000000000006,-0.118884,12.01,0.339967,0.359824
5,"C5","CA",-0.5783236607142856,-1.4191026785714285,-0.19200000000000017,-0.122248,12.01,0.339967,0.359824
6,"C6","C2",-0.29032366071428584,-1.4171026785714285,-0.27300000000000013,-0.111376,12.01,0.339967,0.359824
7,"C7","C3",-0.1433236607142856,-1.4281026785714284,-0.29000000000000004,-0.097177,12.01,0.339967,0.45773
8,"C8","CA",0.1496763392857141,-1.4121026785714283,-0.2759999999999998,-0.11811,12.01,0.339967,0.359824
9,"C9","CA",0.2866763392857141,-1.4131026785714285,-0.266,-0.123508,12.01,0.339967,0.359824
10,"C10","CA",0.5806763392857142,-1.4031026785714285,-0.2410000000000001,-0.120006,12.01,0.339967,0.359824
11,"C11","CA",0.7146763392857145,-1.4031026785714285,-0.22299999999999986,-0.12232,12.01,0.339967,0.359824
12,"C12","CA",1.0096763392857144,-1.4021026785714283,-0.2530000000000001,-0.118654,12.01,0.339967,0.359824
13,"C13","CA",1.149676339285714,-1.4091026785714285,-0.2450000000000001,-0.128487,12.01,0.339967,0.359824
14,"C14","C3",1.4586763392857143,-1.4031026785714285,-0.2570000000000001,-0.312798,12.01,0.339967,0.45773
15,"C15","CE",-1.3623236607142857,-1.2711026785714283,-0.1259999999999999,0.098827,12.01,0.339967,0.359824
16,"C16","CA",-1.2133236607142857,-1.2781026785714285,-0.1469999999999998,0.013968,12.01,0.339967,0.359824
17,"C17","CA",-0.9343236607142857,-1.2881026785714285,-0.19200000000000017,0.026356,12.01,0.339967,0.359824
18,"C18","CA",-0.7903236607142856,-1.2921026785714285,-0.20000000000000018,0.022347,12.01,0.339967,0.359824
19,"C19","CA",-0.5063236607142856,-1.3021026785714285,-0.23199999999999976,0.040498,12.01,0.339967,0.359824
20,"C20","CE",-0.3603236607142857,-1.3001026785714285,-0.24799999999999978,-0.002277,12.01,0.339967,0.359824
21,"C21","CA",-0.07332366071428575,-1.2951026785714284,-0.2789999999999999,0.026147,12.01,0.339967,0.359824
22,"C22","CA",0.06967633928571448,-1.2961026785714285,-0.27300000000000013,-0.005076,12.01,0.339967,0.359824
23,"C23","CA",0.3626763392857142,-1.2981026785714285,-0.258,0.023869,12.01,0.339967,0.359824
24,"C24","CA",0.5076763392857142,-1.2851026785714283,-0.2589999999999999,0.013538,12.01,0.339967,0.359824
25,"C25","CA",0.7926763392857143,-1.2821026785714285,-0.2410000000000001,0.029614,12.01,0.339967,0.359824
26,"C26","CA",0.9346763392857143,-1.2841026785714285,-0.23999999999999977,0.02288,12.01,0.339967,0.359824
27,"C27","CA",1.2176763392857142,-1.2881026785714285,-0.24799999999999978,0.016989,12.01,0.339967,0.359824
28,"C28","CF",1.367676339285714,-1.2801026785714285,-0.2469999999999999,0.095752,12.01,0.339967,0.359824
29,"C29","CF",-1.4213236607142856,-1.1491026785714284,-0.13600000000000012,-0.215647,12.01,0.339967,0.359824
30,"C30","CA",-1.1343236607142857,-1.1591026785714285,-0.17399999999999993,-0.042316,12.01,0.339967,0.359824
31,"C31","CA",-0.9943236607142858,-1.1621026785714283,-0.19399999999999995,-0.004276,12.01,0.339967,0.359824
32,"C32","CA",-0.7173236607142857,-1.1741026785714284,-0.22100000000000009,-0.016437,12.01,0.339967,0.359824
33,"C33","CA",-0.5783236607142856,-1.1781026785714284,-0.24299999999999988,-0.047046,12.01,0.339967,0.359824
34,"C34","CA",-0.28632366071428583,-1.1721026785714284,-0.2570000000000001,0.026395,12.01,0.339967,0.359824
35,"C35","CA",-0.1433236607142856,-1.1711026785714285,-0.2669999999999999,-0.029284,12.01,0.339967,0.359824
36,"C36","CA",0.14367633928571433,-1.1741026785714284,-0.26900000000000013,0.021676,12.01,0.339967,0.359824
37,"C37","CA",0.2866763392857141,-1.1781026785714284,-0.2610000000000001,-0.053958,12.01,0.339967,0.359824
38,"C38","CA",0.5806763392857142,-1.1631026785714285,-0.2639999999999998,-0.016443,12.01,0.339967,0.359824
39,"C39","CA",0.7226763392857145,-1.1621026785714283,-0.2610000000000001,-0.007397,12.01,0.339967,0.359824
40,"C40","CA",1.004676339285714,-1.1601026785714283,-0.2599999999999998,-0.000428,12.01,0.339967,0.359824
41,"C41","CA",1.1486763392857142,-1.1661026785714284,-0.2599999999999998,-0.049736,12.01,0.339967,0.359824
42,"C42","CE",1.4366763392857145,-1.1671026785714285,-0.2469999999999999,-0.208034,12.01,0.339967,0.359824
43,"C43","CF",-1.3543236607142857,-1.0191026785714283,-0.15700000000000003,0.039473,12.01,0.339967,0.359824
44,"C44","CX",-1.2063236607142858,-1.0241026785714284,-0.15200000000000014,0.220067,12.01,0.339967,0.359824
45,"C45","CA",-0.9183236607142857,-1.0411026785714284,-0.20500000000000007,0.031224,12.01,0.339967,0.359824
46,"C46","CA",-0.7803236607142856,-1.0531026785714284,-0.22699999999999987,-0.003824,12.01,0.339967,0.359824
47,"C47","C3",-0.5023236607142856,-1.0461026785714285,-0.274,0.296594,12.01,0.339967,0.45773
48,"C48","CA",-0.34832366071428567,-1.0521026785714285,-0.262,-0.094154,12.01,0.339967,0.359824
49,"C49","CA",-0.06632366071428564,-1.0521026785714285,-0.2639999999999998,0.000247,12.01,0.339967,0.359824
50,"C50","CA",0.07667633928571416,-1.0521026785714285,-0.2679999999999998,-0.020033,12.01,0.339967,0.359824
51,"C51","C3",0.3596763392857141,-1.0451026785714284,-0.242,0.3131,12.01,0.339967,0.45773
52,"C52","CA",0.5086763392857141,-1.0421026785714285,-0.2719999999999998,-0.041905,12.01,0.339967,0.359824
53,"C53","CA",0.7916763392857145,-1.0391026785714284,-0.27300000000000013,-0.001627,12.01,0.339967,0.359824
54,"C54","CA",0.9306763392857142,-1.0391026785714284,-0.2709999999999999,0.012331,12.01,0.339967,0.359824
55,"C55","CX",1.2186763392857145,-1.0371026785714283,-0.2759999999999998,0.216367,12.01,0.339967,0.359824
56,"C56","CE",1.3686763392857144,-1.0361026785714285,-0.254,0.042492,12.01,0.339967,0.359824
57,"C57","CE",-1.4163236607142857,-0.9051026785714285,-0.16900000000000004,-0.160954,12.01,0.339967,0.359824
58,"C58","CX",-1.1293236607142858,-0.9011026785714285,-0.1629999999999998,0.217571,12.01,0.339967,0.359824
59,"C59","C2",-0.9863236607142858,-0.9151026785714285,-0.20800000000000018,-0.090202,12.01,0.339967,0.359824
60,"C60","CE",-0.7073236607142857,-0.9221026785714284,-0.238,-0.039201,12.01,0.339967,0.359824
61,"C61","C3",-0.5593236607142857,-0.9231026785714285,-0.20199999999999996,0.283153,12.01,0.339967,0.45773
62,"C62","CA",-0.2783236607142858,-0.9301026785714284,-0.2650000000000001,0.030056,12.01,0.339967,0.359824
63,"C63","CA",-0.13632366071428592,-0.9281026785714284,-0.2549999999999999,-0.062828,12.01,0.339967,0.359824
64,"C64","CE",0.1456763392857141,-0.9181026785714284,-0.2909999999999999,-0.033807,12.01,0.339967,0.359824
65,"C65","C3",0.29767633928571424,-0.9271026785714285,-0.31999999999999984,0.314792,12.01,0.339967,0.45773
66,"C66","CA",0.5816763392857145,-0.9241026785714284,-0.28900000000000015,0.020678,12.01,0.339967,0.359824
67,"C67","CA",0.7196763392857144,-0.9151026785714285,-0.2839999999999998,0.007726,12.01,0.339967,0.359824
68,"C68","CA",0.9986763392857143,-0.9171026785714285,-0.2839999999999998,-0.041149,12.01,0.339967,0.359824
69,"C69","CX",1.1466763392857144,-0.9121026785714283,-0.30299999999999994,0.211919,12.01,0.339967,0.359824
70,"C70","CF",1.4256763392857144,-0.9121026785714283,-0.2599999999999998,-0.166404,12.01,0.339967,0.359824
71,"C71","CE",-1.3523236607142857,-0.7751026785714283,-0.18299999999999983,0.057786,12.01,0.339967,0.359824
72,"C72","CE",-1.2013236607142856,-0.7721026785714284,-0.19300000000000006,-0.006099,12.01,0.339967,0.359824
73,"C73","CX",-0.9223236607142857,-0.7911026785714284,-0.2549999999999999,0.243347,12.01,0.339967,0.359824
74,"C74","CE",-0.7733236607142857,-0.7961026785714285,-0.2490000000000001,-0.053599,12.01,0.339967,0.359824
75,"C75","CE",-0.4893236607142857,-0.7931026785714284,-0.246,-0.014991,12.01,0.339967,0.359824
76,"C76","CE",-0.34432366071428566,-0.7961026785714285,-0.266,0.014467,12.01,0.339967,0.359824
77,"C77","C3",-0.06632366071428564,-0.7961026785714285,-0.238,0.318504,12.01,0.339967,0.45773
78,"C78","CF",0.08367633928571427,-0.7991026785714284,-0.2789999999999999,-0.064555,12.01,0.339967,0.359824
79,"C79","CF",0.3656763392857143,-0.7941026785714285,-0.29300000000000015,-0.02668,12.01,0.339967,0.359824
80,"C80","CE",0.5016763392857144,-0.8001026785714285,-0.29899999999999993,-0.016907,12.01,0.339967,0.359824
81,"C81","CA",0.7946763392857141,-0.7931026785714284,-0.29800000000000004,-0.038741,12.01,0.339967,0.359824
82,"C82","CA",0.9366763392857145,-0.7931026785714284,-0.29400000000000004,0.003142,12.01,0.339967,0.359824
83,"C83","CA",1.2156763392857144,-0.7871026785714283,-0.28500000000000014,-0.016369,12.01,0.339967,0.359824
84,"C84","CA",1.3476763392857145,-0.7871026785714283,-0.266,0.065695,12.01,0.339967,0.359824
85,"C85","CF",-1.4203236607142857,-0.6601026785714283,-0.20999999999999996,-0.168732,12.01,0.339967,0.359824
86,"C86","C2",-1.1343236607142857,-0.6591026785714285,-0.22100000000000009,-0.121029,12.01,0.339967,0.359824
87,"C87","CX",-0.9963236607142858,-0.6641026785714284,-0.262,0.204445,12.01,0.339967,0.359824
88,"C88","CF",-0.7083236607142858,-0.6731026785714285,-0.2530000000000001,0.043329,12.01,0.339967,0.359824
89,"C89","CF",-0.5603236607142856,-0.6781026785714284,-0.2570000000000001,-0.043705,12.01,0.339967,0.359824
90,"C90","CF",-0.2833236607142857,-0.6761026785714284,-0.2799999999999998,-0.041336,12.01,0.339967,0.359824
91,"C91","C3",-0.1343236607142857,-0.6771026785714285,-0.31499999999999995,0.310544,12.01,0.339967,0.45773
92,"C92","CF",0.15667633928571423,-0.6711026785714285,-0.28100000000000014,0.027899,12.01,0.339967,0.359824
93,"C93","CE",0.29367633928571424,-0.6771026785714285,-0.28600000000000003,-0.062405,12.01,0.339967,0.359824
94,"C94","CX",0.5706763392857144,-0.6691026785714285,-0.32600000000000007,0.21221,12.01,0.339967,0.359824
95,"C95","CX",0.7216763392857142,-0.6661026785714284,-0.3370000000000002,0.220154,12.01,0.339967,0.359824
96,"C96","CA",1.004676339285714,-0.6701026785714284,-0.29400000000000004,0.01097,12.01,0.339967,0.359824
97,"C97","CA",1.1446763392857142,-0.6661026785714284,-0.2839999999999998,-0.017582,12.01,0.339967,0.359824
98,"C98","CA",1.4256763392857144,-0.6661026785714284,-0.2530000000000001,-0.153114,12.01,0.339967,0.359824
99,"C99","CF",-1.3523236607142857,-0.5311026785714283,-0.23199999999999976,0.004729,12.01,0.339967,0.359824
100,"C100","C3",-1.2013236607142856,-0.5291026785714283,-0.20699999999999985,0.287767,12.01,0.339967,0.45773
101,"C101","CA",-0.9223236607142857,-0.5361026785714285,-0.2629999999999999,-0.038896,12.01,0.339967,0.359824
102,"C102","CA",-0.7813236607142857,-0.5411026785714284,-0.26900000000000013,0.010724,12.01,0.339967,0.359824
103,"C103","CX",-0.4993236607142859,-0.5511026785714284,-0.30500000000000016,0.218139,12.01,0.339967,0.359824
104,"C104","CF",-0.3513236607142858,-0.5481026785714285,-0.2709999999999999,-0.060085,12.01,0.339967,0.359824
105,"C105","CA",-0.06432366071428586,-0.5441026785714285,-0.2839999999999998,-0.026819,12.01,0.339967,0.359824
106,"C106","CA",0.07667633928571416,-0.5471026785714284,-0.27300000000000013,0.025098,12.01,0.339967,0.359824
107,"C107","CX",0.3646763392857144,-0.5461026785714285,-0.2559999999999998,0.221025,12.01,0.339967,0.359824
108,"C108","C2",0.5066763392857143,-0.5411026785714284,-0.2789999999999999,-0.087921,12.01,0.339967,0.359824
109,"C109","CA",0.7976763392857142,-0.5451026785714284,-0.2919999999999998,-0.034587,12.01,0.339967,0.359824
110,"C110","CA",0.9386763392857143,-0.5481026785714285,-0.27700000000000014,-0.01214,12.01,0.339967,0.359824
111,"C111","CA",1.359676339285714,-0.5411026785714284,-0.2639999999999998,0.058557,12.01,0.339967,0.359824
112,"C112","CE",-1.4163236607142857,-0.4141026785714286,-0.25,-0.120322,12.01,0.339967,0.359824
113,"C113","C3",-1.1363236607142857,-0.42110267857142825,-0.29899999999999993,0.312309,12.01,0.339967,0.45773
114,"C114","CA",-0.9863236607142858,-0.41210267857142835,-0.28600000000000003,-0.021133,12.01,0.339967,0.359824
115,"C115","CA",-0.7093236607142857,-0.41610267857142835,-0.28200000000000003,-0.040851,12.01,0.339967,0.359824
116,"C116","CX",-0.5703236607142856,-0.42010267857142836,-0.31300000000000017,0.226657,12.01,0.339967,0.359824
117,"C117","CA",-0.2753236607142857,-0.41910267857142847,-0.2719999999999998,0.01698,12.01,0.339967,0.359824
118,"C118","CA",-0.1353236607142856,-0.4221026785714286,-0.274,-0.016096,12.01,0.339967,0.359824
119,"C119","CA",0.1456763392857141,-0.42310267857142847,-0.262,-0.044287,12.01,0.339967,0.359824
120,"C120","CX",0.29167633928571446,-0.42010267857142836,-0.2450000000000001,0.218932,12.01,0.339967,0.359824
121,"C121","CA",0.5776763392857145,-0.42510267857142825,-0.2709999999999999,0.032366,12.01,0.339967,0.359824
122,"C122","CA",0.7196763392857144,-0.4261026785714286,-0.274,0.011355,12.01,0.339967,0.359824
123,"C123","CA",1.0036763392857142,-0.4261026785714286,-0.26900000000000013,0.067933,12.01,0.339967,0.359824
124,"C124","CA",1.1476763392857143,-0.4221026785714286,-0.2719999999999998,-0.041547,12.01,0.339967,0.359824
125,"C125","CE",1.4356763392857141,-0.4181026785714286,-0.2599999999999998,-0.132101,12.01,0.339967,0.359824
126,"C126","CA",-1.3433236607142858,-0.28410267857142824,-0.2669999999999999,0.083195,12.01,0.339967,0.359824
127,"C127","CA",-1.2023236607142858,-0.28310267857142835,-0.2879999999999998,-0.010169,12.01,0.339967,0.359824
128,"C128","CA",-0.9193236607142856,-0.28810267857142824,-0.29000000000000004,0.014931,12.01,0.339967,0.359824
129,"C129","CA",-0.7763236607142856,-0.29210267857142824,-0.2879999999999998,0.004292,12.01,0.339967,0.359824
130,"C130","CA",-0.4893236607142857,-0.29510267857142836,-0.28500000000000014,-0.036733,12.01,0.339967,0.359824
131,"C131","CA",-0.34832366071428567,-0.2971026785714286,-0.2759999999999998,0.003092,12.01,0.339967,0.359824
132,"C132","CA",-0.06632366071428564,-0.30010267857142825,-0.2679999999999998,0.000367,12.01,0.339967,0.359824
133,"C133","CA",0.07467633928571438,-0.2971026785714286,-0.2679999999999998,-0.01589,12.01,0.339967,0.359824
134,"C134","CA",0.3626763392857142,-0.29510267857142836,-0.262,-0.027641,12.01,0.339967,0.359824
135,"C135","CA",0.4996763392857142,-0.3011026785714286,-0.262,-0.005729,12.01,0.339967,0.359824
136,"C136","CA",0.7886763392857143,-0.3061026785714285,-0.2559999999999998,0.009717,12.01,0.339967,0.359824
137,"C137","CA",0.9286763392857145,-0.3051026785714286,-0.2589999999999999,-0.113081,12.01,0.339967,0.359824
138,"C138","C3",1.2166763392857143,-0.29210267857142824,-0.29700000000000015,0.363864,12.01,0.339967,0.45773
139,"C139","CE",1.363676339285714,-0.29010267857142846,-0.2629999999999999,-0.005995,12.01,0.339967,0.359824
