AtomID,AtomName,AtomType,x[nm],y[nm],z[nm],charge[e],mass[AMU],sigma[nm],epsilon[kjmol]
1,IALO1,IALO,-1.579881538189713,-1.5466918690639326,-2.599,1.71000,26.9815,1.62143566702e-01,1.046000e+00
2,IALO2,IALO,-1.579881538189713,-1.5466918690639326,-2.983,1.71000,26.9815,1.62143566702e-01,1.046000e+00
3,IALO3,IALO,-1.579881538189713,-1.5466918690639326,-3.248,1.71000,26.9815,1.62143566702e-01,1.046000e+00
4,IALO4,IALO,-1.579881538189713,-1.5466918690639326,-3.633,1.71000,26.9815,1.62143566702e-01,1.046000e+00
5,IOAL5,IOAL,-1.590881538189713,-1.3816918690639326,-2.682,-1.14000,15.9994,3.03796462886e-01,1.046000e+00
6,IOAL6,IOAL,-1.579881538189713,-1.4006918690639327,-3.116,-1.14000,15.9994,3.03796462886e-01,1.046000e+00
7,IOAL7,IOAL,-1.5688815381897132,-1.3816918690639326,-3.549,-1.14000,15.9994,3.03796462886e-01,1.046000e+00
8,IOAL8,IOAL,-1.4538815381897132,-1.4736918690639327,-3.765,-1.14000,15.9994,3.03796462886e-01,1.046000e+00
9,IOAL9,IOAL,-1.590881538189713,-1.2356918690639327,-3.332,-1.14000,15.9994,3.03796462886e-01,1.046000e+00
10,IALO10,IALO,-1.3048815381897132,-1.5466918690639326,-3.849,1.71000,26.9815,1.62143566702e-01,1.046000e+00
11,IALO11,IALO,-1.3048815381897132,-1.5466918690639326,-2.815,1.71000,26.9815,1.62143566702e-01,1.046000e+00
12,IALO12,IALO,-1.3048815381897132,-1.5466918690639326,-3.465,1.71000,26.9815,1.62143566702e-01,1.046000e+00
13,IALO13,IALO,-1.3048815381897132,-1.5466918690639326,-3.2,1.71000,26.9815,1.62143566702e-01,1.046000e+00
14,IOAL14,IOAL,-1.3048815381897132,-1.4006918690639327,-2.682,-1.14000,15.9994,3.03796462886e-01,1.046000e+00
15,IOAL15,IOAL,-1.430881538189713,-1.4736918690639327,-3.332,-1.14000,15.9994,3.03796462886e-01,1.046000e+00
16,IOAL16,IOAL,-1.442881538189713,-1.4546918690639326,-2.899,-1.14000,15.9994,3.03796462886e-01,1.046000e+00
17,IOAL17,IOAL,-1.178881538189713,-1.4736918690639327,-3.332,-1.14000,15.9994,3.03796462886e-01,1.046000e+00
18,IALO18,IALO,-1.1678815381897132,-1.3086918690639326,-2.599,1.71000,26.9815,1.62143566702e-01,1.046000e+00
19,IOAL19,IOAL,-1.4538815381897132,-1.6196918690639326,-3.116,-1.14000,15.9994,3.03796462886e-01,1.046000e+00
20,IOAL20,IOAL,-1.5688815381897132,-1.2356918690639327,-2.899,-1.14000,15.9994,3.03796462886e-01,1.046000e+00
21,IOAL21,IOAL,-1.579881538189713,-1.2166918690639326,-3.765,-1.14000,15.9994,3.03796462886e-01,1.046000e+00
22,IALO22,IALO,-1.442881538189713,-1.3086918690639326,-3.416,1.71000,26.9815,1.62143566702e-01,1.046000e+00
23,IALO23,IALO,-1.1678815381897132,-1.3086918690639326,-2.983,1.71000,26.9815,1.62143566702e-01,1.046000e+00
24,IALO24,IALO,-1.442881538189713,-1.3086918690639326,-3.681,1.71000,26.9815,1.62143566702e-01,1.046000e+00
25,IALO25,IALO,-1.1678815381897132,-1.3086918690639326,-3.248,1.71000,26.9815,1.62143566702e-01,1.046000e+00
26,IALO26,IALO,-1.442881538189713,-1.3086918690639326,-3.032,1.71000,26.9815,1.62143566702e-01,1.046000e+00
27,IALO27,IALO,-1.442881538189713,-1.3086918690639326,-2.766,1.71000,26.9815,1.62143566702e-01,1.046000e+00
28,IALO28,IALO,-1.1678815381897132,-1.3086918690639326,-3.633,1.71000,26.9815,1.62143566702e-01,1.046000e+00
29,IOAL29,IOAL,-1.3168815381897132,-1.3816918690639326,-3.549,-1.14000,15.9994,3.03796462886e-01,1.046000e+00
30,IOAL30,IOAL,-1.041881538189713,-1.3816918690639326,-3.116,-1.14000,15.9994,3.03796462886e-01,1.046000e+00
31,IOAL31,IOAL,-1.178881538189713,-1.6196918690639326,-2.682,-1.14000,15.9994,3.03796462886e-01,1.046000e+00
32,IOAL32,IOAL,-1.442881538189713,-1.6386918690639327,-3.549,-1.14000,15.9994,3.03796462886e-01,1.046000e+00
33,IOAL33,IOAL,-1.1678815381897132,-1.6386918690639327,-3.116,-1.14000,15.9994,3.03796462886e-01,1.046000e+00
34,IOAL34,IOAL,-1.156881538189713,-1.6196918690639326,-3.549,-1.14000,15.9994,3.03796462886e-01,1.046000e+00
35,IOAL35,IOAL,-1.293881538189713,-1.3816918690639326,-3.116,-1.14000,15.9994,3.03796462886e-01,1.046000e+00
36,IOAL36,IOAL,-1.430881538189713,-1.6196918690639326,-2.682,-1.14000,15.9994,3.03796462886e-01,1.046000e+00
37,IOAL37,IOAL,-1.156881538189713,-1.4736918690639327,-2.899,-1.14000,15.9994,3.03796462886e-01,1.046000e+00
38,IOAL38,IOAL,-1.293881538189713,-1.2356918690639327,-3.765,-1.14000,15.9994,3.03796462886e-01,1.046000e+00
39,IOAL39,IOAL,-1.1678815381897132,-1.4546918690639326,-3.765,-1.14000,15.9994,3.03796462886e-01,1.046000e+00
40,IOAL40,IOAL,-1.3048815381897132,-1.2166918690639326,-3.332,-1.14000,15.9994,3.03796462886e-01,1.046000e+00
41,IOAL41,IOAL,-1.3168815381897132,-1.2356918690639327,-2.899,-1.14000,15.9994,3.03796462886e-01,1.046000e+00
42,IOAL42,IOAL,-1.041881538189713,-1.2356918690639327,-3.765,-1.14000,15.9994,3.03796462886e-01,1.046000e+00
43,IALO43,IALO,-1.029881538189713,-1.5466918690639326,-3.416,1.71000,26.9815,1.62143566702e-01,1.046000e+00
44,IALO44,IALO,-0.892881538189713,-1.3086918690639326,-3.849,1.71000,26.9815,1.62143566702e-01,1.046000e+00
45,IALO45,IALO,-1.029881538189713,-1.5466918690639326,-3.681,1.71000,26.9815,1.62143566702e-01,1.046000e+00
46,IALO46,IALO,-0.892881538189713,-1.3086918690639326,-2.815,1.71000,26.9815,1.62143566702e-01,1.046000e+00
47,IALO47,IALO,-1.029881538189713,-1.5466918690639326,-3.032,1.71000,26.9815,1.62143566702e-01,1.046000e+00
48,IALO48,IALO,-0.892881538189713,-1.3086918690639326,-3.465,1.71000,26.9815,1.62143566702e-01,1.046000e+00
49,IALO49,IALO,-1.029881538189713,-1.5466918690639326,-2.766,1.71000,26.9815,1.62143566702e-01,1.046000e+00
50,IALO50,IALO,-0.892881538189713,-1.3086918690639326,-3.2,1.71000,26.9815,1.62143566702e-01,1.046000e+00
51,IOAL51,IOAL,-1.029881538189713,-1.4006918690639327,-3.549,-1.14000,15.9994,3.03796462886e-01,1.046000e+00
52,IOAL52,IOAL,-0.892881538189713,-1.6386918690639327,-2.682,-1.14000,15.9994,3.03796462886e-01,1.046000e+00
53,IOAL53,IOAL,-1.0188815381897132,-1.3816918690639326,-2.682,-1.14000,15.9994,3.03796462886e-01,1.046000e+00
54,IOAL54,IOAL,-0.8818815381897132,-1.4736918690639327,-3.765,-1.14000,15.9994,3.03796462886e-01,1.046000e+00
55,IOAL55,IOAL,-1.0188815381897132,-1.2356918690639327,-3.332,-1.14000,15.9994,3.03796462886e-01,1.046000e+00
56,IOAL56,IOAL,-1.029881538189713,-1.2166918690639326,-2.899,-1.14000,15.9994,3.03796462886e-01,1.046000e+00
57,IOAL57,IOAL,-0.892881538189713,-1.4546918690639326,-3.332,-1.14000,15.9994,3.03796462886e-01,1.046000e+00
58,IOAL58,IOAL,-0.9038815381897131,-1.4736918690639327,-2.899,-1.14000,15.9994,3.03796462886e-01,1.046000e+00
59,IOAL59,IOAL,-0.9038815381897131,-1.6196918690639326,-3.549,-1.14000,15.9994,3.03796462886e-01,1.046000e+00
60,IOAL60,IOAL,-0.8818815381897132,-1.6196918690639326,-3.116,-1.14000,15.9994,3.03796462886e-01,1.046000e+00
