"AtomID","AtomName","AtomType","x[nm]","y[nm]","z[nm]","charge[e]","mass[AMU]","sigma","epsilon"
1,"Au1","Au",-1.5293375,-1.5293375,-1.8352,0.,196.966,0.2629,22.149
2,"Au2","Au",-1.5293375,-1.3254375,-1.6312,0.,196.966,0.2629,22.149
3,"Au3","Au",-1.3254375,-1.5293375,-1.6312,0.,196.966,0.2629,22.149
4,"Au4","Au",-1.3254375,-1.3254375,-1.8352,0.,196.966,0.2629,22.149
5,"Au5","Au",-1.5293375,-1.5293375,-1.4273,0.,196.966,0.2629,22.149
6,"Au6","Au",-1.5293375,-1.3254375,-1.2233999999999998,0.,196.966,0.2629,22.149
7,"Au7","Au",-1.3254375,-1.5293375,-1.2233999999999998,0.,196.966,0.2629,22.149
8,"Au8","Au",-1.3254375,-1.3254375,-1.4273,0.,196.966,0.2629,22.149
9,"Au9","Au",-1.5293375,-1.5293375,-1.0194999999999999,0.,196.966,0.2629,22.149
10,"Au10","Au",-1.5293375,-1.3254375,-0.8156,0.,196.966,0.2629,22.149
11,"Au11","Au",-1.3254375,-1.5293375,-0.8156,0.,196.966,0.2629,22.149
12,"Au12","Au",-1.3254375,-1.3254375,-1.0194999999999999,0.,196.966,0.2629,22.149
13,"Au13","Au",-1.5293375,-1.5293375,-0.6116999999999999,0.,196.966,0.2629,22.149
14,"Au14","Au",-1.5293375,-1.3254375,-0.40779999999999994,0.,196.966,0.2629,22.149
15,"Au15","Au",-1.3254375,-1.5293375,-0.40779999999999994,0.,196.966,0.2629,22.149
16,"Au16","Au",-1.3254375,-1.3254375,-0.6116999999999999,0.,196.966,0.2629,22.149
17,"Au17","Au",-1.5293375,-1.5293375,-0.20389999999999997,0.,196.966,0.2629,22.149
18,"Au18","Au",-1.5293375,-1.3254375,0.,0.,196.966,0.2629,22.149
19,"Au19","Au",-1.3254375,-1.5293375,0.,0.,196.966,0.2629,22.149
20,"Au20","Au",-1.3254375,-1.3254375,-0.20389999999999997,0.,196.966,0.2629,22.149
21,"Au21","Au",-1.5293375,-1.1215375,-1.8352,0.,196.966,0.2629,22.149
22,"Au22","Au",-1.5293375,-0.9176375000000001,-1.6312,0.,196.966,0.2629,22.149
23,"Au23","Au",-1.3254375,-1.1215375,-1.6312,0.,196.966,0.2629,22.149
24,"Au24","Au",-1.3254375,-0.9176375000000001,-1.8352,0.,196.966,0.2629,22.149
25,"Au25","Au",-1.5293375,-1.1215375,-1.4273,0.,196.966,0.2629,22.149
26,"Au26","Au",-1.5293375,-0.9176375000000001,-1.2233999999999998,0.,196.966,0.2629,22.149
27,"Au27","Au",-1.3254375,-1.1215375,-1.2233999999999998,0.,196.966,0.2629,22.149
28,"Au28","Au",-1.3254375,-0.9176375000000001,-1.4273,0.,196.966,0.2629,22.149
29,"Au29","Au",-1.5293375,-1.1215375,-1.0194999999999999,0.,196.966,0.2629,22.149
30,"Au30","Au",-1.5293375,-0.9176375000000001,-0.8156,0.,196.966,0.2629,22.149
31,"Au31","Au",-1.3254375,-1.1215375,-0.8156,0.,196.966,0.2629,22.149
32,"Au32","Au",-1.3254375,-0.9176375000000001,-1.0194999999999999,0.,196.966,0.2629,22.149
33,"Au33","Au",-1.5293375,-1.1215375,-0.6116999999999999,0.,196.966,0.2629,22.149
34,"Au34","Au",-1.5293375,-0.9176375000000001,-0.40779999999999994,0.,196.966,0.2629,22.149
35,"Au35","Au",-1.3254375,-1.1215375,-0.40779999999999994,0.,196.966,0.2629,22.149
36,"Au36","Au",-1.3254375,-0.9176375000000001,-0.6116999999999999,0.,196.966,0.2629,22.149
37,"Au37","Au",-1.5293375,-1.1215375,-0.20389999999999997,0.,196.966,0.2629,22.149
38,"Au38","Au",-1.5293375,-0.9176375000000001,0.,0.,196.966,0.2629,22.149
39,"Au39","Au",-1.3254375,-1.1215375,0.,0.,196.966,0.2629,22.149
40,"Au40","Au",-1.3254375,-0.9176375000000001,-0.20389999999999997,0.,196.966,0.2629,22.149
41,"Au41","Au",-1.5293375,-0.7136375,-1.8352,0.,196.966,0.2629,22.149
42,"Au42","Au",-1.5293375,-0.5097375000000001,-1.6312,0.,196.966,0.2629,22.149
43,"Au43","Au",-1.3254375,-0.7136375,-1.6312,0.,196.966,0.2629,22.149
44,"Au44","Au",-1.3254375,-0.5097375000000001,-1.8352,0.,196.966,0.2629,22.149
45,"Au45","Au",-1.5293375,-0.7136375,-1.4273,0.,196.966,0.2629,22.149
46,"Au46","Au",-1.5293375,-0.5097375000000001,-1.2233999999999998,0.,196.966,0.2629,22.149
47,"Au47","Au",-1.3254375,-0.7136375,-1.2233999999999998,0.,196.966,0.2629,22.149
48,"Au48","Au",-1.3254375,-0.5097375000000001,-1.4273,0.,196.966,0.2629,22.149
49,"Au49","Au",-1.5293375,-0.7136375,-1.0194999999999999,0.,196.966,0.2629,22.149
50,"Au50","Au",-1.5293375,-0.5097375000000001,-0.8156,0.,196.966,0.2629,22.149
51,"Au51","Au",-1.3254375,-0.7136375,-0.8156,0.,196.966,0.2629,22.149
52,"Au52","Au",-1.3254375,-0.5097375000000001,-1.0194999999999999,0.,196.966,0.2629,22.149
53,"Au53","Au",-1.5293375,-0.7136375,-0.6116999999999999,0.,196.966,0.2629,22.149
54,"Au54","Au",-1.5293375,-0.5097375000000001,-0.40779999999999994,0.,196.966,0.2629,22.149
55,"Au55","Au",-1.3254375,-0.7136375,-0.40779999999999994,0.,196.966,0.2629,22.149
56,"Au56","Au",-1.3254375,-0.5097375000000001,-0.6116999999999999,0.,196.966,0.2629,22.149
57,"Au57","Au",-1.5293375,-0.7136375,-0.20389999999999997,0.,196.966,0.2629,22.149
58,"Au58","Au",-1.5293375,-0.5097375000000001,0.,0.,196.966,0.2629,22.149
59,"Au59","Au",-1.3254375,-0.7136375,0.,0.,196.966,0.2629,22.149
60,"Au60","Au",-1.3254375,-0.5097375000000001,-0.20389999999999997,0.,196.966,0.2629,22.149
61,"Au61","Au",-1.5293375,-0.3058375,-1.8352,0.,196.966,0.2629,22.149
62,"Au62","Au",-1.5293375,-0.1019375,-1.6312,0.,196.966,0.2629,22.149
63,"Au63","Au",-1.3254375,-0.3058375,-1.6312,0.,196.966,0.2629,22.149
64,"Au64","Au",-1.3254375,-0.1019375,-1.8352,0.,196.966,0.2629,22.149
65,"Au65","Au",-1.5293375,-0.3058375,-1.4273,0.,196.966,0.2629,22.149
66,"Au66","Au",-1.5293375,-0.1019375,-1.2233999999999998,0.,196.966,0.2629,22.149
67,"Au67","Au",-1.3254375,-0.3058375,-1.2233999999999998,0.,196.966,0.2629,22.149
68,"Au68","Au",-1.3254375,-0.1019375,-1.4273,0.,196.966,0.2629,22.149
69,"Au69","Au",-1.5293375,-0.3058375,-1.0194999999999999,0.,196.966,0.2629,22.149
70,"Au70","Au",-1.5293375,-0.1019375,-0.8156,0.,196.966,0.2629,22.149
71,"Au71","Au",-1.3254375,-0.3058375,-0.8156,0.,196.966,0.2629,22.149
72,"Au72","Au",-1.3254375,-0.1019375,-1.0194999999999999,0.,196.966,0.2629,22.149
73,"Au73","Au",-1.5293375,-0.3058375,-0.6116999999999999,0.,196.966,0.2629,22.149
74,"Au74","Au",-1.5293375,-0.1019375,-0.40779999999999994,0.,196.966,0.2629,22.149
75,"Au75","Au",-1.3254375,-0.3058375,-0.40779999999999994,0.,196.966,0.2629,22.149
76,"Au76","Au",-1.3254375,-0.1019375,-0.6116999999999999,0.,196.966,0.2629,22.149
77,"Au77","Au",-1.5293375,-0.3058375,-0.20389999999999997,0.,196.966,0.2629,22.149
78,"Au78","Au",-1.5293375,-0.1019375,0.,0.,196.966,0.2629,22.149
79,"Au79","Au",-1.3254375,-0.3058375,0.,0.,196.966,0.2629,22.149
80,"Au80","Au",-1.3254375,-0.1019375,-0.20389999999999997,0.,196.966,0.2629,22.149
81,"Au81","Au",-1.5293375,0.1019625,-1.8352,0.,196.966,0.2629,22.149
82,"Au82","Au",-1.5293375,0.3058625,-1.6312,0.,196.966,0.2629,22.149
83,"Au83","Au",-1.3254375,0.1019625,-1.6312,0.,196.966,0.2629,22.149
84,"Au84","Au",-1.3254375,0.3058625,-1.8352,0.,196.966,0.2629,22.149
85,"Au85","Au",-1.5293375,0.1019625,-1.4273,0.,196.966,0.2629,22.149
86,"Au86","Au",-1.5293375,0.3058625,-1.2233999999999998,0.,196.966,0.2629,22.149
87,"Au87","Au",-1.3254375,0.1019625,-1.2233999999999998,0.,196.966,0.2629,22.149
88,"Au88","Au",-1.3254375,0.3058625,-1.4273,0.,196.966,0.2629,22.149
89,"Au89","Au",-1.5293375,0.1019625,-1.0194999999999999,0.,196.966,0.2629,22.149
90,"Au90","Au",-1.5293375,0.3058625,-0.8156,0.,196.966,0.2629,22.149
91,"Au91","Au",-1.3254375,0.1019625,-0.8156,0.,196.966,0.2629,22.149
92,"Au92","Au",-1.3254375,0.3058625,-1.0194999999999999,0.,196.966,0.2629,22.149
93,"Au93","Au",-1.5293375,0.1019625,-0.6116999999999999,0.,196.966,0.2629,22.149
94,"Au94","Au",-1.5293375,0.3058625,-0.40779999999999994,0.,196.966,0.2629,22.149
95,"Au95","Au",-1.3254375,0.1019625,-0.40779999999999994,0.,196.966,0.2629,22.149
96,"Au96","Au",-1.3254375,0.3058625,-0.6116999999999999,0.,196.966,0.2629,22.149
97,"Au97","Au",-1.5293375,0.1019625,-0.20389999999999997,0.,196.966,0.2629,22.149
98,"Au98","Au",-1.5293375,0.3058625,0.,0.,196.966,0.2629,22.149
99,"Au99","Au",-1.3254375,0.1019625,0.,0.,196.966,0.2629,22.149
100,"Au100","Au",-1.3254375,0.3058625,-0.20389999999999997,0.,196.966,0.2629,22.149
101,"Au101","Au",-1.5293375,0.5097625,-1.8352,0.,196.966,0.2629,22.149
102,"Au102","Au",-1.5293375,0.7136625,-1.6312,0.,196.966,0.2629,22.149
103,"Au103","Au",-1.3254375,0.5097625,-1.6312,0.,196.966,0.2629,22.149
104,"Au104","Au",-1.3254375,0.7136625,-1.8352,0.,196.966,0.2629,22.149
105,"Au105","Au",-1.5293375,0.5097625,-1.4273,0.,196.966,0.2629,22.149
106,"Au106","Au",-1.5293375,0.7136625,-1.2233999999999998,0.,196.966,0.2629,22.149
107,"Au107","Au",-1.3254375,0.5097625,-1.2233999999999998,0.,196.966,0.2629,22.149
108,"Au108","Au",-1.3254375,0.7136625,-1.4273,0.,196.966,0.2629,22.149
109,"Au109","Au",-1.5293375,0.5097625,-1.0194999999999999,0.,196.966,0.2629,22.149
110,"Au110","Au",-1.5293375,0.7136625,-0.8156,0.,196.966,0.2629,22.149
111,"Au111","Au",-1.3254375,0.5097625,-0.8156,0.,196.966,0.2629,22.149
112,"Au112","Au",-1.3254375,0.7136625,-1.0194999999999999,0.,196.966,0.2629,22.149
113,"Au113","Au",-1.5293375,0.5097625,-0.6116999999999999,0.,196.966,0.2629,22.149
114,"Au114","Au",-1.5293375,0.7136625,-0.40779999999999994,0.,196.966,0.2629,22.149
115,"Au115","Au",-1.3254375,0.5097625,-0.40779999999999994,0.,196.966,0.2629,22.149
116,"Au116","Au",-1.3254375,0.7136625,-0.6116999999999999,0.,196.966,0.2629,22.149
117,"Au117","Au",-1.5293375,0.5097625,-0.20389999999999997,0.,196.966,0.2629,22.149
118,"Au118","Au",-1.5293375,0.7136625,0.,0.,196.966,0.2629,22.149
119,"Au119","Au",-1.3254375,0.5097625,0.,0.,196.966,0.2629,22.149
120,"Au120","Au",-1.3254375,0.7136625,-0.20389999999999997,0.,196.966,0.2629,22.149
121,"Au121","Au",-1.5293375,0.9175625,-1.8352,0.,196.966,0.2629,22.149
122,"Au122","Au",-1.5293375,1.1214625,-1.6312,0.,196.966,0.2629,22.149
123,"Au123","Au",-1.3254375,0.9175625,-1.6312,0.,196.966,0.2629,22.149
124,"Au124","Au",-1.3254375,1.1214625,-1.8352,0.,196.966,0.2629,22.149
125,"Au125","Au",-1.5293375,0.9175625,-1.4273,0.,196.966,0.2629,22.149
126,"Au126","Au",-1.5293375,1.1214625,-1.2233999999999998,0.,196.966,0.2629,22.149
127,"Au127","Au",-1.3254375,0.9175625,-1.2233999999999998,0.,196.966,0.2629,22.149
128,"Au128","Au",-1.3254375,1.1214625,-1.4273,0.,196.966,0.2629,22.149
129,"Au129","Au",-1.5293375,0.9175625,-1.0194999999999999,0.,196.966,0.2629,22.149
130,"Au130","Au",-1.5293375,1.1214625,-0.8156,0.,196.966,0.2629,22.149
131,"Au131","Au",-1.3254375,0.9175625,-0.8156,0.,196.966,0.2629,22.149
132,"Au132","Au",-1.3254375,1.1214625,-1.0194999999999999,0.,196.966,0.2629,22.149
133,"Au133","Au",-1.5293375,0.9175625,-0.6116999999999999,0.,196.966,0.2629,22.149
134,"Au134","Au",-1.5293375,1.1214625,-0.40779999999999994,0.,196.966,0.2629,22.149
135,"Au135","Au",-1.3254375,0.9175625,-0.40779999999999994,0.,196.966,0.2629,22.149
136,"Au136","Au",-1.3254375,1.1214625,-0.6116999999999999,0.,196.966,0.2629,22.149
137,"Au137","Au",-1.5293375,0.9175625,-0.20389999999999997,0.,196.966,0.2629,22.149
138,"Au138","Au",-1.5293375,1.1214625,0.,0.,196.966,0.2629,22.149
139,"Au139","Au",-1.3254375,0.9175625,0.,0.,196.966,0.2629,22.149
140,"Au140","Au",-1.3254375,1.1214625,-0.20389999999999997,0.,196.966,0.2629,22.149
141,"Au141","Au",-1.5293375,1.3254625,-1.8352,0.,196.966,0.2629,22.149
142,"Au142","Au",-1.5293375,1.5293625,-1.6312,0.,196.966,0.2629,22.149
143,"Au143","Au",-1.3254375,1.3254625,-1.6312,0.,196.966,0.2629,22.149
144,"Au144","Au",-1.3254375,1.5293625,-1.8352,0.,196.966,0.2629,22.149
145,"Au145","Au",-1.5293375,1.3254625,-1.4273,0.,196.966,0.2629,22.149
146,"Au146","Au",-1.5293375,1.5293625,-1.2233999999999998,0.,196.966,0.2629,22.149
147,"Au147","Au",-1.3254375,1.3254625,-1.2233999999999998,0.,196.966,0.2629,22.149
148,"Au148","Au",-1.3254375,1.5293625,-1.4273,0.,196.966,0.2629,22.149
149,"Au149","Au",-1.5293375,1.3254625,-1.0194999999999999,0.,196.966,0.2629,22.149
150,"Au150","Au",-1.5293375,1.5293625,-0.8156,0.,196.966,0.2629,22.149
151,"Au151","Au",-1.3254375,1.3254625,-0.8156,0.,196.966,0.2629,22.149
152,"Au152","Au",-1.3254375,1.5293625,-1.0194999999999999,0.,196.966,0.2629,22.149
153,"Au153","Au",-1.5293375,1.3254625,-0.6116999999999999,0.,196.966,0.2629,22.149
154,"Au154","Au",-1.5293375,1.5293625,-0.40779999999999994,0.,196.966,0.2629,22.149
155,"Au155","Au",-1.3254375,1.3254625,-0.40779999999999994,0.,196.966,0.2629,22.149
156,"Au156","Au",-1.3254375,1.5293625,-0.6116999999999999,0.,196.966,0.2629,22.149
157,"Au157","Au",-1.5293375,1.3254625,-0.20389999999999997,0.,196.966,0.2629,22.149
158,"Au158","Au",-1.5293375,1.5293625,0.,0.,196.966,0.2629,22.149
159,"Au159","Au",-1.3254375,1.3254625,0.,0.,196.966,0.2629,22.149
160,"Au160","Au",-1.3254375,1.5293625,-0.20389999999999997,0.,196.966,0.2629,22.149
161,"Au161","Au",-1.1215375,-1.5293375,-1.8352,0.,196.966,0.2629,22.149
162,"Au162","Au",-1.1215375,-1.3254375,-1.6312,0.,196.966,0.2629,22.149
163,"Au163","Au",-0.9176375000000001,-1.5293375,-1.6312,0.,196.966,0.2629,22.149
164,"Au164","Au",-0.9176375000000001,-1.3254375,-1.8352,0.,196.966,0.2629,22.149
165,"Au165","Au",-1.1215375,-1.5293375,-1.4273,0.,196.966,0.2629,22.149
166,"Au166","Au",-1.1215375,-1.3254375,-1.2233999999999998,0.,196.966,0.2629,22.149
167,"Au167","Au",-0.9176375000000001,-1.5293375,-1.2233999999999998,0.,196.966,0.2629,22.149
168,"Au168","Au",-0.9176375000000001,-1.3254375,-1.4273,0.,196.966,0.2629,22.149
169,"Au169","Au",-1.1215375,-1.5293375,-1.0194999999999999,0.,196.966,0.2629,22.149
170,"Au170","Au",-1.1215375,-1.3254375,-0.8156,0.,196.966,0.2629,22.149
171,"Au171","Au",-0.9176375000000001,-1.5293375,-0.8156,0.,196.966,0.2629,22.149
172,"Au172","Au",-0.9176375000000001,-1.3254375,-1.0194999999999999,0.,196.966,0.2629,22.149
173,"Au173","Au",-1.1215375,-1.5293375,-0.6116999999999999,0.,196.966,0.2629,22.149
174,"Au174","Au",-1.1215375,-1.3254375,-0.40779999999999994,0.,196.966,0.2629,22.149
175,"Au175","Au",-0.9176375000000001,-1.5293375,-0.40779999999999994,0.,196.966,0.2629,22.149
176,"Au176","Au",-0.9176375000000001,-1.3254375,-0.6116999999999999,0.,196.966,0.2629,22.149
177,"Au177","Au",-1.1215375,-1.5293375,-0.20389999999999997,0.,196.966,0.2629,22.149
178,"Au178","Au",-1.1215375,-1.3254375,0.,0.,196.966,0.2629,22.149
179,"Au179","Au",-0.9176375000000001,-1.5293375,0.,0.,196.966,0.2629,22.149
180,"Au180","Au",-0.9176375000000001,-1.3254375,-0.20389999999999997,0.,196.966,0.2629,22.149
181,"Au181","Au",-1.1215375,-1.1215375,-1.8352,0.,196.966,0.2629,22.149
182,"Au182","Au",-1.1215375,-0.9176375000000001,-1.6312,0.,196.966,0.2629,22.149
183,"Au183","Au",-0.9176375000000001,-1.1215375,-1.6312,0.,196.966,0.2629,22.149
184,"Au184","Au",-0.9176375000000001,-0.9176375000000001,-1.8352,0.,196.966,0.2629,22.149
185,"Au185","Au",-1.1215375,-1.1215375,-1.4273,0.,196.966,0.2629,22.149
186,"Au186","Au",-1.1215375,-0.9176375000000001,-1.2233999999999998,0.,196.966,0.2629,22.149
187,"Au187","Au",-0.9176375000000001,-1.1215375,-1.2233999999999998,0.,196.966,0.2629,22.149
188,"Au188","Au",-0.9176375000000001,-0.9176375000000001,-1.4273,0.,196.966,0.2629,22.149
189,"Au189","Au",-1.1215375,-1.1215375,-1.0194999999999999,0.,196.966,0.2629,22.149
190,"Au190","Au",-1.1215375,-0.9176375000000001,-0.8156,0.,196.966,0.2629,22.149
191,"Au191","Au",-0.9176375000000001,-1.1215375,-0.8156,0.,196.966,0.2629,22.149
192,"Au192","Au",-0.9176375000000001,-0.9176375000000001,-1.0194999999999999,0.,196.966,0.2629,22.149
193,"Au193","Au",-1.1215375,-1.1215375,-0.6116999999999999,0.,196.966,0.2629,22.149
194,"Au194","Au",-1.1215375,-0.9176375000000001,-0.40779999999999994,0.,196.966,0.2629,22.149
195,"Au195","Au",-0.9176375000000001,-1.1215375,-0.40779999999999994,0.,196.966,0.2629,22.149
196,"Au196","Au",-0.9176375000000001,-0.9176375000000001,-0.6116999999999999,0.,196.966,0.2629,22.149
197,"Au197","Au",-1.1215375,-1.1215375,-0.20389999999999997,0.,196.966,0.2629,22.149
198,"Au198","Au",-1.1215375,-0.9176375000000001,0.,0.,196.966,0.2629,22.149
199,"Au199","Au",-0.9176375000000001,-1.1215375,0.,0.,196.966,0.2629,22.149
200,"Au200","Au",-0.9176375000000001,-0.9176375000000001,-0.20389999999999997,0.,196.966,0.2629,22.149
201,"Au201","Au",-1.1215375,-0.7136375,-1.8352,0.,196.966,0.2629,22.149
202,"Au202","Au",-1.1215375,-0.5097375000000001,-1.6312,0.,196.966,0.2629,22.149
203,"Au203","Au",-0.9176375000000001,-0.7136375,-1.6312,0.,196.966,0.2629,22.149
