AtomID,AtomName,AtomType,x[nm],y[nm],z[nm],charge[e],mass[AMU],sigma[nm],epsilon[kjmol]
1,IPAP1,IPAP,-1.4845670080626863,-1.6146945195443285,-1.5830000000000002,1.00000,30.9738,3.83086448800e-01,1.171520e+00
2,IOAP12,IOAP1,-1.5625670080626863,-1.5696945195443284,-1.459,-0.800000,15.9994,3.02905564168e-01,2.928800e-01
3,IOAP13,IOAP1,-1.3505670080626864,-1.5396945195443283,-1.5830000000000002,-0.800000,15.9994,3.02905564168e-01,2.928800e-01
4,IOAP14,IOAP1,-1.4625670080626862,-1.7666945195443284,-1.5830000000000002,-0.800000,15.9994,3.02905564168e-01,2.928800e-01
5,IOAP15,IOAP1,-1.5625670080626863,-1.5696945195443284,-1.706,-0.800000,15.9994,3.02905564168e-01,2.928800e-01
6,IPAP6,IPAP,-1.1055670080626863,-1.3386945195443285,-1.5830000000000002,1.00000,30.9738,3.83086448800e-01,1.171520e+00
7,IOAP17,IOAP1,-0.9855670080626863,-1.2436945195443285,-1.5830000000000002,-0.800000,15.9994,3.02905564168e-01,2.928800e-01
8,IOAP18,IOAP1,-1.1055670080626863,-1.4296945195443285,-1.459,-0.800000,15.9994,3.02905564168e-01,2.928800e-01
9,IOAP19,IOAP1,-1.2375670080626864,-1.2606945195443284,-1.5830000000000002,-0.800000,15.9994,3.02905564168e-01,2.928800e-01
10,IOAP110,IOAP1,-1.1055670080626863,-1.4296945195443285,-1.706,-0.800000,15.9994,3.02905564168e-01,2.928800e-01
11,IPAP11,IPAP,-1.5345670080626863,-1.1496945195443284,-1.5830000000000002,1.00000,30.9738,3.83086448800e-01,1.171520e+00
12,IOAP112,IOAP1,-1.5365670080626863,-1.3026945195443285,-1.5830000000000002,-0.800000,15.9994,3.02905564168e-01,2.928800e-01
13,IOAP113,IOAP1,-1.6765670080626862,-1.0926945195443283,-1.5830000000000002,-0.800000,15.9994,3.02905564168e-01,2.928800e-01
14,IOAP114,IOAP1,-1.4555670080626864,-1.1046945195443283,-1.706,-0.800000,15.9994,3.02905564168e-01,2.928800e-01
15,IOAP115,IOAP1,-1.4555670080626864,-1.1046945195443283,-1.459,-0.800000,15.9994,3.02905564168e-01,2.928800e-01
16,IPAP16,IPAP,-1.6865670080626862,-1.3146945195443285,-1.926,1.00000,30.9738,3.83086448800e-01,1.171520e+00
17,IOAP117,IOAP1,-1.6845670080626862,-1.1606945195443283,-1.926,-0.650000,15.9994,3.02905564168e-01,2.928800e-01
18,IOAP118,IOAP1,-1.5435670080626862,-1.3716945195443284,-1.926,-0.750000,15.9994,3.02905564168e-01,2.928800e-01
19,IOAP119,IOAP1,-1.7645670080626863,-1.3596945195443284,-1.803,-0.750000,15.9994,3.02905564168e-01,2.928800e-01
20,IOAP120,IOAP1,-1.7645670080626863,-1.3596945195443284,-2.05,-0.750000,15.9994,3.02905564168e-01,2.928800e-01
21,IHOP21,IHOP,-1.6395670080626863,-1.0806945195443283,-1.911,0.400000,1.00800,1.78179743628e-05,0.000000e+00
