# r[nm],d[nm],daligned[nm],Umethane(d)[kj/mol]
-0.8890250,-0.8890250,-0.6828214,2237.2996853
-0.8790250,-0.8790250,-0.6728214,2398.1450151
-0.8690250,-0.8690250,-0.6628214,2558.7080035
-0.8590250,-0.8590250,-0.6528214,2252.7038315
-0.8490250,-0.8490250,-0.6428214,1935.0400483
-0.8390250,-0.8390250,-0.6328214,1722.9139386
-0.8290250,-0.8290250,-0.6228214,1592.7368136
-0.8190250,-0.8190250,-0.6128214,1508.7297718
-0.8090250,-0.8090250,-0.6028214,1465.7022635
-0.7990250,-0.7990250,-0.5928214,1466.2749460
-0.7890250,-0.7890250,-0.5828214,1497.9781200
-0.7790250,-0.7790250,-0.5728214,1522.0754534
-0.7690250,-0.7690250,-0.5628214,1577.9028125
-0.7590250,-0.7590250,-0.5528214,1632.0723474
-0.7490250,-0.7490250,-0.5428214,1748.5516375
-0.7390250,-0.7390250,-0.5328214,1959.8299623
-0.7290250,-0.7290250,-0.5228214,1981.1548305
-0.7190250,-0.7190250,-0.5128214,1990.3759794
-0.7090250,-0.7090250,-0.5028214,1952.3854522
-0.6990250,-0.6990250,-0.4928214,1855.9913807
-0.6890250,-0.6890250,-0.4828214,1847.5504367
-0.6790250,-0.6790250,-0.4728214,1882.4646851
-0.6690250,-0.6690250,-0.4628214,1864.1325732
-0.6590250,-0.6590250,-0.4528214,1726.7539416
-0.6490250,-0.6490250,-0.4428214,1521.0729229
-0.6390250,-0.6390250,-0.4328214,1377.3294352
-0.6290250,-0.6290250,-0.4228214,1304.4309064
-0.6190250,-0.6190250,-0.4128214,1291.1587601
-0.6090250,-0.6090250,-0.4028214,1272.0384814
-0.5990250,-0.5990250,-0.3928214,1299.5833270
-0.5890250,-0.5890250,-0.3828214,1379.4904322
-0.5790250,-0.5790250,-0.3728214,1420.8977165
-0.5690250,-0.5690250,-0.3628214,1445.3864810
-0.5590250,-0.5590250,-0.3528214,1533.3858381
-0.5490250,-0.5490250,-0.3428214,1648.2229255
-0.5390250,-0.5390250,-0.3328214,1627.6549255
-0.5290250,-0.5290250,-0.3228214,1548.6837470
-0.5190250,-0.5190250,-0.3128214,1546.8481602
-0.5090250,-0.5090250,-0.3028214,1593.7524808
-0.4990250,-0.4990250,-0.2928214,1534.0810405
-0.4890250,-0.4890250,-0.2828214,1526.5381128
-0.4790250,-0.4790250,-0.2728214,1470.3435443
-0.4690250,-0.4690250,-0.2628214,1380.1734946
-0.4590250,-0.4590250,-0.2528214,1300.9797670
-0.4490250,-0.4490250,-0.2428214,1286.7922266
-0.4390250,-0.4390250,-0.2328214,1338.1467529
-0.4290250,-0.4290250,-0.2228214,1448.6985315
-0.4190250,-0.4190250,-0.2128214,1549.0285957
-0.4090250,-0.4090250,-0.2028214,1636.8276435
-0.3990250,-0.3990250,-0.1928214,1625.0751730
-0.3890250,-0.3890250,-0.1828214,1617.4821851
-0.3790250,-0.3790250,-0.1728214,1648.3469353
-0.3690250,-0.3690250,-0.1628214,1757.6581221
-0.3590250,-0.3590250,-0.1528214,1828.3700830
-0.3490250,-0.3490250,-0.1428214,1627.6003280
-0.3390250,-0.3390250,-0.1328214,1467.8829256
-0.3290250,-0.3290250,-0.1228214,1746.7766366
-0.3190250,-0.3190250,-0.1128214,1713.8036014
-0.3090250,-0.3090250,-0.1028214,1781.9975510
-0.2990250,-0.2990250,-0.0928214,1222.8466937
-0.2890250,-0.2890250,-0.0828214,1084.7430615
-0.2790250,-0.2790250,-0.0728214,969.7532515
-0.2690250,-0.2690250,-0.0628214,1555.2808878
-0.2590250,-0.2590250,-0.0528214,1326.0745792
-0.2490250,-0.2490250,-0.0428214,1201.7449554
-0.2390250,-0.2390250,-0.0328214,1153.6125725
-0.2290250,-0.2290250,-0.0228214,1127.7443631
-0.2190250,-0.2190250,-0.0128214,1129.4333972
-0.2090250,-0.2090250,-0.0028214,1209.2749610
-0.1990250,-0.1990250,0.0071786,1178.1950789
-0.1890250,-0.1890250,0.0171786,1201.8045113
-0.1790250,-0.1790250,0.0271786,1346.3816196
-0.1690250,-0.1690250,0.0371786,1218.3148299
-0.1590250,-0.1590250,0.0471786,1143.9652524
-0.1490250,-0.1490250,0.0571786,1205.8789078
-0.1390250,-0.1390250,0.0671786,996.8079903
-0.1290250,-0.1290250,0.0771786,811.2626355
-0.1190250,-0.1190250,0.0871786,690.4722644
-0.1090250,-0.1090250,0.0971786,610.3403473
-0.0990250,-0.0990250,0.1071786,556.2354492
-0.0890250,-0.0890250,0.1171786,518.7730006
-0.0790250,-0.0790250,0.1271786,491.5883533
-0.0690250,-0.0690250,0.1371786,454.8215346
-0.0590250,-0.0590250,0.1471786,380.6810393
-0.0490250,-0.0490250,0.1571786,314.9955588
-0.0390250,-0.0390250,0.1671786,261.2372220
-0.0290250,-0.0290250,0.1771786,199.8547862
-0.0190250,-0.0190250,0.1871786,147.7780800
-0.0090250,-0.0090250,0.1971786,107.2440601
0.0009750,0.0009750,0.2071786,76.7880576
0.0109750,0.0109750,0.2171786,56.4596505
0.0209750,0.0209750,0.2271786,42.7742430
0.0309750,0.0309750,0.2371786,33.2876151
0.0409750,0.0409750,0.2471786,26.4412121
0.0509750,0.0509750,0.2571786,21.2354525
0.0609750,0.0609750,0.2671786,17.0296017
0.0709750,0.0709750,0.2771786,13.4840789
0.0809750,0.0809750,0.2871786,10.5499172
0.0909750,0.0909750,0.2971786,8.2040578
0.1009750,0.1009750,0.3071786,6.3097173
0.1109750,0.1109750,0.3171786,4.7089822
0.1209750,0.1209750,0.3271786,3.3000745
0.1309750,0.1309750,0.3371786,2.0338340
0.1409750,0.1409750,0.3471786,0.9017728
0.1509750,0.1509750,0.3571786,-0.0954565
0.1609750,0.1609750,0.3671786,-0.9718956
0.1709750,0.1709750,0.3771786,-1.7472980
0.1809750,0.1809750,0.3871786,-2.4330701
0.1909750,0.1909750,0.3971786,-3.0272027
0.2009750,0.2009750,0.4071786,-3.5165938
0.2109750,0.2109750,0.4171786,-3.8889252
0.2209750,0.2209750,0.4271786,-4.1440066
0.2309750,0.2309750,0.4371786,-4.2941002
0.2409750,0.2409750,0.4471786,-4.3565463
0.2509750,0.2509750,0.4571786,-4.3468989
0.2609750,0.2609750,0.4671786,-4.2779597
0.2709750,0.2709750,0.4771786,-4.1611193
0.2809750,0.2809750,0.4871786,-4.0069631
0.2909750,0.2909750,0.4971786,-3.8256161
0.3009750,0.3009750,0.5071786,-3.6262335
0.3109750,0.3109750,0.5171786,-3.4166615
0.3209750,0.3209750,0.5271786,-3.2039388
0.3309750,0.3309750,0.5371786,-2.9941811
0.3409750,0.3409750,0.5471786,-2.7920063
0.3509750,0.3509750,0.5571786,-2.6003596
0.3609750,0.3609750,0.5671786,-2.4207746
0.3709750,0.3709750,0.5771786,-2.2537773
0.3809750,0.3809750,0.5871786,-2.0992471
0.3909750,0.3909750,0.5971786,-1.9566823
0.4009750,0.4009750,0.6071786,-1.8253779
0.4109750,0.4109750,0.6171786,-1.7045380
0.4209750,0.4209750,0.6271786,-1.5933443
0.4309750,0.4309750,0.6371786,-1.4909966
0.4409750,0.4409750,0.6471786,-1.3967345
0.4509750,0.4509750,0.6571786,-1.3098487
0.4609750,0.4609750,0.6671786,-1.2296854
0.4709750,0.4709750,0.6771786,-1.1556467
0.4809750,0.4809750,0.6871786,-1.0871885
0.4909750,0.4909750,0.6971786,-1.0238173
0.5009750,0.5009750,0.7071786,-0.9650864
0.5109750,0.5109750,0.7171786,-0.9105922
0.5209750,0.5209750,0.7271786,-0.8599698
0.5309750,0.5309750,0.7371786,-0.8128896
0.5409750,0.5409750,0.7471786,-0.7690539
0.5509750,0.5509750,0.7571786,-0.7281933
0.5609750,0.5609750,0.7671786,-0.6900640
0.5709750,0.5709750,0.7771786,-0.6544453
0.5809750,0.5809750,0.7871786,-0.6211370
0.5909750,0.5909750,0.7971786,-0.5899576
0.6009750,0.6009750,0.8071786,-0.5607420
0.6109750,0.6109750,0.8171786,-0.5333400
0.6209750,0.6209750,0.8271786,-0.5076149
0.6309750,0.6309750,0.8371786,-0.4834420
0.6409750,0.6409750,0.8471786,-0.4607076
0.6509750,0.6509750,0.8571786,-0.4393075
0.6609750,0.6609750,0.8671786,-0.4191466
0.6709750,0.6709750,0.8771786,-0.4001377
0.6809750,0.6809750,0.8871786,-0.3822007
0.6909750,0.6909750,0.8971786,-0.3652623
0.7009750,0.7009750,0.9071786,-0.3492548
0.7109750,0.7109750,0.9171786,-0.3341163
0.7209750,0.7209750,0.9271786,-0.3197893
0.7309750,0.7309750,0.9371786,-0.3062211
0.7409750,0.7409750,0.9471786,-0.2933630
0.7509750,0.7509750,0.9571786,-0.2811698
0.7609750,0.7609750,0.9671786,-0.2696000
0.7709750,0.7709750,0.9771786,-0.2586149
0.7809750,0.7809750,0.9871786,-0.2481787
0.7909750,0.7909750,0.9971786,-0.2382583
0.8009750,0.8009750,1.0071786,-0.2288228
0.8109750,0.8109750,1.0171786,-0.2198436
0.8209750,0.8209750,1.0271786,-0.2112941
0.8309750,0.8309750,1.0371786,-0.2031494
0.8409750,0.8409750,1.0471786,-0.1953863
0.8509750,0.8509750,1.0571786,-0.1879835
0.8609750,0.8609750,1.0671786,-0.1809206
0.8709750,0.8709750,1.0771786,-0.1741790
0.8809750,0.8809750,1.0871786,-0.1677410
0.8909750,0.8909750,1.0971786,-0.1615902
0.9009750,0.9009750,1.1071786,-0.1557113
0.9109750,0.9109750,1.1171786,-0.1500897
0.9209750,0.9209750,1.1271786,-0.1447121
0.9309750,0.9309750,1.1371786,-0.1395656
0.9409750,0.9409750,1.1471786,-0.1346385
0.9509750,0.9509750,1.1571786,-0.1299195
0.9609750,0.9609750,1.1671786,-0.1253981
0.9709750,0.9709750,1.1771786,-0.1210644
0.9809750,0.9809750,1.1871786,-0.1169092
0.9909750,0.9909750,1.1971786,-0.1129236
1.0009750,1.0009750,1.2071786,-0.1090994
1.0109750,1.0109750,1.2171786,-0.1054289
1.0209750,1.0209750,1.2271786,-0.1019046
1.0309750,1.0309750,1.2371786,-0.0985197
1.0409750,1.0409750,1.2471786,-0.0952676
1.0509750,1.0509750,1.2571786,-0.0921420
1.0609750,1.0609750,1.2671786,-0.0891373
1.0709750,1.0709750,1.2771786,-0.0862478
1.0809750,1.0809750,1.2871786,-0.0834683
1.0909750,1.0909750,1.2971786,-0.0807939
1.1009750,1.1009750,1.3071786,-0.0782198
1.1109750,1.1109750,1.3171786,-0.0757416
1.1209750,1.1209750,1.3271786,-0.0733551
1.1309750,1.1309750,1.3371786,-0.0710563
1.1409750,1.1409750,1.3471786,-0.0688414
1.1509750,1.1509750,1.3571786,-0.0667067
1.1609750,1.1609750,1.3671786,-0.0646490
1.1709750,1.1709750,1.3771786,-0.0626648
1.1809750,1.1809750,1.3871786,-0.0607512
1.1909750,1.1909750,1.3971786,-0.0589051
1.2009750,1.2009750,1.4071786,-0.0571238
1.2109750,1.2109750,1.4171786,-0.0554046
1.2209750,1.2209750,1.4271786,-0.0537450
1.2309750,1.2309750,1.4371786,-0.0521425
1.2409750,1.2409750,1.4471786,-0.0505949
1.2509750,1.2509750,1.4571786,-0.0491000
1.2609750,1.2609750,1.4671786,-0.0476556
1.2709750,1.2709750,1.4771786,-0.0462599
1.2809750,1.2809750,1.4871786,-0.0449108
1.2909750,1.2909750,1.4971786,-0.0436065
1.3009750,1.3009750,1.5071786,-0.0423454
1.3109750,1.3109750,1.5171786,-0.0411257
1.3209750,1.3209750,1.5271786,-0.0399459
1.3309750,1.3309750,1.5371786,-0.0388045
1.3409750,1.3409750,1.5471786,-0.0377000
1.3509750,1.3509750,1.5571786,-0.0366310
1.3609750,1.3609750,1.5671786,-0.0355963
1.3709750,1.3709750,1.5771786,-0.0345944
1.3809750,1.3809750,1.5871786,-0.0336244
1.3909750,1.3909750,1.5971786,-0.0326848
1.4009750,1.4009750,1.6071786,-0.0317748
1.4109750,1.4109750,1.6171786,-0.0308931
1.4209750,1.4209750,1.6271786,-0.0300388
1.4309750,1.4309750,1.6371786,-0.0292109
1.4409750,1.4409750,1.6471786,-0.0284084
1.4509750,1.4509750,1.6571786,-0.0276306
1.4609750,1.4609750,1.6671786,-0.0268763
1.4709750,1.4709750,1.6771786,-0.0261450
1.4809750,1.4809750,1.6871786,-0.0254357
1.4909750,1.4909750,1.6971786,-0.0247477
1.5009750,1.5009750,1.7071786,-0.0240803
1.5109750,1.5109750,1.7171786,-0.0234328
1.5209750,1.5209750,1.7271786,-0.0228044
1.5309750,1.5309750,1.7371786,-0.0221946
1.5409750,1.5409750,1.7471786,-0.0216027
1.5509750,1.5509750,1.7571786,-0.0210281
1.5609750,1.5609750,1.7671786,-0.0204703
1.5709750,1.5709750,1.7771786,-0.0199286
1.5809750,1.5809750,1.7871786,-0.0194026
1.5909750,1.5909750,1.7971786,-0.0188917
