# r[nm],d[nm],daligned[nm],Uwater(d)[kj/mol]
-0.2029315,-0.2029315,-0.2009095,1967.5537502
-0.1929315,-0.1929315,-0.1909095,2025.2026587
-0.1829315,-0.1829315,-0.1809095,2352.8096981
-0.1729315,-0.1729315,-0.1709095,2819.1179889
-0.1629315,-0.1629315,-0.1609095,3916.7436357
-0.1529315,-0.1529315,-0.1509095,5656.1246696
-0.1429315,-0.1429315,-0.1409095,8524.7787760
-0.1329315,-0.1329315,-0.1309095,13016.9163101
-0.1229315,-0.1229315,-0.1209095,19858.4221111
-0.1129315,-0.1129315,-0.1109095,30032.3530468
-0.1029315,-0.1029315,-0.1009095,44211.6692390
-0.0929315,-0.0929315,-0.0909095,63465.1860477
-0.0829315,-0.0829315,-0.0809095,88589.2247598
-0.0729315,-0.0729315,-0.0709095,119525.4322736
-0.0629315,-0.0629315,-0.0609095,154926.6714819
-0.0529315,-0.0529315,-0.0509095,191789.6536916
-0.0429315,-0.0429315,-0.0409095,195928.3615201
-0.0329315,-0.0329315,-0.0309095,172766.5113078
-0.0229315,-0.0229315,-0.0209095,144576.1228815
-0.0129315,-0.0129315,-0.0109095,115252.2020687
-0.0029315,-0.0029315,-0.0009095,87528.5253402
0.0070685,0.0070685,0.0090905,63994.0074303
0.0170685,0.0170685,0.0190905,45388.2872203
0.0270685,0.0270685,0.0290905,31403.9755774
0.0370685,0.0370685,0.0390905,21304.7722769
0.0470685,0.0470685,0.0490905,14235.5728389
0.0570685,0.0570685,0.0590905,9404.6846737
0.0670685,0.0670685,0.0690905,6156.7182025
0.0770685,0.0770685,0.0790905,3997.6701977
0.0870685,0.0870685,0.0890905,2586.5676941
0.0970685,0.0970685,0.0990905,1693.3135091
0.1070685,0.1070685,0.1090905,1099.1087948
0.1170685,0.1170685,0.1190905,714.6624063
0.1270685,0.1270685,0.1290905,465.9411114
0.1370685,0.1370685,0.1390905,304.8887441
0.1470685,0.1470685,0.1490905,200.3577402
0.1570685,0.1570685,0.1590905,131.9435656
0.1670685,0.1670685,0.1690905,86.7398057
0.1770685,0.1770685,0.1790905,56.7093531
0.1870685,0.1870685,0.1890905,36.4173826
0.1970685,0.1970685,0.1990905,22.3392989
0.2070685,0.2070685,0.2090905,12.4165474
0.2170685,0.2170685,0.2190905,5.4450675
0.2270685,0.2270685,0.2290905,0.6180280
0.2370685,0.2370685,0.2390905,-2.6572486
0.2470685,0.2470685,0.2490905,-4.8322583
0.2570685,0.2570685,0.2590905,-6.2481599
0.2670685,0.2670685,0.2690905,-7.1386904
0.2770685,0.2770685,0.2790905,-7.6376761
0.2870685,0.2870685,0.2890905,-7.8242127
