# r[nm],d[nm],daligned[nm],Umethane(d)[kj/mol]
-0.2174684,-0.2174684,-0.0154000,248079.0798537
-0.2074684,-0.2074684,-0.0054000,230392.2064520
-0.1974684,-0.1974684,0.0046000,189287.0378862
-0.1874684,-0.1874684,0.0146000,126321.3164231
-0.1774684,-0.1774684,0.0246000,83219.5475151
-0.1674684,-0.1674684,0.0346000,54340.4770711
-0.1574684,-0.1574684,0.0446000,35268.9737133
-0.1474684,-0.1474684,0.0546000,22800.4994871
-0.1374684,-0.1374684,0.0646000,14706.2229580
-0.1274684,-0.1274684,0.0746000,9476.7215793
-0.1174684,-0.1174684,0.0846000,6108.0086696
-0.1074684,-0.1074684,0.0946000,3940.9029632
-0.0974684,-0.0974684,0.1046000,2544.7575593
-0.0874684,-0.0874684,0.1146000,1565.4365468
-0.0774684,-0.0774684,0.1246000,967.3055091
-0.0674684,-0.0674684,0.1346000,603.5692320
-0.0574684,-0.0574684,0.1446000,1762.4221355
-0.0474684,-0.0474684,0.1546000,1041.0181023
-0.0374684,-0.0374684,0.1646000,625.0049646
-0.0274684,-0.0274684,0.1746000,379.3932044
-0.0174684,-0.0174684,0.1846000,231.8291552
-0.0074684,-0.0074684,0.1946000,142.0698523
0.0025316,0.0025316,0.2046000,86.9286568
0.0125316,0.0125316,0.2146000,52.5807543
0.0225316,0.0225316,0.2246000,31.0245363
0.0325316,0.0325316,0.2346000,17.3452320
0.0425316,0.0425316,0.2446000,8.4277643
0.0525316,0.0525316,0.2546000,2.4363513
0.0625316,0.0625316,0.2646000,-1.8149793
0.0725316,0.0725316,0.2746000,-4.9909430
0.0825316,0.0825316,0.2846000,-7.3606064
0.0925316,0.0925316,0.2946000,-9.0600424
0.1025316,0.1025316,0.3046000,-10.1844643
0.1125316,0.1125316,0.3146000,-10.8441688
0.1225316,0.1225316,0.3246000,-11.1565978
0.1325316,0.1325316,0.3346000,-11.2278300
0.1425316,0.1425316,0.3446000,-11.1437348
0.1525316,0.1525316,0.3546000,-10.9565429
0.1625316,0.1625316,0.3646000,-10.6833353
0.1725316,0.1725316,0.3746000,-10.3332119
0.1825316,0.1825316,0.3846000,-9.9214957
0.1925316,0.1925316,0.3946000,-9.4656301
0.2025316,0.2025316,0.4046000,-8.9855373
0.2125316,0.2125316,0.4146000,-8.5022522
0.2225316,0.2225316,0.4246000,-8.0324706
0.2325316,0.2325316,0.4346000,-7.5862235
0.2425316,0.2425316,0.4446000,-7.1682681
0.2525316,0.2525316,0.4546000,-6.7793716
0.2625316,0.2625316,0.4646000,-6.4181449
0.2725316,0.2725316,0.4746000,-6.0822966
0.2825316,0.2825316,0.4846000,-5.7685940
0.2925316,0.2925316,0.4946000,-5.4717550
0.3025316,0.3025316,0.5046000,-5.1840978
0.3125316,0.3125316,0.5146000,-4.8986293
0.3225316,0.3225316,0.5246000,-4.6128310
0.3325316,0.3325316,0.5346000,-4.3280722
0.3425316,0.3425316,0.5446000,-4.0470723
0.3525316,0.3525316,0.5546000,-3.7732338
0.3625316,0.3625316,0.5646000,-3.5103224
0.3725316,0.3725316,0.5746000,-3.2615229
0.3825316,0.3825316,0.5846000,-3.0288052
0.3925316,0.3925316,0.5946000,-2.8129211
0.4025316,0.4025316,0.6046000,-2.6137180
0.4125316,0.4125316,0.6146000,-2.4304826
0.4225316,0.4225316,0.6246000,-2.2622043
0.4325316,0.4325316,0.6346000,-2.1077494
0.4425316,0.4425316,0.6446000,-1.9659653
0.4525316,0.4525316,0.6546000,-1.8357388
0.4625316,0.4625316,0.6646000,-1.7160258
0.4725316,0.4725316,0.6746000,-1.6058642
0.4825316,0.4825316,0.6846000,-1.5043766
0.4925316,0.4925316,0.6946000,-1.4107681
0.5025316,0.5025316,0.7046000,-1.3243213
0.5125316,0.5125316,0.7146000,-1.2443903
0.5225316,0.5225316,0.7246000,-1.1703938
0.5325316,0.5325316,0.7346000,-1.1018088
0.5425316,0.5425316,0.7446000,-1.0381646
0.5525316,0.5525316,0.7546000,-0.9790375
0.5625316,0.5625316,0.7646000,-0.9240454
0.5725316,0.5725316,0.7746000,-0.8728435
0.5825316,0.5825316,0.7846000,-0.8251201
0.5925316,0.5925316,0.7946000,-0.7805934
0.6025316,0.6025316,0.8046000,-0.7390079
0.6125316,0.6125316,0.8146000,-0.7001319
0.6225316,0.6225316,0.8246000,-0.6637549
0.6325316,0.6325316,0.8346000,-0.6296855
0.6425316,0.6425316,0.8446000,-0.5977493
0.6525316,0.6525316,0.8546000,-0.5677871
0.6625316,0.6625316,0.8646000,-0.5396537
0.6725316,0.6725316,0.8746000,-0.5132163
0.6825316,0.6825316,0.8846000,-0.4883532
0.6925316,0.6925316,0.8946000,-0.4649531
0.7025316,0.7025316,0.9046000,-0.4429137
0.7125316,0.7125316,0.9146000,-0.4221410
0.7225316,0.7225316,0.9246000,-0.4025485
0.7325316,0.7325316,0.9346000,-0.3840569
0.7425316,0.7425316,0.9446000,-0.3665926
0.7525316,0.7525316,0.9546000,-0.3500882
0.7625316,0.7625316,0.9646000,-0.3344810
0.7725316,0.7725316,0.9746000,-0.3197134
0.7825316,0.7825316,0.9846000,-0.3057320
0.7925316,0.7925316,0.9946000,-0.2924872
0.8025316,0.8025316,1.0046000,-0.2799332
0.8125316,0.8125316,1.0146000,-0.2680275
0.8225316,0.8225316,1.0246000,-0.2567304
0.8325316,0.8325316,1.0346000,-0.2460053
0.8425316,0.8425316,1.0446000,-0.2358181
0.8525316,0.8525316,1.0546000,-0.2261369
0.8625316,0.8625316,1.0646000,-0.2169322
0.8725316,0.8725316,1.0746000,-0.2081763
0.8825316,0.8825316,1.0846000,-0.1998434
0.8925316,0.8925316,1.0946000,-0.1919096
0.9025316,0.9025316,1.1046000,-0.1843523
0.9125316,0.9125316,1.1146000,-0.1771505
0.9225316,0.9225316,1.1246000,-0.1702847
0.9325316,0.9325316,1.1346000,-0.1637364
0.9425316,0.9425316,1.1446000,-0.1574883
0.9525316,0.9525316,1.1546000,-0.1515244
0.9625316,0.9625316,1.1646000,-0.1458295
0.9725316,0.9725316,1.1746000,-0.1403893
0.9825316,0.9825316,1.1846000,-0.1351906
0.9925316,0.9925316,1.1946000,-0.1302207
1.0025316,1.0025316,1.2046000,-0.1254679
1.0125316,1.0125316,1.2146000,-0.1209211
1.0225316,1.0225316,1.2246000,-0.1165699
1.0325316,1.0325316,1.2346000,-0.1124044
1.0425316,1.0425316,1.2446000,-0.1084154
1.0525316,1.0525316,1.2546000,-0.1045941
1.0625316,1.0625316,1.2646000,-0.1009323
1.0725316,1.0725316,1.2746000,-0.0974223
1.0825316,1.0825316,1.2846000,-0.0940567
1.0925316,1.0925316,1.2946000,-0.0908285
1.1025316,1.1025316,1.3046000,-0.0877314
1.1125316,1.1125316,1.3146000,-0.0847589
1.1225316,1.1225316,1.3246000,-0.0819054
1.1325316,1.1325316,1.3346000,-0.0791653
1.1425316,1.1425316,1.3446000,-0.0765333
1.1525316,1.1525316,1.3546000,-0.0740045
1.1625316,1.1625316,1.3646000,-0.0715741
1.1725316,1.1725316,1.3746000,-0.0692378
1.1825316,1.1825316,1.3846000,-0.0669913
1.1925316,1.1925316,1.3946000,-0.0648305
1.2025316,1.2025316,1.4046000,-0.0627518
1.2125316,1.2125316,1.4146000,-0.0607514
1.2225316,1.2225316,1.4246000,-0.0588260
1.2325316,1.2325316,1.4346000,-0.0569723
1.2425316,1.2425316,1.4446000,-0.0551872
1.2525316,1.2525316,1.4546000,-0.0534678
1.2625316,1.2625316,1.4646000,-0.0518112
1.2725316,1.2725316,1.4746000,-0.0502149
1.2825316,1.2825316,1.4846000,-0.0486762
1.2925316,1.2925316,1.4946000,-0.0471928
1.3025316,1.3025316,1.5046000,-0.0457624
1.3125316,1.3125316,1.5146000,-0.0443828
1.3225316,1.3225316,1.5246000,-0.0430519
1.3325316,1.3325316,1.5346000,-0.0417677
1.3425316,1.3425316,1.5446000,-0.0405283
1.3525316,1.3525316,1.5546000,-0.0393320
1.3625316,1.3625316,1.5646000,-0.0381769
1.3725316,1.3725316,1.5746000,-0.0370615
1.3825316,1.3825316,1.5846000,-0.0359842
1.3925316,1.3925316,1.5946000,-0.0349435
1.4025316,1.4025316,1.6046000,-0.0339379
1.4125316,1.4125316,1.6146000,-0.0329661
1.4225316,1.4225316,1.6246000,-0.0320268
1.4325316,1.4325316,1.6346000,-0.0311187
1.4425316,1.4425316,1.6446000,-0.0302407
1.4525316,1.4525316,1.6546000,-0.0293915
1.4625316,1.4625316,1.6646000,-0.0285702
1.4725316,1.4725316,1.6746000,-0.0277756
1.4825316,1.4825316,1.6846000,-0.0270068
1.4925316,1.4925316,1.6946000,-0.0262627
1.5025316,1.5025316,1.7046000,-0.0255425
1.5125316,1.5125316,1.7146000,-0.0248454
1.5225316,1.5225316,1.7246000,-0.0241703
1.5325316,1.5325316,1.7346000,-0.0235166
1.5425316,1.5425316,1.7446000,-0.0228835
1.5525316,1.5525316,1.7546000,-0.0222702
1.5625316,1.5625316,1.7646000,-0.0216761
1.5725316,1.5725316,1.7746000,-0.0211003
1.5825316,1.5825316,1.7846000,-0.0205424
1.5925316,1.5925316,1.7946000,-0.0200015
