# r[nm],d[nm],daligned[nm],Umethane(d)[kj/mol]
-0.5897124,-0.5897124,-0.4162905,12052.1860814
-0.5797124,-0.5797124,-0.4062905,12288.0443901
-0.5697124,-0.5697124,-0.3962905,12813.9919369
-0.5597124,-0.5597124,-0.3862905,13588.6189036
-0.5497124,-0.5497124,-0.3762905,14722.5207604
-0.5397124,-0.5397124,-0.3662905,16494.7577818
-0.5297124,-0.5297124,-0.3562905,19406.8444308
-0.5197124,-0.5197124,-0.3462905,24321.6983630
-0.5097124,-0.5097124,-0.3362905,30453.1136349
-0.4997124,-0.4997124,-0.3262905,31996.5050411
-0.4897124,-0.4897124,-0.3162905,26735.9502596
-0.4797124,-0.4797124,-0.3062905,23972.7560561
-0.4697124,-0.4697124,-0.2962905,18906.6631675
-0.4597124,-0.4597124,-0.2862905,14504.3206492
-0.4497124,-0.4497124,-0.2762905,11528.1975034
-0.4397124,-0.4397124,-0.2662905,9848.7161357
-0.4297124,-0.4297124,-0.2562905,9359.0848590
-0.4197124,-0.4197124,-0.2462905,10120.3216166
-0.4097124,-0.4097124,-0.2362905,9332.4546648
-0.3997124,-0.3997124,-0.2262905,7928.5670562
-0.3897124,-0.3897124,-0.2162905,7319.3250535
-0.3797124,-0.3797124,-0.2062905,6599.1469926
-0.3697124,-0.3697124,-0.1962905,6063.2892192
-0.3597124,-0.3597124,-0.1862905,5650.8888556
-0.3497124,-0.3497124,-0.1762905,5326.0280461
-0.3397124,-0.3397124,-0.1662905,5070.7125083
-0.3297124,-0.3297124,-0.1562905,4881.4898925
-0.3197124,-0.3197124,-0.1462905,4763.9312888
-0.3097124,-0.3097124,-0.1362905,4118.6658245
-0.2997124,-0.2997124,-0.1262905,3907.2040295
-0.2897124,-0.2897124,-0.1162905,3996.9705089
-0.2797124,-0.2797124,-0.1062905,4215.8675137
-0.2697124,-0.2697124,-0.0962905,4523.8566734
-0.2597124,-0.2597124,-0.0862905,4958.6241389
-0.2497124,-0.2497124,-0.0762905,5247.9317204
-0.2397124,-0.2397124,-0.0662905,4606.8847483
-0.2297124,-0.2297124,-0.0562905,4571.2628754
-0.2197124,-0.2197124,-0.0462905,5415.8363654
-0.2097124,-0.2097124,-0.0362905,5905.8035419
-0.1997124,-0.1997124,-0.0262905,5756.6627700
-0.1897124,-0.1897124,-0.0162905,5443.1185379
-0.1797124,-0.1797124,-0.0062905,4383.1959653
-0.1697124,-0.1697124,0.0037095,3897.8529084
-0.1597124,-0.1597124,0.0137095,3680.7388975
-0.1497124,-0.1497124,0.0237095,3264.4245929
-0.1397124,-0.1397124,0.0337095,2583.4994223
-0.1297124,-0.1297124,0.0437095,2062.8544241
-0.1197124,-0.1197124,0.0537095,1660.7366467
-0.1097124,-0.1097124,0.0637095,1346.1609280
-0.0997124,-0.0997124,0.0737095,1096.4129057
-0.0897124,-0.0897124,0.0837095,895.1078647
-0.0797124,-0.0797124,0.0937095,730.6451845
-0.0697124,-0.0697124,0.1037095,594.8143041
-0.0597124,-0.0597124,0.1137095,1803.8183020
-0.0497124,-0.0497124,0.1237095,1333.3510941
-0.0397124,-0.0397124,0.1337095,985.9645681
-0.0297124,-0.0297124,0.1437095,727.7439677
-0.0197124,-0.0197124,0.1537095,535.5380621
-0.0097124,-0.0097124,0.1637095,392.6867121
0.0002876,0.0002876,0.1737095,286.7949115
0.0102876,0.0102876,0.1837095,208.5082511
0.0202876,0.0202876,0.1937095,150.7586430
0.0302876,0.0302876,0.2037095,108.2003771
0.0402876,0.0402876,0.2137095,76.5728166
0.0502876,0.0502876,0.2237095,52.0412927
0.0602876,0.0602876,0.2337095,32.4531229
0.0702876,0.0702876,0.2437095,18.1912458
0.0802876,0.0802876,0.2537095,8.4657711
0.0902876,0.0902876,0.2637095,1.8489927
0.1002876,0.1002876,0.2737095,-2.7402036
0.1102876,0.1102876,0.2837095,-5.9673024
0.1202876,0.1202876,0.2937095,-8.2220900
0.1302876,0.1302876,0.3037095,-9.7863051
0.1402876,0.1402876,0.3137095,-10.9047370
0.1502876,0.1502876,0.3237095,-11.7204164
0.1602876,0.1602876,0.3337095,-12.2711012
0.1702876,0.1702876,0.3437095,-12.5756886
0.1802876,0.1802876,0.3537095,-12.6810744
0.1902876,0.1902876,0.3637095,-12.6585072
0.2002876,0.2002876,0.3737095,-12.5794383
0.2102876,0.2102876,0.3837095,-12.4930176
0.2202876,0.2202876,0.3937095,-12.4166687
0.2302876,0.2302876,0.4037095,-12.3399929
0.2402876,0.2402876,0.4137095,-12.2357560
0.2502876,0.2502876,0.4237095,-12.0754647
0.2602876,0.2602876,0.4337095,-11.8476928
0.2702876,0.2702876,0.4437095,-11.5635365
0.2802876,0.2802876,0.4537095,-11.2437566
0.2902876,0.2902876,0.4637095,-10.8973122
0.3002876,0.3002876,0.4737095,-10.5146133
0.3102876,0.3102876,0.4837095,-10.0835299
0.3202876,0.3202876,0.4937095,-9.6042938
0.3302876,0.3302876,0.5037095,-9.0877267
0.3402876,0.3402876,0.5137095,-8.5486106
0.3502876,0.3502876,0.5237095,-8.0027300
0.3602876,0.3602876,0.5337095,-7.4649361
0.3702876,0.3702876,0.5437095,-6.9470800
0.3802876,0.3802876,0.5537095,-6.4570298
0.3902876,0.3902876,0.5637095,-5.9989699
0.4002876,0.4002876,0.5737095,-5.5743136
0.4102876,0.4102876,0.5837095,-5.1826559
0.4202876,0.4202876,0.5937095,-4.8225239
0.4302876,0.4302876,0.6037095,-4.4918932
0.4402876,0.4402876,0.6137095,-4.1885145
0.4502876,0.4502876,0.6237095,-3.9101087
0.4602876,0.4602876,0.6337095,-3.6544764
0.4702876,0.4702876,0.6437095,-3.4195542
0.4802876,0.4802876,0.6537095,-3.2034391
0.4902876,0.4902876,0.6637095,-3.0043950
0.5002876,0.5002876,0.6737095,-2.8208483
0.5102876,0.5102876,0.6837095,-2.6513783
0.5202876,0.5202876,0.6937095,-2.4947058
0.5302876,0.5302876,0.7037095,-2.3496796
0.5402876,0.5402876,0.7137095,-2.2152647
0.5502876,0.5502876,0.7237095,-2.0905302
0.5602876,0.5602876,0.7337095,-1.9746380
0.5702876,0.5702876,0.7437095,-1.8668333
0.5802876,0.5802876,0.7537095,-1.7664356
0.5902876,0.5902876,0.7637095,-1.6728305
0.6002876,0.6002876,0.7737095,-1.5854627
0.6102876,0.6102876,0.7837095,-1.5038296
0.6202876,0.6202876,0.7937095,-1.4274758
0.6302876,0.6302876,0.8037095,-1.3559882
0.6402876,0.6402876,0.8137095,-1.2889911
0.6502876,0.6502876,0.8237095,-1.2261432
0.6602876,0.6602876,0.8337095,-1.1671331
0.6702876,0.6702876,0.8437095,-1.1116770
0.6802876,0.6802876,0.8537095,-1.0595158
0.6902876,0.6902876,0.8637095,-1.0104123
0.7002876,0.7002876,0.8737095,-0.9641496
0.7102876,0.7102876,0.8837095,-0.9205286
0.7202876,0.7202876,0.8937095,-0.8793668
0.7302876,0.7302876,0.9037095,-0.8404963
0.7402876,0.7402876,0.9137095,-0.8037630
0.7502876,0.7502876,0.9237095,-0.7690246
0.7602876,0.7602876,0.9337095,-0.7361503
0.7702876,0.7702876,0.9437095,-0.7050190
0.7802876,0.7802876,0.9537095,-0.6755192
0.7902876,0.7902876,0.9637095,-0.6475476
0.8002876,0.8002876,0.9737095,-0.6210086
0.8102876,0.8102876,0.9837095,-0.5958138
0.8202876,0.8202876,0.9937095,-0.5718809
0.8302876,0.8302876,1.0037095,-0.5491338
0.8402876,0.8402876,1.0137095,-0.5275017
0.8502876,0.8502876,1.0237095,-0.5069188
0.8602876,0.8602876,1.0337095,-0.4873238
0.8702876,0.8702876,1.0437095,-0.4686596
0.8802876,0.8802876,1.0537095,-0.4508732
0.8902876,0.8902876,1.0637095,-0.4339148
0.9002876,0.9002876,1.0737095,-0.4177382
0.9102876,0.9102876,1.0837095,-0.4023001
0.9202876,0.9202876,1.0937095,-0.3875600
0.9302876,0.9302876,1.1037095,-0.3734801
