# r[nm],d[nm],daligned[nm],Uwater(d)[kj/mol]
0.7500000,0.0000000,-0.0138226,141084.4050393
0.7600000,0.0100000,-0.0038226,107315.8259844
0.7700000,0.0200000,0.0061774,78648.2232397
0.7800000,0.0300000,0.0161774,55855.2959690
0.7900000,0.0400000,0.0261774,38611.4153359
0.8000000,0.0500000,0.0361774,26082.5648813
0.8100000,0.0600000,0.0461774,17347.2918747
0.8200000,0.0700000,0.0561774,11402.9209182
0.8300000,0.0800000,0.0661774,7430.7860326
0.8400000,0.0900000,0.0761774,4811.3827302
0.8500000,0.1000000,0.0861774,3099.6910716
0.8600000,0.1100000,0.0961774,1987.5741666
0.8700000,0.1200000,0.1061774,1380.6963580
0.8800000,0.1300000,0.1161774,914.4187676
0.8900000,0.1400000,0.1261774,579.7655693
0.9000000,0.1500000,0.1361774,351.1986717
0.9100000,0.1600000,0.1461774,206.2623414
0.9200000,0.1700000,0.1561774,113.2630961
0.9300000,0.1800000,0.1661774,51.5219397
0.9400000,0.1900000,0.1761774,9.9707592
0.9500000,0.2000000,0.1861774,-17.5390130
0.9600000,0.2100000,0.1961774,-35.9556226
0.9700000,0.2200000,0.2061774,-48.5096483
0.9800000,0.2300000,0.2161774,-56.8066271
0.9900000,0.2400000,0.2261774,-62.1130372
1.0000000,0.2500000,0.2361774,-66.1998191
1.0100000,0.2600000,0.2461774,-70.4494907
1.0200000,0.2700000,0.2561774,-74.6611013
1.0300000,0.2800000,0.2661774,-78.1997117
1.0400000,0.2900000,0.2761774,-80.5432673
1.0500000,0.3000000,0.2861774,-81.7026462
1.0600000,0.3100000,0.2961774,-81.9345461
1.0700000,0.3200000,0.3061774,-81.5862952
1.0800000,0.3300000,0.3161774,-81.0629677
1.0900000,0.3400000,0.3261774,-80.5999413
1.1000000,0.3500000,0.3361774,-80.1370165
1.1100000,0.3600000,0.3461774,-79.6808619
1.1200000,0.3700000,0.3561774,-79.4828172
1.1300000,0.3800000,0.3661774,-79.8324624
1.1400000,0.3900000,0.3761774,-80.8044022
1.1500000,0.4000000,0.3861774,-81.8928541
1.1600000,0.4100000,0.3961774,-82.2440239
1.1700000,0.4200000,0.4061774,-81.7396280
1.1800000,0.4300000,0.4161774,-83.8266953
1.1900000,0.4400000,0.4261774,-88.8565376
1.2000000,0.4500000,0.4361774,-91.1012005
1.2100000,0.4600000,0.4461774,-91.1726819
1.2200000,0.4700000,0.4561774,-90.0646152
1.2300000,0.4800000,0.4661774,-91.0535913
