# r[nm],d[nm],daligned[nm],U(d)[kj/mol],V(d)[e/nm],USlab(d)[kJ/mol],UC(d)[kJ/mol],UK(d)[kJ/mol],UCl(d)[kJ/mol],UC2A(d)[kJ/mol],UC4A(d)[kJ/mol],UCPlus(d)[kJ/mol],UCMinus(d)[kJ/mol],UCMoreLJ(d)[kJ/mol],UCLessLJ(d)[kJ/mol],UCEps20(d)[kJ/mol],UCMin(d)[kJ/mol],UKMin(d)[kJ/mol],UClMin(d)[kJ/mol],UC2AMin(d)[kJ/mol],UC4AMin(d)[kJ/mol],UCPlusMin(d)[kJ/mol],UCMinusMin(d)[kJ/mol],UCMoreLJMin(d)[kJ/mol],UCLessLJMin(d)[kJ/mol],UCEps20Min(d)[kJ/mol]
0.0000000,0.0000000,0.0000000,inf,nan,1766685.4031096,2395808595.2264199,1534928035.0383589,9677690644.4056702,147477187.5032435,6811243556.3546572,2395808800.0330143,2395808390.4198256,2824272135.8785009,1786226536.3049238,49955315328.8542709,2395808595.2264199,1534928035.0383589,9677690644.4056702,147477187.5032435,6811243556.3546572,2395808800.0330143,2395808390.4198256,2824272135.8785009,1786226536.3049238,49955315328.8542709
0.0025000,0.0025000,0.0025000,inf,nan,1925705.1201427,1483735247.0097220,950590019.3236010,5993402627.5162430,91333737.4098297,4218211114.1485801,1483735414.2732911,1483735079.7461529,1749084682.0984609,1106218283.1885350,30937388135.8876419,1483735247.0097220,950590019.3236010,5993402627.5162430,91333737.4098297,4218211114.1485801,1483735414.2732911,1483735079.7461529,1749084682.0984609,1106218283.1885350,30937388135.8876419
0.0050000,0.0050000,0.0050000,inf,nan,1318110.5171359,934521171.4285370,598726535.6167364,3774851090.6776743,57527559.5503217,2656777015.8794804,934521304.0098315,934521038.8472425,1101649818.8181500,696744522.2754358,19485454200.2212601,934521171.4285370,598726535.6167364,3774851090.6776743,57527559.5503217,2656777015.8794804,934521304.0098315,934521038.8472425,1101649818.8181500,696744522.2754358,19485454200.2212601
0.0075000,0.0075000,0.0075000,inf,nan,925223.3730115,598542751.7615919,383477916.8962511,2417640535.4432054,36848130.2906632,1701562561.2904050,598542852.2217079,598542651.3014759,705585420.8472557,446251402.7371562,12479682987.6443596,598542751.7615919,383477916.8962511,2417640535.4432054,36848130.2906632,1701562561.2904050,598542852.2217079,598542651.3014759,705585420.8472557,446251402.7371562,12479682987.6443596
0.0100000,0.0100000,0.0100000,inf,nan,669461.9323591,390066087.0240903,249917003.7634752,1575451925.5114768,24017957.4751274,1108825555.1849177,390066157.6575448,390066016.3906358,459825038.9986530,290818889.6822988,8132410289.2497292,390066087.0240903,249917003.7634752,1575451925.5114768,24017957.4751274,1108825555.1849177,390066157.6575448,390066016.3906358,459825038.9986530,290818889.6822988,8132410289.2497292
0.0125000,0.0125000,0.0125000,inf,nan,503960.4163349,259155519.2582303,166051700.2488166,1046569177.9489951,15963304.7985858,736596674.1352326,259155562.1221161,259155476.3943445,305502582.0336754,193216798.0577699,5402398950.5888281,259155519.2582303,166051700.2488166,1046569177.9489951,15963304.7985858,736596674.1352326,259155562.1221161,259155476.3943445,305502582.0336754,193216798.0577699,5402398950.5888281
0.0150000,0.0150000,0.0150000,inf,nan,400300.1075107,176289855.5207801,112969025.2368335,711737192.5691246,10867200.2013339,500943424.7188165,176289872.4604200,176289838.5811403,207817322.2090524,131435215.0835401,3674068146.8264513,176289855.5207801,112969025.2368335,711737192.5691246,10867200.2013339,500943424.7188165,176289872.4604200,176289838.5811403,207817322.2090524,131435215.0835401,3674068146.8264513
0.0175000,0.0175000,0.0175000,inf,nan,341581.3142345,123305848.3225175,79027369.5881614,497658350.0247545,7608304.1232980,350275171.0074069,123305840.2194859,123305856.4255492,145357718.6015710,91932293.2533579,2569034440.2376943,123305848.3225175,79027369.5881614,497658350.0247545,7608304.1232980,350275171.0074069,123305840.2194859,123305856.4255492,145357718.6015710,91932293.2533579,2569034440.2376943
0.0200000,0.0200000,0.0200000,inf,nan,318540.8409344,89101754.4201459,57111275.2504942,359529842.8051130,5501307.2132221,253057477.1274805,89101724.7207002,89101784.1195916,105036605.4984976,66430982.2135636,1856013584.3267355,89101754.4201459,57111275.2504942,359529842.8051130,5501307.2132221,253057477.1274805,89101724.7207002,89101784.1195916,105036605.4984976,66430982.2135636,1856013584.3267355
0.0225000,0.0225000,0.0225000,inf,nan,327510.3204326,65697082.3526346,42109569.7160832,265090261.4211063,4056089.9329324,186585568.0593518,65697034.3727827,65697130.3324864,77446269.9010084,48981321.8342659,1368485040.6103971,65697082.3526346,42109569.7160832,265090261.4211063,4056089.9329324,186585568.0593518,65697034.3727827,65697130.3324864,77446269.9010084,48981321.8342659,1368485040.6103971
0.0250000,0.0250000,0.0250000,inf,nan,348807.1430053,48586160.6509068,31150099.6273111,195928168.1001372,3004912.2049976,137910560.1663453,48586093.2309901,48586228.0708235,57275251.4491686,36224049.6276465,1011493859.0732409,48586160.6509068,31150099.6273111,195928168.1001372,3004912.2049976,137910560.1663453,48586093.2309901,48586228.0708235,57275251.4491686,36224049.6276465,1011493859.0732409
0.0275000,0.0275000,0.0275000,inf,nan,336862.9996404,36302288.8943871,23270906.1727366,146443324.6646471,2242725.3076897,103076746.7609230,36302207.6195167,36302370.1692575,42794546.7752775,27065647.8488982,756004400.7497618,36302288.8943871,23270906.1727366,146443324.6646471,2242725.3076897,103076746.7609230,36302207.6195167,36302370.1692575,42794546.7752775,27065647.8488982,756004400.7497618
0.0300000,0.0300000,0.0300000,inf,nan,358943.8589341,27339991.5668105,17529880.6359992,110228222.4206150,1691700.9027188,77588757.4714104,27339893.5416900,27340089.5919311,32229442.9242578,20383689.4718105,569070188.4435192,27339991.5668105,17529880.6359992,110228222.4206150,1691700.9027188,77588757.4714104,27339893.5416900,27340089.5919311,32229442.9242578,20383689.4718105,569070188.4435192
0.0325000,0.0325000,0.0325000,inf,nan,418081.7776000,20641835.6163018,13231910.9336159,83268492.8968320,1275064.3798672,58609987.6890369,20641727.6593189,20641943.5732847,24333396.7833086,15389791.4087740,429868228.7701141,20641835.6163018,13231910.9336159,83268492.8968320,1275064.3798672,58609987.6890369,20641727.6593189,20641943.5732847,24333396.7833086,15389791.4087740,429868228.7701141
0.0350000,0.0350000,0.0350000,inf,nan,523065.4212084,15658493.4798606,10039198.0285619,63139029.6773212,968362.2639126,44442650.0377743,15658371.1059767,15658615.8537446,18458839.7057763,11674395.2868411,325961491.3765253,15658493.4798606,10039198.0285619,63139029.6773212,968362.2639126,44442650.0377743,15658371.1059767,15658615.8537446,18458839.7057763,11674395.2868411,325961491.3765253
0.0375000,0.0375000,0.0375000,inf,nan,690319.3497036,12016853.4077777,7702749.6201550,48477899.2419684,742038.5757056,34121852.2529753,12016724.9361557,12016981.8793996,14165933.0833629,8959322.7449917,250262684.4408640,12016853.4077777,7702749.6201550,48477899.2419684,742038.5757056,34121852.2529753,12016724.9361557,12016981.8793996,14165933.0833629,8959322.7449917,250262684.4408640
0.0400000,0.0400000,0.0400000,inf,nan,947600.6679463,9181557.2605729,5886045.0796702,37027967.5099576,567426.5640804,26063133.0301585,9181416.4804763,9181698.0406694,10823575.9679117,6845430.4972925,191157848.9988363,9181557.2605729,5886045.0796702,37027967.5099576,567426.5640804,26063133.0301585,9181416.4804763,9181698.0406694,10823575.9679117,6845430.4972925,191157848.9988363
