# r[nm],d[nm],daligned[nm],UwaterUCD(d)[kj/mol],UMinwaterUCD(d)[kj/mol]
0.0000000,0.0000000,0.0000000,644682548.8578433,644682548.8578433
0.0050000,0.0050000,0.0050000,264576556.4230844,264576556.4230844
0.0100000,0.0100000,0.0100000,115803556.8707853,115803556.8707853
0.0150000,0.0150000,0.0150000,53879655.3510854,53879655.3510854
0.0200000,0.0200000,0.0200000,26593140.8812385,26593140.8812385
0.0250000,0.0250000,0.0250000,13602446.2081645,13602446.2081645
0.0300000,0.0300000,0.0300000,7304046.5952457,7304046.5952457
0.0350000,0.0350000,0.0350000,4122866.9709051,4122866.9709051
0.0400000,0.0400000,0.0400000,2452357.9650383,2452357.9650383
0.0450000,0.0450000,0.0450000,1540476.7452785,1540476.7452785
0.0500000,0.0500000,0.0500000,1022061.7017939,1022061.7017939
0.0550000,0.0550000,0.0550000,713961.9990850,713961.9990850
0.0600000,0.0600000,0.0600000,513895.9106177,513895.9106177
0.0650000,0.0650000,0.0650000,379583.4194950,379583.4194950
0.0700000,0.0700000,0.0700000,288280.4757642,288280.4757642
0.0750000,0.0750000,0.0750000,222578.6157693,222578.6157693
0.0800000,0.0800000,0.0800000,173584.7214885,173584.7214885
0.0850000,0.0850000,0.0850000,137601.0946065,137601.0946065
0.0900000,0.0900000,0.0900000,110604.0860770,110604.0860770
0.0950000,0.0950000,0.0950000,90016.5846795,90016.5846795
0.1000000,0.1000000,0.1000000,74115.5152802,74115.5152802
0.1050000,0.1050000,0.1050000,61185.8393281,61185.8393281
0.1100000,0.1100000,0.1100000,50489.1844554,50489.1844554
0.1150000,0.1150000,0.1150000,41889.9620988,41889.9620988
0.1200000,0.1200000,0.1200000,34926.2071748,34926.2071748
0.1250000,0.1250000,0.1250000,29240.5681375,29240.5681375
0.1300000,0.1300000,0.1300000,24128.4786431,24128.4786431
0.1350000,0.1350000,0.1350000,19529.3832895,19529.3832895
0.1400000,0.1400000,0.1400000,15743.3034917,15743.3034917
0.1450000,0.1450000,0.1450000,12720.3095953,12720.3095953
0.1500000,0.1500000,0.1500000,10295.4309892,10295.4309892
0.1550000,0.1550000,0.1550000,8341.9088068,8341.9088068
0.1600000,0.1600000,0.1600000,6763.0722348,6763.0722348
0.1650000,0.1650000,0.1650000,5484.0823340,5484.0823340
0.1700000,0.1700000,0.1700000,4398.9398748,4398.9398748
0.1750000,0.1750000,0.1750000,3430.0951241,3430.0951241
0.1800000,0.1800000,0.1800000,2677.7616673,2677.7616673
0.1850000,0.1850000,0.1850000,2087.3556521,2087.3556521
0.1900000,0.1900000,0.1900000,1656.2886050,1630.4338093
0.1950000,0.1950000,0.1950000,1301.3891837,1275.5325101
0.2000000,0.2000000,0.2000000,1024.8723352,999.0441052
0.2050000,0.2050000,0.2050000,808.4694295,783.1086320
0.2100000,0.2100000,0.2100000,637.9545681,613.5685363
0.2150000,0.2150000,0.2150000,503.8672765,478.6755030
0.2200000,0.2200000,0.2200000,398.8792974,373.4558343
0.2250000,0.2250000,0.2250000,316.7071263,291.2294357
0.2300000,0.2300000,0.2300000,252.3156084,226.8744683
0.2350000,0.2350000,0.2350000,201.7731688,176.4462404
0.2400000,0.2400000,0.2400000,162.0281271,136.8950703
0.2450000,0.2450000,0.2450000,130.7065644,105.8555296
0.2500000,0.2500000,0.2500000,105.9295682,81.4877721
0.2550000,0.2550000,0.2550000,86.1650865,62.3572682
0.2600000,0.2600000,0.2600000,70.1971298,47.3431250
0.2650000,0.2650000,0.2650000,57.1966744,35.5678543
0.2700000,0.2700000,0.2700000,46.6519455,26.3433484
0.2750000,0.2750000,0.2750000,38.1749382,19.1291758
0.2800000,0.2800000,0.2800000,31.4083108,13.5002909
0.2850000,0.2850000,0.2850000,26.0250572,9.1219673
0.2900000,0.2900000,0.2900000,21.7415587,5.7302936
0.2950000,0.2950000,0.2950000,18.3209503,3.1169676
0.3000000,0.3000000,0.3000000,15.5684840,1.1174183
0.3050000,0.3050000,0.3050000,13.3236534,-0.3984869
0.3100000,0.3100000,0.3100000,11.4545976,-1.5337254
0.3150000,0.3150000,0.3150000,9.8591057,-2.3698350
0.3200000,0.3200000,0.3200000,8.4691570,-2.9714071
0.3250000,0.3250000,0.3250000,7.2489607,-3.3896226
0.3300000,0.3300000,0.3300000,6.1824711,-3.6772454
0.3350000,0.3350000,0.3350000,5.2581275,-3.8965027
0.3400000,0.3400000,0.3400000,4.4597191,-4.0152238
0.3450000,0.3450000,0.3450000,3.7653561,-4.0562688
0.3500000,0.3500000,0.3500000,3.1517661,-4.0386128
0.3550000,0.3550000,0.3550000,2.5999434,-3.9763130
0.3600000,0.3600000,0.3600000,2.0984875,-3.8814525
0.3650000,0.3650000,0.3650000,1.6428656,-3.7634584
0.3700000,0.3700000,0.3700000,1.2318832,-3.6296620
0.3750000,0.3750000,0.3750000,0.8644407,-3.4857398
0.3800000,0.3800000,0.3800000,0.5385190,-3.3476650
0.3850000,0.3850000,0.3850000,0.2517943,-3.2273746
0.3900000,0.3900000,0.3900000,0.0022153,-3.1556220
0.3950000,0.3950000,0.3950000,-0.2123019,-3.0812569
0.4000000,0.4000000,0.4000000,-0.3947002,-3.0059416
0.4050000,0.4050000,0.4050000,-0.5492471,-2.9129631
0.4100000,0.4100000,0.4100000,-0.6811246,-2.8079343
0.4150000,0.4150000,0.4150000,-0.7952970,-2.6952084
0.4200000,0.4200000,0.4200000,-0.8952863,-2.6527819
0.4250000,0.4250000,0.4250000,-0.9826072,-2.6059467
0.4300000,0.4300000,0.4300000,-1.0571988,-2.5390066
0.4350000,0.4350000,0.4350000,-1.1184708,-2.4579280
0.4400000,0.4400000,0.4400000,-1.1662292,-2.3673412
0.4450000,0.4450000,0.4450000,-1.2010065,-2.2708219
0.4500000,0.4500000,0.4500000,-1.2238206,-2.1711143
0.4550000,0.4550000,0.4550000,-1.2357357,-2.0915567
0.4600000,0.4600000,0.4600000,-1.2376170,-2.0118823
0.4650000,0.4650000,0.4650000,-1.2301840,-1.9304327
0.4700000,0.4700000,0.4700000,-1.2142037,-1.9197103
0.4750000,0.4750000,0.4750000,-1.1906281,-1.8858011
0.4800000,0.4800000,0.4800000,-1.1606063,-1.8353469
0.4850000,0.4850000,0.4850000,-1.1254044,-1.7734428
0.4900000,0.4900000,0.4900000,-1.0862979,-1.7039851
0.4950000,0.4950000,0.4950000,-1.0444800,-1.6299393
0.5000000,0.5000000,0.5000000,-1.0010033,-1.5557358
0.5050000,0.5050000,0.5050000,-0.9567541,-1.5016004
0.5100000,0.5100000,0.5100000,-0.9124502,-1.4578333
0.5150000,0.5150000,0.5150000,-0.8686530,-1.4074049
0.5200000,0.5200000,0.5200000,-0.8257875,-1.3621280
0.5250000,0.5250000,0.5250000,-0.7841640,-1.3351043
0.5300000,0.5300000,0.5300000,-0.7439992,-1.2999492
0.5350000,0.5350000,0.5350000,-0.7054351,-1.2580493
0.5400000,0.5400000,0.5400000,-0.6685553,-1.2117746
0.5450000,0.5450000,0.5450000,-0.6333985,-1.1629114
0.5500000,0.5500000,0.5500000,-0.5999695,-1.1127985
0.5550000,0.5550000,0.5550000,-0.5682479,-1.0624311
0.5600000,0.5600000,0.5600000,-0.5381951,-1.0125407
0.5650000,0.5650000,0.5650000,-0.5097594,-0.9636564
0.5700000,0.5700000,0.5700000,-0.4828805,-0.9161526
0.5750000,0.5750000,0.5750000,-0.4574926,-0.8702849
0.5800000,0.5800000,0.5800000,-0.4335269,-0.8262188
0.5850000,0.5850000,0.5850000,-0.4109130,-0.7840511
0.5900000,0.5900000,0.5900000,-0.3895808,-0.7438274
0.5950000,0.5950000,0.5950000,-0.3694613,-0.7055544
0.6000000,0.6000000,0.6000000,-0.3504871,-0.6692108
0.6050000,0.6050000,0.6050000,-0.3325934,-0.6347544
0.6100000,0.6100000,0.6100000,-0.3157176,-0.6021287
0.6150000,0.6150000,0.6150000,-0.2998001,-0.5712670
0.6200000,0.6200000,0.6200000,-0.2847843,-0.5420964
0.6250000,0.6250000,0.6250000,-0.2706164,-0.5145403
0.6300000,0.6300000,0.6300000,-0.2572455,-0.4885202
0.6350000,0.6350000,0.6350000,-0.2446237,-0.4639578
0.6400000,0.6400000,0.6400000,-0.2327057,-0.4407756
0.6450000,0.6450000,0.6450000,-0.2214490,-0.4188979
0.6500000,0.6500000,0.6500000,-0.2108137,-0.3982516
0.6550000,0.6550000,0.6550000,-0.2007623,-0.3787662
0.6600000,0.6600000,0.6600000,-0.1912596,-0.3603743
0.6650000,0.6650000,0.6650000,-0.1822726,-0.3430117
0.6700000,0.6700000,0.6700000,-0.1737704,-0.3266174
