# r[nm],d[nm],daligned[nm],U(d)[kj/mol],V(d)[e/nm],USlab(d)[kJ/mol],UC(d)[kJ/mol],UK(d)[kJ/mol],UCl(d)[kJ/mol],UC2A(d)[kJ/mol],UC4A(d)[kJ/mol],UCPlus(d)[kJ/mol],UCMinus(d)[kJ/mol],UCMoreLJ(d)[kJ/mol],UCLessLJ(d)[kJ/mol],UCEps20(d)[kJ/mol],UCMin(d)[kJ/mol],UKMin(d)[kJ/mol],UClMin(d)[kJ/mol],UC2AMin(d)[kJ/mol],UC4AMin(d)[kJ/mol],UCPlusMin(d)[kJ/mol],UCMinusMin(d)[kJ/mol],UCMoreLJMin(d)[kJ/mol],UCLessLJMin(d)[kJ/mol],UCEps20Min(d)[kJ/mol]
0.0000000,0.0000000,0.0000000,inf,nan,415301.6019621,318077604.2885337,203778467.2465563,1284903508.7954969,19574824.7705233,904324114.3736324,318077413.6475874,318077794.9294801,374962222.2029783,237146931.7359140,6632529550.9479628,318077604.2885337,203778467.2465563,1284903508.7954969,19574824.7705233,904324114.3736324,318077413.6475874,318077794.9294801,374962222.2029783,237146931.7359140,6632529550.9479628
0.0025000,0.0025000,0.0025000,inf,nan,437653.5255143,315167071.3490089,201913787.9245336,1273146416.5861678,19395679.9994107,896049378.5346406,315166880.9085925,315167261.7894253,371531173.0373500,234976945.7104329,6571840641.2006273,315167071.3490089,201913787.9245336,1273146416.5861678,19395679.9994107,896049378.5346406,315166880.9085925,315167261.7894253,371531173.0373500,234976945.7104329,6571840641.2006273
0.0050000,0.0050000,0.0050000,inf,nan,509023.8098218,307879786.3868825,197245072.9306952,1243709441.6862173,18947144.3900777,875331399.3993545,307879596.4588275,307879976.3149376,362940638.7577137,229543814.7821520,6419889981.9459171,307879786.3868825,197245072.9306952,1243709441.6862173,18947144.3900777,875331399.3993545,307879596.4588275,307879976.3149376,362940638.7577137,229543814.7821520,6419889981.9459171
0.0075000,0.0075000,0.0075000,inf,nan,641234.8003074,296565149.7877507,189996173.9875714,1198003946.8639443,18250725.8964241,843163507.1042987,296564960.6516639,296565338.9238375,349602506.0962857,221108038.9934328,6183962898.9693813,296565149.7877507,189996173.9875714,1198003946.8639443,18250725.8964241,843163507.1042987,296564960.6516639,296565338.9238375,349602506.0962857,221108038.9934328,6183962898.9693813
0.0100000,0.0100000,0.0100000,inf,nan,857050.3379369,281723230.7063224,180487468.2021324,1138049975.1418507,17337204.9859520,800967423.3074427,281723042.6707476,281723418.7418971,332106275.9766671,210042451.4645459,5874486640.5552225,281723230.7063224,180487468.2021324,1138049975.1418507,17337204.9859520,800967423.3074427,281723042.6707476,281723418.7418971,332106275.9766671,210042451.4645459,5874486640.5552225
0.0125000,0.0125000,0.0125000,inf,nan,1195706.8450366,264037172.4455692,169156624.9785649,1066607049.5243838,16248632.1484992,750685323.7667974,264036985.7930951,264037359.0980432,311257264.2322009,196856378.6493230,5505705594.6155272,264037172.4455692,169156624.9785649,1066607049.5243838,16248632.1484992,750685323.7667974,264036985.7930951,264037359.0980432,311257264.2322009,196856378.6493230,5505705594.6155272
0.0150000,0.0150000,0.0150000,inf,nan,1723044.8589802,244250047.9651836,156479707.9611320,986676790.1627260,15030746.2564446,694429773.6319710,244249862.9641932,244250232.9661739,287931434.1010042,182103828.3435699,5093113825.0875025,244250047.9651836,156479707.9611320,986676790.1627260,15030746.2564446,694429773.6319710,244249862.9641932,244250232.9661739,287931434.1010042,182103828.3435699,5093113825.0875025
0.0175000,0.0175000,0.0175000,inf,nan,2549799.3642183,223126151.6124316,142946376.4026934,901346543.1961374,13730592.1263396,634373672.6120725,223125968.5148807,223126334.7099825,263029765.4163134,166354630.2270674,4652647903.9984627,223126151.6124316,142946376.4026934,901346543.1961374,13730592.1263396,634373672.6120725,223125968.5148807,223126334.7099825,263029765.4163134,166354630.2270674,4652647903.9984627
0.0200000,0.0200000,0.0200000,inf,nan,3864994.9557211,201399752.1504259,129027052.7616202,813582370.9157138,12393366.0015426,572604559.7109843,201399571.1900410,201399933.1108107,237417842.6876910,150156228.0113311,4199618347.1018376,201399752.1504259,129027052.7616202,813582370.9157138,12393366.0015426,572604559.7109843,201399571.1900410,201399933.1108107,237417842.6876910,150156228.0113311,4199618347.1018376
0.0225000,0.0225000,0.0225000,inf,nan,5998270.6032625,179702647.2353319,115126519.6527805,725936234.6958796,11057962.0346840,510918534.1661154,179702468.4683762,179702826.0022875,211840453.5076755,133979666.7294521,3747198193.7459469,179702647.2353319,115126519.6527805,725936234.6958796,11057962.0346840,510918534.1661154,179702468.4683762,179702826.0022875,211840453.5076755,133979666.7294521,3747198193.7459469
0.0250000,0.0250000,0.0250000,inf,nan,9539439.2571356,158628632.3969676,101625183.3818517,640807079.1772804,9760918.9670561,451003978.3300951,158628456.1461734,158628808.6477617,186997587.0876819,118267658.4305535,3307770423.6316404,158628632.3969676,101625183.3818517,640807079.1772804,9760918.9670561,451003978.3300951,158628456.1461734,158628808.6477617,186997587.0876819,118267658.4305535,3307770423.6316404
0.0275000,0.0275000,0.0275000,inf,nan,15575198.4318499,138627910.2033075,88811481.2476662,560013362.3917732,8529950.9069854,394140743.7732764,138627736.6393051,138628083.7673098,163419959.6839106,103355857.5468096,2890721787.5672245,138627910.2033075,88811481.2476662,560013362.3917732,8529950.9069854,394140743.7732764,138627736.6393051,138628083.7673098,163419959.6839106,103355857.5468096,2890721787.5672245
0.0300000,0.0300000,0.0300000,inf,nan,26174662.6339771,120025241.5763766,76893475.5210716,484866966.1979436,7385045.9257310,341252143.0959077,120025070.8487499,120025412.3040034,141490412.0728434,89486393.8451942,2502824082.3635716,120025241.5763766,76893475.5210716,484866966.1979436,7385045.9257310,341252143.0959077,120025070.8487499,120025412.3040034,141490412.0728434,89486393.8451942,2502824082.3635716
0.0325000,0.0325000,0.0325000,inf,nan,45425415.4283461,103029558.6148817,66005020.4309603,416211886.8733210,6339062.2569407,292932187.0972391,103029390.8524113,103029726.3773520,121455241.5195635,76815039.3935341,2148433925.6701870,103029558.6148817,66005020.4309603,416211886.8733210,6339062.2569407,292932187.0972391,103029390.8524113,103029726.3773520,121455241.5195635,76815039.3935341,2148433925.6701870
0.0350000,0.0350000,0.0350000,inf,nan,81744374.5670172,87747071.3775467,56214159.3722854,354477178.4914590,5398535.1826980,249482846.8012890,87746906.6887572,87747236.0663361,103439652.5625312,65420980.4948143,1829766044.7503495,87747071.3775467,56214159.3722854,354477178.4914590,5398535.1826980,249482846.8012890,87746906.6887572,87747236.0663361,103439652.5625312,65420980.4948143,1829766044.7503495
0.0375000,0.0375000,0.0375000,inf,nan,153295861.6204931,74198528.6077306,47534183.4073225,299746676.0939938,4564739.6015754,210963125.2387333,74198367.0816891,74198690.1337721,87468104.6255253,55319686.6469139,1547253180.8604026,74198528.6077306,47534183.4073225,299746676.0939938,4564739.6015754,210963125.2387333,74198367.0816891,74198690.1337721,87468104.6255253,55319686.6469139,1547253180.8604026
0.0400000,0.0400000,0.0400000,inf,nan,90654426.9207575,62338052.8176511,39935698.3948786,251835078.6001818,3834849.4869895,177242605.2591127,62337894.5249661,62338211.1103362,73486515.5457778,46476953.2868059,1299938821.9088690,62338052.8176511,39935698.3948786,251835078.6001818,3834849.4869895,177242605.2591127,62337894.5249661,62338211.1103362,73486515.5457778,46476953.2868059,1299938821.9088690
0.0425000,0.0425000,0.0425000,inf,nan,52534779.7793172,52071535.4890413,33358410.2802526,210362255.0280476,3203070.2466797,148053746.8876855,52071380.4830119,52071690.4950706,61383946.5502916,38822616.5737914,1085860763.9612622,52071535.4890413,33358410.2802526,210362255.0280476,3203070.2466797,148053746.8876855,52071380.4830119,52071690.4950706,61383946.5502916,38822616.5737914,1085860763.9612622
0.0450000,0.0450000,0.0450000,inf,nan,32205416.4240705,43273215.4869027,27721746.4056092,174820212.0828351,2661659.2283134,123039019.6838983,43273063.8047719,43273367.1690336,51012145.5332600,32262913.6434173,902396791.3840629,43273215.4869027,27721746.4056092,174820212.0828351,2661659.2283134,123039019.6838983,43273063.8047719,43273367.1690336,51012145.5332600,32262913.6434173,902396791.3840629
0.0475000,0.0475000,0.0475000,inf,nan,21511574.7586396,35799660.6502680,22933813.0971045,144629572.1690732,2201786.3584190,101790652.4415888,35799512.3145362,35799808.9859999,42202029.0977805,26690906.7659374,746556210.7744294,35799660.6502680,22933813.0971045,144629572.1690732,2201786.3584190,101790652.4415888,35799512.3145362,35799808.9859999,42202029.0977805,26690906.7659374,746556210.7744294
0.0500000,0.0500000,0.0500000,inf,nan,16674740.9820250,29500862.3070167,18898503.5755371,119184389.3288373,1814217.0517032,83882175.0185613,29500717.3267819,29501007.2872516,34776761.2004170,21994755.0074178,615211186.3702976,29500862.3070167,18898503.5755371,119184389.3288373,1814217.0517032,83882175.0185613,29500717.3267819,29501007.2872516,34776761.2004170,21994755.0074178,615211186.3702976
0.0525000,0.0525000,0.0525000,inf,nan,16358984.9430005,24228508.9608403,15520798.6372591,97885570.6745347,1489821.4727553,68891940.6136965,24228367.3331323,24228650.5885483,28561506.4944355,18063882.7856215,505269258.1141153,24228508.9608403,15520798.6372591,97885570.6745347,1489821.4727553,68891940.6136965,24228367.3331323,24228650.5885483,28561506.4944355,18063882.7856215,505269258.1141153
0.0550000,0.0550000,0.0550000,inf,nan,12678178.3585626,19841731.7365450,12710447.5600596,80164085.1679553,1219928.1643388,56419460.2901099,19841593.4476302,19841870.0254598,23390203.2836659,14793263.4621468,413793142.9841553,19841731.7365450,12710447.5600596,80164085.1679553,1219928.1643388,56419460.2901099,19841593.4476302,19841870.0254598,23390203.2836659,14793263.4621468,413793142.9841553
0.0575000,0.0575000,0.0575000,inf,nan,8379561.8039469,16210730.7192125,10384291.3580053,65495612.3974151,996547.2302211,46095712.8957685,16210595.7458492,16210865.6925758,19109838.3918164,12086123.0071738,338076350.4295657,16210730.7192125,10384291.3580053,65495612.3974151,996547.2302211,46095712.8957685,16210595.7458492,16210865.6925758,19109838.3918164,12086123.0071738,338076350.4295657
