# r[nm],d[nm],daligned[nm],U(d)[kj/mol],V(d)[e/nm],USlab(d)[kJ/mol],UC(d)[kJ/mol],UK(d)[kJ/mol],UCl(d)[kJ/mol],UC2A(d)[kJ/mol],UC4A(d)[kJ/mol],UC6A(d)[kJ/mol],UC8A(d)[kJ/mol],UC10A(d)[kJ/mol]
0.0000000,0.0000000,0.0000000,inf,nan,49941113260.4566803,992449241913898.3750000,639495564577642.8750000,3955801351576607.5000000,63532512864888.4609375,2786452707578427.5000000,49181905411852216.0000000,497885381516273344.0000000,3463608382182962688.0000000
0.0025000,0.0025000,0.0025000,inf,nan,21773299295.2433014,242048918082108.9375000,155966871919268.7812500,964782358594865.8750000,15494970577718.3750000,679589332614810.0000000,11995001860185884.0000000,121429559047575440.0000000,844741606682172288.0000000
0.0050000,0.0050000,0.0050000,inf,nan,8361982854.9359894,68371712302758.1562500,44056058736768.1640625,272522733254804.2500000,4376872011089.1025391,191964061957822.8750000,3388237741713325.5000000,34300315615181616.0000000,238614977876960704.0000000
0.0075000,0.0075000,0.0075000,inf,nan,3432945455.7629547,21762841686036.0664062,14023122772839.1210938,86744511766416.2031250,1393165198050.7539062,61102530147901.5390625,1078483366061538.0000000,10917870574621338.0000000,75951740884459104.0000000
0.0100000,0.0100000,0.0100000,inf,nan,1529503212.7998593,7647780561183.8203125,4927929282348.8671875,30483303102689.1250000,489577924785.2738037,21472331255137.3750000,378995421587615.1875000,3836709003849995.5000000,26690640063111908.0000000
0.0125000,0.0125000,0.0125000,inf,nan,729308841.8897398,2921053978720.2285156,1882211843033.3693848,11643042893406.8750000,186992878868.0524292,8201317999294.5771484,144756873152512.5000000,1465428771853764.5000000,10194486520239986.0000000
0.0150000,0.0150000,0.0150000,inf,nan,368249659.7520912,1197890771504.1025391,771873177912.3089600,4774683443056.1523438,76683399232.7460327,3363269810204.6630859,59363347118633.9843750,600958947446328.6250000,4180672952239716.5000000
0.0175000,0.0175000,0.0175000,inf,nan,195282591.5111605,522325859357.1444702,336565808220.3235474,2081946284724.1843262,33436727538.3078423,1466515324052.7944336,25884802200073.5585938,262042983504120.8125000,1822950868591393.0000000
0.0200000,0.0200000,0.0200000,inf,nan,108061914.4773471,240267367173.6720886,154818515095.5985107,957687087048.8958740,15380641071.5225391,674591185897.7716064,11906963596476.1894531,120539781747340.5781250,838560156123718.1250000
0.0225000,0.0225000,0.0225000,inf,nan,62091086.7544158,115844400325.1183624,74645336801.5969849,461747979517.8724365,7415684544.7961807,325253488608.6145020,5740967566482.6191406,58118803967171.0468750,404317280736477.5625000
0.0250000,0.0250000,0.0250000,inf,nan,36926089.2120039,58231380495.0374374,37521838878.5540085,232107126630.5586243,3727595686.1744127,163495326897.8381042,2885838329991.2617188,29215031764756.0078125,203242390790920.1875000
0.0275000,0.0275000,0.0275000,inf,nan,22722197.8761098,30380190527.4129333,19575675323.1774826,121094294587.1184082,1944717268.0445747,85298311918.5360718,1505606508203.2827148,15242258073826.8574219,106037648458396.7187500
0.0300000,0.0300000,0.0300000,inf,nan,14564200.7809942,16387909102.2596722,10559633665.6868153,65321922736.6008759,1049016445.9466118,46012472846.9620438,812179460971.1834717,8222313753475.2558594,57201613703022.5390625
0.0325000,0.0325000,0.0325000,inf,nan,9977250.1224922,9110569972.6789722,5870426873.4380140,36314801530.6356888,583170175.3372164,25579975214.2520332,451526290669.5020142,4571199100789.7441406,31801566258444.4414062
0.0350000,0.0350000,0.0350000,inf,nan,7855507.0565368,5205261167.7394333,3354016829.7538962,20748367244.7452087,333181744.5928221,14615045322.7712822,257982850085.6873779,2611824007090.6284180,18170511941096.2968750
0.0375000,0.0375000,0.0375000,inf,nan,7302529.1138660,3049037824.8994761,1964643757.5578659,12153689410.1674252,195158704.8794869,8560992780.3240232,151120699478.8086548,1529973923848.8586426,10644198905856.3632812
0.0400000,0.0400000,0.0400000,inf,nan,4699444.9299051,1827216751.2866380,1177359297.1948183,7283498835.5942726,116949586.1703728,5130453608.5965595,90566239700.5860291,916926542435.8387451,6379256919770.3574219
0.0425000,0.0425000,0.0425000,inf,nan,2828211.9091978,1118206360.3891311,720507422.3314600,4457357622.4139090,71566633.3004405,3139733964.0282006,55426312692.4940796,561168903550.0144043,3904242057187.6567383
0.0450000,0.0450000,0.0450000,inf,nan,1754818.7886090,697675136.4004018,449538432.5380743,2781091804.6426082,44649612.3417609,1958981334.8688009,34583432908.1006012,350151946801.2332764,2436174447572.7016602
0.0475000,0.0475000,0.0475000,inf,nan,1150398.5892538,443161836.3488533,285543613.1535607,1766575523.8832955,28359434.7577407,1244361920.0786483,21968562743.6211739,222434715901.4672546,1547620123640.3366699
0.0500000,0.0500000,0.0500000,inf,nan,794728.7162780,286220473.8582673,184419410.1856598,1140984633.3560700,18314732.1490708,803699585.6322206,14189553683.0520458,143675944984.7698975,999671417671.1817627
0.0525000,0.0525000,0.0525000,inf,nan,581299.2684693,187751867.3238716,120972095.0224841,748469988.7648931,12012720.1504003,527214908.1059192,9308640591.0054798,94258011204.5716553,655850124606.3272705
0.0550000,0.0550000,0.0550000,inf,nan,455658.4019901,124964607.5962961,80515955.6056486,498184680.3948467,7994517.5578801,350915761.2566593,6196255926.9733229,62745240257.1039505,436598536155.7623291
0.0575000,0.0575000,0.0575000,inf,nan,389348.3988175,84321016.7487275,54327970.8394284,336166999.0720909,5393591.9514399,236791790.7806016,4181444097.6051259,42344841359.4493637,294658934462.9378662
0.0600000,0.0600000,0.0600000,inf,nan,323961.2544433,57637678.6340105,37135160.4337214,229797315.0974060,3686142.7709002,161865904.5344458,2858608897.0444584,28950484866.9364929,201463124048.4911194
0.0625000,0.0625000,0.0625000,inf,nan,279448.0100336,39886022.6492335,25697377.7004829,159031269.8848783,2550311.3199367,112018970.4768274,1978512147.9656019,20038802991.1086044,139455551249.5297852
0.0650000,0.0650000,0.0650000,inf,nan,262225.4595320,27928265.4817470,17992807.1888415,111361258.6867462,1785266.2043944,78440707.6219043,1385627175.2708118,14035169277.8967800,97681099836.7877808
0.0675000,0.0675000,0.0675000,inf,nan,270006.6287743,19778038.1883744,12741546.8127570,78869289.0497596,1263875.3856282,55553733.2573191,981495083.8354454,9942722077.3866997,69204229517.5501404
0.0700000,0.0700000,0.0700000,inf,nan,304043.2355760,14160718.5293653,9122306.8062359,56474456.6989392,904563.0500005,39779093.4829508,702934244.6485584,7121758042.5638084,49574218125.0222931
0.0725000,0.0725000,0.0725000,inf,nan,369392.8214573,10247896.6642103,6601312.3593632,40874514.9564722,654313.0336368,28790710.1071757,508879827.9014679,5156494601.5540133,35898221326.8026352
0.0750000,0.0750000,0.0750000,inf,nan,475959.5270354,7494647.9027868,4827450.3713927,29897233.4950596,478253.0123554,21058481.2301193,372318521.4368210,3773415535.8739791,26273193361.0654297
0.0775000,0.0775000,0.0775000,inf,nan,640594.0596091,5538424.7255047,3567120.7399492,22097372.8300655,353182.9387957,15564392.3535129,275277186.9613361,2790534565.5189910,19432904317.6303711
