# r[nm],d[nm],daligned[nm],U(d)[kj/mol],V(d)[e/nm],Uslab(d)[kJ/mol]
0.2100000,0.2100000,0.2100000,1741.2493808,-2.2304565,inf
0.2125000,0.2125000,0.2125000,1572.2685596,-2.2195349,inf
0.2150000,0.2150000,0.2150000,1421.8164265,-2.2080735,inf
0.2175000,0.2175000,0.2175000,1287.4093419,-2.2101504,1816.2034073
0.2200000,0.2200000,0.2200000,1156.5424732,-2.4010847,1520.8189173
0.2225000,0.2225000,0.2225000,1034.4239737,-2.3890950,1278.4107041
0.2250000,0.2250000,0.2250000,925.9653065,-2.3740240,1078.4728926
0.2275000,0.2275000,0.2275000,829.5594017,-2.3585672,912.7863144
0.2300000,0.2300000,0.2300000,743.7789814,-2.3427699,774.8776505
0.2325000,0.2325000,0.2325000,667.3778006,-2.3266673,659.6162508
0.2350000,0.2350000,0.2350000,599.2661056,-2.3102925,562.9112340
0.2375000,0.2375000,0.2375000,538.4895896,-2.2936764,481.4822340
0.2400000,0.2400000,0.2400000,484.2113723,-2.2768481,412.6846530
0.2425000,0.2425000,0.2425000,435.6965375,-2.2598347,354.3755618
0.2450000,0.2450000,0.2450000,392.2988282,-2.2426612,304.8100577
0.2475000,0.2475000,0.2475000,353.4491439,-2.2253504,262.5595218
0.2500000,0.2500000,0.2500000,318.6455096,-2.2079211,226.4395146
0.2525000,0.2525000,0.2525000,287.4442425,-2.1903863,195.4323457
0.2550000,0.2550000,0.2550000,259.4521543,-2.1727504,168.6312063
0.2575000,0.2575000,0.2575000,234.3198073,-2.1550086,145.2922515
0.2600000,0.2600000,0.2600000,211.7359816,-2.1371490,124.9290223
0.2625000,0.2625000,0.2625000,191.4234905,-2.1191608,107.2362474
0.2650000,0.2650000,0.2650000,173.1362336,-2.1010449,91.9417124
0.2675000,0.2675000,0.2675000,156.6570127,-2.0828225,78.7608820
0.2700000,0.2700000,0.2700000,141.7954063,-2.0645372,67.4140270
0.2725000,0.2725000,0.2725000,128.3851415,-2.0462472,57.6440770
0.2750000,0.2750000,0.2750000,116.2808731,-2.0280125,49.2234686
0.2775000,0.2775000,0.2775000,105.3547361,-2.0098838,41.9544490
0.2800000,0.2800000,0.2800000,95.4931810,-1.9918965,35.6670182
0.2825000,0.2825000,0.2825000,86.5944280,-1.9740703,30.2164339
0.2850000,0.2850000,0.2850000,78.5666001,-1.9564131,25.4807317
0.2875000,0.2875000,0.2875000,71.3264142,-1.9389247,21.3580932
0.2900000,0.2900000,0.2900000,64.7982477,-1.9216007,17.7638915
0.2925000,0.2925000,0.2925000,58.9134261,-1.9044355,14.6275136
0.2950000,0.2950000,0.2950000,53.6096269,-1.8874245,11.8892895
0.2975000,0.2975000,0.2975000,48.8303364,-1.8705657,9.4978776
0.3000000,0.3000000,0.3000000,44.5243327,-1.8538626,7.4083125
0.3025000,0.3025000,0.3025000,40.6451805,-1.8373267,5.5807395
0.3050000,0.3050000,0.3050000,37.1507417,-1.8209794,3.9797261
0.3075000,0.3075000,0.3075000,34.0027071,-1.8048546,2.5739706
0.3100000,0.3100000,0.3100000,31.1661549,-1.7889976,1.3362182
0.3125000,0.3125000,0.3125000,28.6091406,-1.7734632,0.2432174
0.3150000,0.3150000,0.3150000,26.3023161,-1.7583113,-0.7244039
0.3175000,0.3175000,0.3175000,24.2185812,-1.7436029,-1.5824206
0.3200000,0.3200000,0.3200000,22.3327807,-1.7293967,-2.3434728
0.3225000,0.3225000,0.3225000,20.6214866,-1.7157492,-3.0176744
0.3250000,0.3250000,0.3250000,19.0629181,-1.7027144,-3.6132751
0.3275000,0.3275000,0.3275000,17.6370568,-1.6903404,-4.1372732
0.3300000,0.3300000,0.3300000,16.3259592,-1.6786600,-4.5959002
0.3325000,0.3325000,0.3325000,15.1141834,-1.6676761,-4.9949522
0.3350000,0.3350000,0.3350000,13.9891572,-1.6573487,-5.3399820
0.3375000,0.3375000,0.3375000,12.9412930,-1.6475920,-5.6363871
0.3400000,0.3400000,0.3400000,11.9637360,-1.6382853,-5.8894179
0.3425000,0.3425000,0.3425000,11.0517798,-1.6292949,-6.1041298
0.3450000,0.3450000,0.3450000,10.2020997,-1.6204982,-6.2852977
0.3475000,0.3475000,0.3475000,9.4119943,-1.6118034,-6.4373218
0.3500000,0.3500000,0.3500000,8.6787758,-1.6031581,-6.5641624
0.3525000,0.3525000,0.3525000,7.9993730,-1.5945490,-6.6693435
0.3550000,0.3550000,0.3550000,7.3701453,-1.5859928,-6.7560638
0.3575000,0.3575000,0.3575000,6.7868776,-1.5775225,-6.8274285
