# r[nm],d[nm],daligned[nm],UwaterUCD(d)[kj/mol]
0.0000000,0.0000000,0.0000000,21449595170556575744.0000000
0.0050000,0.0050000,0.0050000,88596704892238016.0000000
0.0100000,0.0100000,0.0100000,2073277918298010.5000000
0.0150000,0.0150000,0.0150000,119144612840992.8125000
0.0200000,0.0200000,0.0200000,11874911638477.1210938
0.0250000,0.0250000,0.0250000,1717487108620.4238281
0.0300000,0.0300000,0.0300000,324969232411.1970825
0.0350000,0.0350000,0.0350000,75332194709.6841583
0.0400000,0.0400000,0.0400000,20471494591.1141281
0.0450000,0.0450000,0.0450000,6323703726.4179792
0.0500000,0.0500000,0.0500000,2174503582.2336907
0.0550000,0.0550000,0.0550000,825783945.9927276
0.0600000,0.0600000,0.0600000,356444831.7957069
0.0650000,0.0650000,0.0650000,168183950.3538250
0.0700000,0.0700000,0.0700000,84279219.6290013
0.0750000,0.0750000,0.0750000,42384915.5541809
0.0800000,0.0800000,0.0800000,22183407.2409168
0.0850000,0.0850000,0.0850000,11958974.7625881
0.0900000,0.0900000,0.0900000,6657816.4743310
0.0950000,0.0950000,0.0950000,3776756.2272564
0.1000000,0.1000000,0.1000000,2238116.9823292
0.1050000,0.1050000,0.1050000,1310213.9168656
0.1100000,0.1100000,0.1100000,794492.8109976
0.1150000,0.1150000,0.1150000,491696.9980364
0.1200000,0.1200000,0.1200000,311626.8877696
0.1250000,0.1250000,0.1250000,198263.4987735
0.1300000,0.1300000,0.1300000,128408.7806378
0.1350000,0.1350000,0.1350000,85172.2567058
0.1400000,0.1400000,0.1400000,57383.5686300
0.1450000,0.1450000,0.1450000,38775.6040961
0.1500000,0.1500000,0.1500000,26321.6616770
0.1550000,0.1550000,0.1550000,18126.2732887
0.1600000,0.1600000,0.1600000,12651.3288529
0.1650000,0.1650000,0.1650000,8941.3510500
0.1700000,0.1700000,0.1700000,6355.0029997
0.1750000,0.1750000,0.1750000,4544.9177517
0.1800000,0.1800000,0.1800000,3282.0205532
0.1850000,0.1850000,0.1850000,2391.3341972
0.1900000,0.1900000,0.1900000,1772.0104879
0.1950000,0.1950000,0.1950000,1315.5659972
0.2000000,0.2000000,0.2000000,984.1571967
0.2050000,0.2050000,0.2050000,740.6970197
0.2100000,0.2100000,0.2100000,560.1872466
0.2150000,0.2150000,0.2150000,426.0887026
0.2200000,0.2200000,0.2200000,326.1096403
0.2250000,0.2250000,0.2250000,251.1489350
0.2300000,0.2300000,0.2300000,194.6024037
0.2350000,0.2350000,0.2350000,151.6988657
0.2400000,0.2400000,0.2400000,118.9783973
0.2450000,0.2450000,0.2450000,93.9069592
0.2500000,0.2500000,0.2500000,74.6072641
0.2550000,0.2550000,0.2550000,59.6743973
0.2600000,0.2600000,0.2600000,48.0489918
0.2650000,0.2650000,0.2650000,38.9327790
0.2700000,0.2700000,0.2700000,31.7311271
0.2750000,0.2750000,0.2750000,26.0051739
0.2800000,0.2800000,0.2800000,21.4282241
0.2850000,0.2850000,0.2850000,17.7522156
0.2900000,0.2900000,0.2900000,14.7860076
0.2950000,0.2950000,0.2950000,12.3807154
0.3000000,0.3000000,0.3000000,10.4187668
0.3050000,0.3050000,0.3050000,8.8062767
0.3100000,0.3100000,0.3100000,7.4675903
0.3150000,0.3150000,0.3150000,6.3409877
0.3200000,0.3200000,0.3200000,5.3767423
0.3250000,0.3250000,0.3250000,4.5378871
0.3300000,0.3300000,0.3300000,3.8006507
0.3350000,0.3350000,0.3350000,3.1516523
0.3400000,0.3400000,0.3400000,2.5828630
0.3450000,0.3450000,0.3450000,2.0873761
0.3500000,0.3500000,0.3500000,1.6574307
0.3550000,0.3550000,0.3550000,1.2842497
0.3600000,0.3600000,0.3600000,0.9588996
0.3650000,0.3650000,0.3650000,0.6735584
0.3700000,0.3700000,0.3700000,0.4225039
0.3750000,0.3750000,0.3750000,0.2021137
0.3800000,0.3800000,0.3800000,0.0097555
0.3850000,0.3850000,0.3850000,-0.1575511
0.3900000,0.3900000,0.3900000,-0.3034817
0.3950000,0.3950000,0.3950000,-0.4315507
0.4000000,0.4000000,0.4000000,-0.5440255
0.4050000,0.4050000,0.4050000,-0.6415950
0.4100000,0.4100000,0.4100000,-0.7240077
0.4150000,0.4150000,0.4150000,-0.7912502
0.4200000,0.4200000,0.4200000,-0.8445613
0.4250000,0.4250000,0.4250000,-0.8866884
0.4300000,0.4300000,0.4300000,-0.9211830
0.4350000,0.4350000,0.4350000,-0.9510636
0.4400000,0.4400000,0.4400000,-0.9776614
0.4450000,0.4450000,0.4450000,-1.0004176
0.4500000,0.4500000,0.4500000,-1.0176478
0.4550000,0.4550000,0.4550000,-1.0276093
