# r[nm],d[nm],daligned[nm],U(d)[kj/mol],V(d)[e/nm],Uslab(d)[kJ/mol]
0.1925000,0.1925000,0.1925000,1848.7539073,-0.1384701,76.8065769
0.1950000,0.1950000,0.1950000,1590.0481421,-0.1335789,67.6388567
0.1975000,0.1975000,0.1975000,1369.8837285,-0.1290449,59.7355699
0.2000000,0.2000000,0.2000000,1182.1876083,-0.1247183,52.9006768
0.2025000,0.2025000,0.2025000,1021.8902467,-0.1205875,46.9658149
0.2050000,0.2050000,0.2050000,884.7590640,-0.1166417,41.7861529
0.2075000,0.2075000,0.2075000,767.2526595,-0.1128708,37.2386434
0.2100000,0.2100000,0.2100000,666.4017549,-0.1092653,33.2214323
0.2125000,0.2125000,0.2125000,579.7117183,-0.1058164,29.6524811
0.2150000,0.2150000,0.2150000,505.0825606,-0.1025157,26.4664155
0.2175000,0.2175000,0.2175000,440.7431184,-0.0993554,23.6104163
0.2200000,0.2200000,0.2200000,385.1967826,-0.0963282,21.0407425
0.2225000,0.2225000,0.2225000,337.1766479,-0.0934271,18.7207190
0.2250000,0.2250000,0.2250000,295.6083668,-0.0906457,16.6198502
0.2275000,0.2275000,0.2275000,259.5793184,-0.0879779,14.7132018
0.2300000,0.2300000,0.2300000,228.3129657,-0.0854179,12.9804809
0.2325000,0.2325000,0.2325000,201.1474762,-0.0829606,11.4048131
0.2350000,0.2350000,0.2350000,177.5178403,-0.0806011,9.9715718
0.2375000,0.2375000,0.2375000,156.9408360,-0.0783351,8.6675879
0.2400000,0.2400000,0.2400000,139.0022857,-0.0761579,7.4808175
0.2425000,0.2425000,0.2425000,123.3461565,-0.0740607,6.4003007
0.2450000,0.2450000,0.2450000,109.6652074,-0.0720228,5.4161926
0.2475000,0.2475000,0.2475000,97.6930766,-0.0700006,4.5197535
0.2500000,0.2500000,0.2500000,87.1978630,-0.0679168,3.7032888
0.2525000,0.2525000,0.2525000,77.9773038,-0.0656609,2.9600532
0.2550000,0.2550000,0.2550000,69.8554729,-0.0631088,2.2841270
0.2575000,0.2575000,0.2575000,62.6805696,-0.0601610,1.6702750
0.2600000,0.2600000,0.2600000,56.3230401,-0.0567843,1.1138092
0.2625000,0.2625000,0.2625000,50.6733055,-0.0530315,0.6104762
0.2650000,0.2650000,0.2650000,45.6388684,-0.0490278,0.1563764
0.2675000,0.2675000,0.2675000,41.1411827,-0.0449315,-0.2520894
0.2700000,0.2700000,0.2700000,37.1129193,-0.0408906,-0.6182574
0.2725000,0.2725000,0.2725000,33.4960308,-0.0370157,-0.9452320
0.2750000,0.2750000,0.2750000,30.2405746,-0.0333725,-1.2359155
0.2775000,0.2775000,0.2775000,27.3039423,-0.0299893,-1.4930385
0.2800000,0.2800000,0.2800000,24.6501068,-0.0268722,-1.7191878
0.2825000,0.2825000,0.2825000,22.2486777,-0.0240166,-1.9168281
0.2850000,0.2850000,0.2850000,20.0737939,-0.0214156,-2.0883156
0.2875000,0.2875000,0.2875000,18.1030291,-0.0190621,-2.2359038
0.2900000,0.2900000,0.2900000,16.3165023,-0.0169492,-2.3617429
0.2925000,0.2925000,0.2925000,14.6962932,-0.0150692,-2.4678745
0.2950000,0.2950000,0.2950000,13.2261550,-0.0134131,-2.5562253
0.2975000,0.2975000,0.2975000,11.8914222,-0.0119689,-2.6286007
0.3000000,0.3000000,0.3000000,10.6789742,-0.0107211,-2.6866807
0.3025000,0.3025000,0.3025000,9.5771438,-0.0096491,-2.7320174
0.3050000,0.3050000,0.3050000,8.5755387,-0.0087262,-2.7660360
0.3075000,0.3075000,0.3075000,7.6648198,-0.0079206,-2.7900372
0.3100000,0.3100000,0.3100000,6.8365102,-0.0071972,-2.8052018
0.3125000,0.3125000,0.3125000,6.0828818,-0.0065227,-2.8125973
0.3150000,0.3150000,0.3150000,5.3969107,-0.0058687,-2.8131844
0.3175000,0.3175000,0.3175000,4.7722652,-0.0052153,-2.8078252
0.3200000,0.3200000,0.3200000,4.2032874,-0.0045521,-2.7972908
0.3225000,0.3225000,0.3225000,3.6849519,-0.0038770,-2.7822690
0.3250000,0.3250000,0.3250000,3.2128047,-0.0031943,-2.7633723
0.3275000,0.3275000,0.3275000,2.7828922,-0.0025118,-2.7411449
0.3300000,0.3300000,0.3300000,2.3916933,-0.0018392,-2.7160696
0.3325000,0.3325000,0.3325000,2.0360594,-0.0011861,-2.6885741
0.3350000,0.3350000,0.3350000,1.7131652,-0.0005613,-2.6590366
0.3375000,0.3375000,0.3375000,1.4204667,0.0000278,-2.6277914
0.3400000,0.3400000,0.3400000,1.1556647,0.0005757,-2.5951337
0.3425000,0.3425000,0.3425000,0.9166708,0.0010784,-2.5613233
0.3450000,0.3450000,0.3450000,0.7015738,0.0015339,-2.5265893
0.3475000,0.3475000,0.3475000,0.5086081,0.0019415,-2.4911332
0.3500000,0.3500000,0.3500000,0.3361262,0.0023020,-2.4551318
0.3525000,0.3525000,0.3525000,0.1825756,0.0026172,-2.4187405
0.3550000,0.3550000,0.3550000,0.0464826,0.0028895,-2.3820950
0.3575000,0.3575000,0.3575000,-0.0735582,0.0031220,-2.3453144
0.3600000,0.3600000,0.3600000,-0.1788884,0.0033180,-2.3085023
0.3625000,0.3625000,0.3625000,-0.2707871,0.0034809,-2.2717491
0.3650000,0.3650000,0.3650000,-0.3504691,0.0036142,-2.2351334
0.3675000,0.3675000,0.3675000,-0.4190823,0.0037212,-2.1987230
0.3700000,0.3700000,0.3700000,-0.4777052,0.0038049,-2.1625768
0.3725000,0.3725000,0.3725000,-0.5273445,0.0038684,-2.1267451
0.3750000,0.3750000,0.3750000,-0.5689347,0.0039143,-2.0912711
0.3775000,0.3775000,0.3775000,-0.6033378,0.0039449,-2.0561915
0.3800000,0.3800000,0.3800000,-0.6313447,0.0039624,-2.0215374
0.3825000,0.3825000,0.3825000,-0.6536777,0.0039687,-1.9873347
0.3850000,0.3850000,0.3850000,-0.6709935,0.0039656,-1.9536050
0.3875000,0.3875000,0.3875000,-0.6838864,0.0039544,-1.9203659
0.3900000,0.3900000,0.3900000,-0.6928927,0.0039364,-1.8876314
0.3925000,0.3925000,0.3925000,-0.6984949,0.0039127,-1.8554128
0.3950000,0.3950000,0.3950000,-0.7011254,0.0038844,-1.8237183
0.3975000,0.3975000,0.3975000,-0.7011713,0.0038522,-1.7925539
0.4000000,0.4000000,0.4000000,-0.6989779,0.0038169,-1.7619237
