# r[nm],d[nm],daligned[nm],Ucline(d)[kj/mol]
0.0000000,0.0000000,0.0000000,100000000000000000000.0000000
0.0050000,0.0050000,0.0050000,4244104035047804416.0000000
0.0100000,0.0100000,0.0100000,55967901146314432.0000000
0.0150000,0.0150000,0.0150000,2338244873505307.0000000
0.0200000,0.0200000,0.0200000,190237902048043.4687500
0.0250000,0.0250000,0.0250000,23906579616885.3359375
0.0300000,0.0300000,0.0300000,4080298661679.8950195
0.0350000,0.0350000,0.0350000,874139109856.7593994
0.0400000,0.0400000,0.0400000,223188853156.2522583
0.0450000,0.0450000,0.0450000,65520369522.0436554
0.0500000,0.0500000,0.0500000,21550158514.5851593
0.0550000,0.0550000,0.0550000,7789871581.1612387
0.0600000,0.0600000,0.0600000,3049547818.5279727
0.0650000,0.0650000,0.0650000,1278205428.3366396
0.0700000,0.0700000,0.0700000,568450446.2112470
0.0750000,0.0750000,0.0750000,266278655.0994270
0.0800000,0.0800000,0.0800000,130590629.4379378
0.0850000,0.0850000,0.0850000,66712199.7653611
0.0900000,0.0900000,0.0900000,35343110.7093911
0.0950000,0.0950000,0.0950000,19343700.6348246
0.1000000,0.1000000,0.1000000,10900456.9639209
0.1050000,0.1050000,0.1050000,6305826.4936488
0.1100000,0.1100000,0.1100000,3735295.1338360
0.1150000,0.1150000,0.1150000,2260693.4919970
0.1200000,0.1200000,0.1200000,1395326.5250297
0.1250000,0.1250000,0.1250000,876355.4775250
0.1300000,0.1300000,0.1300000,559694.6755788
0.1350000,0.1350000,0.1350000,363086.8173878
0.1400000,0.1400000,0.1400000,238980.6761317
0.1450000,0.1450000,0.1450000,159427.3641068
0.1500000,0.1500000,0.1500000,107697.9722913
0.1550000,0.1550000,0.1550000,73608.6458541
0.1600000,0.1600000,0.1600000,50852.2356114
0.1650000,0.1650000,0.1650000,35481.4866068
0.1700000,0.1700000,0.1700000,24993.3155619
0.1750000,0.1750000,0.1750000,17762.6093403
0.1800000,0.1800000,0.1800000,12728.9981741
0.1850000,0.1850000,0.1850000,9192.6561656
0.1900000,0.1900000,0.1900000,6686.6850880
0.1950000,0.1950000,0.1950000,4896.3728146
0.2000000,0.2000000,0.2000000,3607.5094024
0.2050000,0.2050000,0.2050000,2672.9344717
0.2100000,0.2100000,0.2100000,1990.6550345
0.2150000,0.2150000,0.2150000,1501.9399120
0.2200000,0.2200000,0.2200000,1131.3225570
0.2250000,0.2250000,0.2250000,855.7856023
0.2300000,0.2300000,0.2300000,649.8288002
0.2350000,0.2350000,0.2350000,495.1049498
0.2400000,0.2400000,0.2400000,378.3280086
0.2450000,0.2450000,0.2450000,289.8000758
0.2500000,0.2500000,0.2500000,222.3876494
0.2550000,0.2550000,0.2550000,170.8305397
0.2600000,0.2600000,0.2600000,131.2509514
0.2650000,0.2650000,0.2650000,100.7705884
0.2700000,0.2700000,0.2700000,77.2265283
0.2750000,0.2750000,0.2750000,58.9810046
0.2800000,0.2800000,0.2800000,44.7924669
0.2850000,0.2850000,0.2850000,33.7228467
0.2900000,0.2900000,0.2900000,25.0659063
0.2950000,0.2950000,0.2950000,18.2872345
0.3000000,0.3000000,0.3000000,12.9768021
0.3050000,0.3050000,0.3050000,8.8165276
0.3100000,0.3100000,0.3100000,5.5596442
0.3150000,0.3150000,0.3150000,3.0160176
0.3200000,0.3200000,0.3200000,1.0395575
0.3250000,0.3250000,0.3250000,-0.4829528
0.3300000,0.3300000,0.3300000,-1.6408141
0.3350000,0.3350000,0.3350000,-2.5057637
0.3400000,0.3400000,0.3400000,-3.1361498
0.3450000,0.3450000,0.3450000,-3.5796739
0.3500000,0.3500000,0.3500000,-3.8753186
0.3550000,0.3550000,0.3550000,-4.0548310
0.3600000,0.3600000,0.3600000,-4.1439428
0.3650000,0.3650000,0.3650000,-4.1634041
0.3700000,0.3700000,0.3700000,-4.1298638
0.3750000,0.3750000,0.3750000,-4.0566163
0.3800000,0.3800000,0.3800000,-3.9542266
0.3850000,0.3850000,0.3850000,-3.8310500
0.3900000,0.3900000,0.3900000,-3.6936602
0.3950000,0.3950000,0.3950000,-3.5471990
0.4000000,0.4000000,0.4000000,-3.3956614
0.4050000,0.4050000,0.4050000,-3.2421256
0.4100000,0.4100000,0.4100000,-3.0889394
0.4150000,0.4150000,0.4150000,-2.9378703
0.4200000,0.4200000,0.4200000,-2.7902255
0.4250000,0.4250000,0.4250000,-2.6469491
0.4300000,0.4300000,0.4300000,-2.5086991
0.4350000,0.4350000,0.4350000,-2.3759097
0.4400000,0.4400000,0.4400000,-2.2488407
0.4450000,0.4450000,0.4450000,-2.1276171
0.4500000,0.4500000,0.4500000,-2.0122604
0.4550000,0.4550000,0.4550000,-1.9027140
0.4600000,0.4600000,0.4600000,-1.7988630
0.4650000,0.4650000,0.4650000,-1.7005499
0.4700000,0.4700000,0.4700000,-1.6075867
0.4750000,0.4750000,0.4750000,-1.5197654
0.4800000,0.4800000,0.4800000,-1.4368649
0.4850000,0.4850000,0.4850000,-1.3586574
0.4900000,0.4900000,0.4900000,-1.2849128
0.4950000,0.4950000,0.4950000,-1.2154022
0.5000000,0.5000000,0.5000000,-1.1499002
0.5050000,0.5050000,0.5050000,-1.0881876
0.5100000,0.5100000,0.5100000,-1.0300520
0.5150000,0.5150000,0.5150000,-0.9752892
0.5200000,0.5200000,0.5200000,-0.9237035
0.5250000,0.5250000,0.5250000,-0.8751084
0.5300000,0.5300000,0.5300000,-0.8293266
0.5350000,0.5350000,0.5350000,-0.7861900
0.5400000,0.5400000,0.5400000,-0.7455394
0.5450000,0.5450000,0.5450000,-0.7072247
0.5500000,0.5500000,0.5500000,-0.6711041
0.5550000,0.5550000,0.5550000,-0.6370445
0.5600000,0.5600000,0.5600000,-0.6049204
0.5650000,0.5650000,0.5650000,-0.5746138
0.5700000,0.5700000,0.5700000,-0.5460143
0.5750000,0.5750000,0.5750000,-0.5190180
0.5800000,0.5800000,0.5800000,-0.4935274
0.5850000,0.5850000,0.5850000,-0.4694514
0.5900000,0.5900000,0.5900000,-0.4467044
0.5950000,0.5950000,0.5950000,-0.4252061
0.6000000,0.6000000,0.6000000,-0.4048816
0.6050000,0.6050000,0.6050000,-0.3856604
0.6100000,0.6100000,0.6100000,-0.3674768
0.6150000,0.6150000,0.6150000,-0.3502689
0.6200000,0.6200000,0.6200000,-0.3339790
0.6250000,0.6250000,0.6250000,-0.3185529
0.6300000,0.6300000,0.6300000,-0.3039399
0.6350000,0.6350000,0.6350000,-0.2900926
0.6400000,0.6400000,0.6400000,-0.2769663
0.6450000,0.6450000,0.6450000,-0.2645193
0.6500000,0.6500000,0.6500000,-0.2527125
0.6550000,0.6550000,0.6550000,-0.2415093
0.6600000,0.6600000,0.6600000,-0.2308751
0.6650000,0.6650000,0.6650000,-0.2207779
0.6700000,0.6700000,0.6700000,-0.2111872
0.6750000,0.6750000,0.6750000,-0.2020746
0.6800000,0.6800000,0.6800000,-0.1934136
0.6850000,0.6850000,0.6850000,-0.1851790
0.6900000,0.6900000,0.6900000,-0.1773473
0.6950000,0.6950000,0.6950000,-0.1698965
0.7000000,0.7000000,0.7000000,-0.1628057
0.7050000,0.7050000,0.7050000,-0.1560554
0.7100000,0.7100000,0.7100000,-0.1496272
0.7150000,0.7150000,0.7150000,-0.1435039
0.7200000,0.7200000,0.7200000,-0.1376693
0.7250000,0.7250000,0.7250000,-0.1321079
0.7300000,0.7300000,0.7300000,-0.1268055
0.7350000,0.7350000,0.7350000,-0.1217484
0.7400000,0.7400000,0.7400000,-0.1169239
0.7450000,0.7450000,0.7450000,-0.1123198
0.7500000,0.7500000,0.7500000,-0.1079249
0.7550000,0.7550000,0.7550000,-0.1037285
0.7600000,0.7600000,0.7600000,-0.0997203
0.7650000,0.7650000,0.7650000,-0.0958910
0.7700000,0.7700000,0.7700000,-0.0922314
0.7750000,0.7750000,0.7750000,-0.0887332
0.7800000,0.7800000,0.7800000,-0.0853882
0.7850000,0.7850000,0.7850000,-0.0821889
0.7900000,0.7900000,0.7900000,-0.0791281
0.7950000,0.7950000,0.7950000,-0.0761991
0.8000000,0.8000000,0.8000000,-0.0733953
0.8050000,0.8050000,0.8050000,-0.0707109
0.8100000,0.8100000,0.8100000,-0.0681399
0.8150000,0.8150000,0.8150000,-0.0656771
0.8200000,0.8200000,0.8200000,-0.0633172
0.8250000,0.8250000,0.8250000,-0.0610554
0.8300000,0.8300000,0.8300000,-0.0588871
0.8350000,0.8350000,0.8350000,-0.0568079
0.8400000,0.8400000,0.8400000,-0.0548136
0.8450000,0.8450000,0.8450000,-0.0529004
0.8500000,0.8500000,0.8500000,-0.0510644
0.8550000,0.8550000,0.8550000,-0.0493022
0.8600000,0.8600000,0.8600000,-0.0476105
0.8650000,0.8650000,0.8650000,-0.0459859
0.8700000,0.8700000,0.8700000,-0.0444255
0.8750000,0.8750000,0.8750000,-0.0429264
0.8800000,0.8800000,0.8800000,-0.0414860
0.8850000,0.8850000,0.8850000,-0.0401015
0.8900000,0.8900000,0.8900000,-0.0387705
0.8950000,0.8950000,0.8950000,-0.0374907
0.9000000,0.9000000,0.9000000,-0.0362598
0.9050000,0.9050000,0.9050000,-0.0350758
0.9100000,0.9100000,0.9100000,-0.0339366
0.9150000,0.9150000,0.9150000,-0.0328402
0.9200000,0.9200000,0.9200000,-0.0317849
0.9250000,0.9250000,0.9250000,-0.0307689
0.9300000,0.9300000,0.9300000,-0.0297906
0.9350000,0.9350000,0.9350000,-0.0288483
0.9400000,0.9400000,0.9400000,-0.0279405
0.9450000,0.9450000,0.9450000,-0.0270659
0.9500000,0.9500000,0.9500000,-0.0262230
0.9550000,0.9550000,0.9550000,-0.0254106
0.9600000,0.9600000,0.9600000,-0.0246273
0.9650000,0.9650000,0.9650000,-0.0238720
0.9700000,0.9700000,0.9700000,-0.0231436
0.9750000,0.9750000,0.9750000,-0.0224410
0.9800000,0.9800000,0.9800000,-0.0217631
0.9850000,0.9850000,0.9850000,-0.0211090
0.9900000,0.9900000,0.9900000,-0.0204776
0.9950000,0.9950000,0.9950000,-0.0198682
1.0000000,1.0000000,1.0000000,-0.0192798
1.0050000,1.0050000,1.0050000,-0.0187116
1.0100000,1.0100000,1.0100000,-0.0181629
1.0150000,1.0150000,1.0150000,-0.0176328
1.0200000,1.0200000,1.0200000,-0.0171207
1.0250000,1.0250000,1.0250000,-0.0166258
1.0300000,1.0300000,1.0300000,-0.0161475
1.0350000,1.0350000,1.0350000,-0.0156852
1.0400000,1.0400000,1.0400000,-0.0152383
1.0450000,1.0450000,1.0450000,-0.0148061
1.0500000,1.0500000,1.0500000,-0.0143881
1.0550000,1.0550000,1.0550000,-0.0139839
1.0600000,1.0600000,1.0600000,-0.0135928
1.0650000,1.0650000,1.0650000,-0.0132144
1.0700000,1.0700000,1.0700000,-0.0128483
1.0750000,1.0750000,1.0750000,-0.0124939
