# r[nm],d[nm],daligned[nm],U(d)[kj/mol],V(d)[e/nm],USlab(d)[kJ/mol],UC(d)[kJ/mol],UK(d)[kJ/mol],UCl(d)[kJ/mol],UC2A(d)[kJ/mol],UC4A(d)[kJ/mol],UCPlus(d)[kJ/mol],UCMinus(d)[kJ/mol],UCMoreLJ(d)[kJ/mol],UCLessLJ(d)[kJ/mol],UCEps20(d)[kJ/mol]
0.0000000,0.0000000,0.0000000,inf,nan,472048.4524891,382622022.4613546,237137594.1131684,1670447743.2782595,18855902.9158834,1169945475.0061557,382622093.8136846,382621951.1090246,451049686.8423477,285268869.6654999,8571219843.9541817
0.0025000,0.0025000,0.0025000,inf,nan,408696.1606140,301741844.6728429,188277943.3721651,1297749534.8279302,15628137.4578536,909742114.9190427,301741940.3990701,301741748.9466156,355704994.8965353,224967591.7943242,6666295065.5181007
0.0050000,0.0050000,0.0050000,inf,nan,388847.3659454,276420269.8161035,173726009.1996212,1167018547.1753492,14934121.5864449,819068629.5144821,276420384.6323003,276420154.9999067,325854939.9101134,206088759.3866523,6003476593.4971437
0.0075000,0.0075000,0.0075000,inf,nan,409453.1408084,267094570.3044597,167907729.5908954,1127100850.9060292,14424761.9263617,791050185.3763809,267094688.1985284,267094452.4103910,314861443.4635317,199135861.7426192,5798107682.4984884
0.0100000,0.0100000,0.0100000,inf,nan,473693.5116361,254436089.3815552,159943002.3038919,1074656010.3525362,13773655.2626002,754211604.2367661,254436208.9154945,254435969.8476159,299939134.9684618,189698165.1841990,5528044059.1113071
0.0125000,0.0125000,0.0125000,inf,nan,591662.7334046,240059443.6785140,150708181.7690541,1013109657.7329084,12937884.7316885,711042804.5702525,240059563.4571968,240059323.8998313,282991387.1611462,178979468.3279507,5211677555.7964821
0.0150000,0.0150000,0.0150000,inf,nan,782590.5981281,222551823.9578813,139866856.0493402,940082203.8403625,12021069.6833351,659863458.5907830,222551950.1746585,222551697.7411040,262352725.6916697,165926432.7078100,4836675076.6570396
0.0175000,0.0175000,0.0175000,inf,nan,1079256.0157832,204374865.1201555,128396813.2266263,862322918.1492847,11063428.7543417,605239015.0514385,204374994.9205704,204374735.3197405,240925021.2988036,152374362.5257595,4436216103.4414501
0.0200000,0.0200000,0.0200000,inf,nan,1535960.1165919,185376472.1685959,116606116.3629292,782768053.5292988,10029597.4753073,549373567.6566110,185376609.8260345,185376334.5111574,218528978.4986946,138209861.3611677,4026657722.9621100
0.0225000,0.0225000,0.0225000,inf,nan,2242691.2676321,167504405.5711396,105069204.4928953,703989421.1255196,8996923.5614023,494211693.2630001,167504542.7168727,167504268.4254064,197460692.9092982,124885107.5896884,3622588984.7960987
0.0250000,0.0250000,0.0250000,inf,nan,3350522.4576235,148035894.1296783,92998950.3250377,626957692.7581074,7987156.2482120,439923405.1241788,148036040.4476666,148035747.8116901,174510456.1914295,110370103.4159900,3224305390.0261683
0.0275000,0.0275000,0.0275000,inf,nan,5118058.3467024,130208398.9032108,81784498.7998271,549578107.0776120,7022885.7767475,385709392.5700427,130208554.4913565,130208243.3150651,153494713.0636438,97078580.4150233,2827092744.0993614
0.0300000,0.0300000,0.0300000,inf,nan,7998555.5441175,113320468.7790087,71241569.1579787,479135164.4992003,6121722.2663281,336234101.3866454,113320629.1333560,113320308.4246614,133586565.7360650,84487562.5051546,2464398672.9407930
0.0325000,0.0325000,0.0325000,inf,nan,12808167.8836890,98093053.2214229,61611656.8630660,413578767.3913919,5302917.4062760,290280891.9881995,98093222.6957580,98092883.7470878,115635897.4120507,73134563.0199301,2127673099.2110829
0.0350000,0.0350000,0.0350000,inf,nan,21061642.0421592,83987698.1632939,52778503.4511292,355333061.2134442,4563790.4870466,249427632.1605803,83987873.5447068,83987522.7818810,99007957.5437651,62618130.4639096,1828133424.1504748
0.0375000,0.0375000,0.0375000,inf,nan,35666915.4245165,71525951.6024135,44991656.4727203,302032359.4167808,3887939.4096214,211968975.5279273,71526136.2814474,71525766.9233796,84317567.1484723,53327111.7906722,1553636356.6929069
0.0400000,0.0400000,0.0400000,inf,nan,62421796.8591631,60639981.6978434,38153426.4554311,255515653.8141536,3279440.3901043,179347222.2507620,60640171.3019623,60639792.0937246,71484763.4200160,45210934.0811077,1314573450.5215178
0.0425000,0.0425000,0.0425000,inf,nan,58182607.6757345,51130765.5070856,32198020.3056968,215291696.3070461,2753270.4120389,151133147.6006282,51130963.7712578,51130567.2429134,60274930.3911534,38121213.1688297,1107802569.5371320
0.0450000,0.0450000,0.0450000,inf,nan,35068385.5533283,42937559.1127830,26983243.8555983,180561517.3544665,2301880.3821436,126754527.8022527,42937764.1908160,42937354.0347499,50616460.7750764,32012660.6291626,929110567.8862733
0.0475000,0.0475000,0.0475000,inf,nan,22066714.3005490,35773478.3930622,22464345.4197705,150875685.8064926,1917365.3079172,105926576.0270850,35773692.2854762,35773264.5006481,42171164.4370442,26671386.2405104,776460711.9532431
