# r[nm],d[nm],daligned[nm],Uwater(d)[kj/mol],UMinwater(d)[kj/mol]
0.0000000,0.0000000,0.0000000,580557170.8730409,580557170.8730409
0.0050000,0.0050000,0.0050000,231042040.5869040,231042040.5869040
0.0100000,0.0100000,0.0100000,101722522.5117467,101722522.5117467
0.0150000,0.0150000,0.0150000,51732132.6930006,51732132.6930006
0.0200000,0.0200000,0.0200000,29211659.8201528,29211659.8201528
0.0250000,0.0250000,0.0250000,17568163.4468779,17568163.4468779
0.0300000,0.0300000,0.0300000,11699047.9998609,11699047.9998609
0.0350000,0.0350000,0.0350000,7688039.2674332,7688039.2674332
0.0400000,0.0400000,0.0400000,5012836.6124397,5012836.6124397
0.0450000,0.0450000,0.0450000,3302620.6169500,3302620.6169500
0.0500000,0.0500000,0.0500000,2144028.2896402,2144028.2896402
0.0550000,0.0550000,0.0550000,1439120.0741594,1439120.0741594
0.0600000,0.0600000,0.0600000,999953.3412613,999953.3412613
0.0650000,0.0650000,0.0650000,713691.9281518,713691.9281518
0.0700000,0.0700000,0.0700000,521452.2110241,521452.2110241
0.0750000,0.0750000,0.0750000,388329.6382183,388329.6382183
0.0800000,0.0800000,0.0800000,293760.2099822,293760.2099822
0.0850000,0.0850000,0.0850000,214232.2178781,214232.2178781
0.0900000,0.0900000,0.0900000,157738.7741143,157738.7741143
0.0950000,0.0950000,0.0950000,118310.9734731,118310.9734731
0.1000000,0.1000000,0.1000000,85761.0956089,85761.0956089
0.1050000,0.1050000,0.1050000,61739.1152549,61739.1152549
0.1100000,0.1100000,0.1100000,45029.8590490,45029.8590490
0.1150000,0.1150000,0.1150000,33224.6091177,33224.6091177
0.1200000,0.1200000,0.1200000,24764.0212815,24764.0212815
0.1250000,0.1250000,0.1250000,18621.5963102,18621.5963102
0.1300000,0.1300000,0.1300000,14110.3504992,14110.3504992
0.1350000,0.1350000,0.1350000,10672.3875907,10672.3875907
0.1400000,0.1400000,0.1400000,7871.1152440,7871.1152440
0.1450000,0.1450000,0.1450000,5849.5730406,5849.5730406
0.1500000,0.1500000,0.1500000,4377.7479068,4377.7479068
0.1550000,0.1550000,0.1550000,3297.3016339,3297.3016339
0.1600000,0.1600000,0.1600000,2498.0807964,2498.0807964
0.1650000,0.1650000,0.1650000,1902.6847308,1902.6847308
0.1700000,0.1700000,0.1700000,1475.1073921,1452.5055258
